YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70,F160,F250,F350,F500,F870,F1100
3751.0,0.195234375,22.64515381,88.24695435,3.896946565,17.0,39.3,42.48,0.16,,0.0191,0.0639,0.8299,13.758,10.695,5.454,,,
3752.0,0.41,31.4,73.1,2.328025478,17.0,14.5,26.34,0.05,,0.0852,0.1403,,6.773,7.458,2.462,1.345,,
3753.0,0.404466403,54.30661626,214.2530656,3.945247934,14.3,60.4,49.12,0.09,0.4653,0.1629,0.2507,5.7491,5.529,5.159,2.583,1.502,,
3755.0,0.589346247,2734.540504,3532.721839,1.29188865,15.1,18.0,30.41,2.12,1.3198,0.5427,2.7062,51.8236,21.445,30.868,11.978,5.441,1.76,
3756.0,0.700549882,109.7698887,1434.558863,13.06878307,19.4,99.0,49.29,0.06,0.166,0.0583,0.1234,1.8868,3.878,2.92,0.959,,,
3757.0,0.50700707,525.8818191,11140.4158,21.18425738,19.9,153.9,62.06,0.55,1.112,0.5929,4.0544,35.437,31.484,30.502,8.878,2.787,,
3758.0,1.141168521,607.0389917,4633.226769,7.632502743,17.7,70.0,45.51,0.12,0.4861,0.1809,0.4599,11.0457,17.345,13.87,6.189,2.414,,
3760.0,1.015418994,222.5270872,5231.274505,23.50848416,23.3,122.8,43.77,0.06,0.4857,0.2824,0.7017,,30.109,19.02,5.661,2.389,,
3761.0,0.264093023,3.257990265,184.1367831,56.51851852,25.2,261.8,67.24,0.01,1.7043,0.6196,4.8515,31.7458,23.017,16.246,3.858,3.294,,
3762.0,1.049601251,409.3455517,4593.567353,11.22173512,18.4,95.7,47.91,0.1,0.4201,0.1584,0.3873,11.16,13.648,10.746,3.637,2.038,,
3763.0,1.342265625,817.8690262,14170.46781,17.32608444,18.2,149.3,63.52,0.12,1.6752,0.7081,2.5974,42.3097,24.403,22.969,7.784,3.125,,
3764.0,0.84,360.0,6196.6,17.21277778,19.0,135.9,49.34,0.14,0.4959,0.2251,0.8354,13.6235,16.084,12.421,3.968,1.66,,
3767.0,0.43904,2911.994266,226970.5517,77.94333746,32.1,257.2,58.1,4.03,14.0044,,,1321.8795,1133.38,811.055,215.744,69.993,11.88,
3768.0,0.180277778,21.69783951,619.4247685,28.54776248,22.1,165.5,47.0,0.17,0.6949,0.2262,1.0651,27.3728,46.061,29.329,9.843,5.354,,
3769.0,0.409782609,1520.741678,115033.6653,75.6431332,25.5,355.6,89.52,2.42,13.8405,,,369.529,365.467,205.211,81.356,29.102,,
3770.0,0.82526245,1369.07109,85480.73389,62.43703086,27.3,247.7,66.82,0.53,4.9842,,,235.9384,610.396,242.898,95.041,,,
3771.0,0.39144623,64.86317922,222.2839288,3.426966292,16.9,35.1,35.96,0.11,,0.0097,0.0221,0.174,1.701,1.642,0.561,,,
3773.0,1.119066667,606.4907271,1157.300224,1.908191126,13.8,31.6,40.05,0.13,,0.183,0.1988,,10.687,14.644,8.261,3.253,,
3774.0,0.271604938,44.74927602,327.0477061,7.308446866,16.2,82.7,56.54,0.16,0.1365,0.0742,1.14,5.3143,7.416,8.164,2.923,1.261,,
3775.0,0.0245,0.098,0.94325,9.625,18.0,3.4,48.73,0.04,0.0633,0.0327,0.0904,,3.507,2.874,1.102,,,
3776.0,0.25,645.0,3425.4,5.310697674,17.7,51.9,49.86,2.71,2.9148,0.9591,7.859,80.4204,109.248,148.06,54.755,20.975,4.21,
3777.0,1.02,242.3,36.4,0.150226991,9.8,2.6,38.9,0.06,,0.0422,0.0571,0.444,1.023,12.858,5.446,0.442,,
3778.0,0.989333333,749.1899698,459.1809492,0.612903226,12.0,15.1,42.1,0.19,0.0257,0.0079,0.0187,0.1927,1.394,2.608,1.366,,,
3779.0,0.482663102,1473.463677,20952.95233,14.22020282,20.6,98.7,48.64,1.67,0.1498,,0.335,3.3038,111.101,113.435,35.215,11.569,2.33,
3781.0,0.53,79.9,689.4,8.628285357,16.8,87.7,47.56,0.07,0.9314,0.3105,0.3864,9.5805,15.198,17.905,5.959,2.97,,
3782.0,3.225317919,1900.261153,7979.491552,4.199155227,14.4,62.1,52.35,0.05,2.359,0.6642,1.9067,49.4595,15.821,111.524,10.486,,,
3783.0,0.666425,789.1775875,28072.8938,35.57234043,21.8,214.5,56.04,0.48,1.2969,0.4174,4.8241,67.5781,57.731,42.704,12.693,4.043,0.92,
3784.0,0.839791356,1452.160759,134787.4819,92.81856782,25.2,425.6,62.65,0.55,5.3343,1.9152,,312.4762,171.103,107.243,30.755,9.674,1.9,
3786.0,0.042222222,0.594238683,12.82565158,21.58333333,20.0,157.1,51.26,0.08,0.4842,0.1221,0.7614,9.6879,11.489,10.392,2.503,,,
3787.0,0.503035714,1486.553836,5276.682393,3.54960733,15.4,46.5,48.77,1.55,0.182,0.033,0.4529,8.9627,25.498,33.076,18.872,9.882,0.98,
3788.0,0.308641975,249.8785437,2925.3115,11.70693352,17.9,107.0,73.62,0.69,1.1268,0.4769,4.9338,28.0202,38.554,39.078,12.811,4.968,0.75,
3789.0,0.708505263,3600.790763,18779.17937,5.215293142,17.2,53.0,45.65,1.93,4.0344,2.2454,16.5669,,106.787,129.314,44.395,18.777,2.81,
3790.0,0.852972769,342.6093029,919.5339763,2.683914209,15.3,34.7,38.45,0.13,0.0854,0.0357,0.0611,1.1991,4.224,4.408,1.951,,,
3792.0,0.31,12.3,91.5,7.43902439,17.8,40.4,42.47,0.03,0.0758,0.0089,0.0282,,3.212,2.644,1.151,,,
3793.0,0.877136259,845.7349156,30808.62983,36.4282345,23.1,194.1,62.22,0.29,1.3991,0.8909,,86.8879,68.173,48.228,12.879,5.101,,
3794.0,0.2912,2.1632,133.68576,61.8,36.4,146.4,37.49,0.01,0.1813,0.0499,0.1961,,9.475,3.182,0.638,,,
3795.0,1.307229572,1763.431085,10010.80911,5.676892736,15.9,66.7,52.42,0.27,0.5073,0.2161,1.6108,19.2644,26.365,24.911,11.806,4.745,,
3797.0,1.205793103,896.796214,423.5291272,0.472269085,13.0,9.2,20.19,0.16,0.1683,0.0541,0.1584,3.6479,3.665,5.714,3.392,1.61,,
3798.0,0.2962249,236.2068071,897.9057857,3.801354402,16.7,40.3,41.93,0.73,,0.0272,0.1418,2.2242,30.281,36.689,12.831,5.69,,
3799.0,1.051717089,294.4607195,1128.582158,3.832708688,15.7,46.4,47.12,0.07,0.3558,0.0941,0.085,1.7243,4.402,5.663,2.006,0.827,,
3801.0,0.116296296,9.204397196,323.750583,35.17346939,22.5,195.4,61.16,0.2,1.2279,0.5578,6.7685,61.086,44.86,30.36,9.277,3.771,,
3804.0,1.203610832,2336.90037,2338.308808,1.000602695,12.3,22.8,40.92,0.43,0.1379,0.0232,0.0811,3.3177,10.423,22.571,11.29,5.064,,
3805.0,0.706198675,608.7040789,624.5053515,1.025958874,12.5,22.5,39.83,0.33,1.4088,0.4553,0.6048,,11.015,32.675,11.367,6.402,,
3806.0,0.32,644.7,11015.4,17.08608655,21.7,111.1,53.43,1.68,3.0391,0.7675,,,299.043,243.464,89.244,34.546,4.54,
3807.0,0.493438114,3395.15854,69042.44635,20.33555887,26.3,93.0,47.54,3.63,1.4185,0.5336,6.7122,195.1552,275.199,247.68,61.442,19.222,3.55,
3808.0,0.826820988,177.0144138,1134.583853,6.409556314,16.7,66.9,44.89,0.07,0.287,0.1209,0.2066,4.7221,6.659,7.129,2.789,1.103,,
3810.0,0.343489531,18.18123744,38.8611254,2.137430168,13.8,35.1,42.49,0.04,0.1289,0.0435,0.0458,1.4927,2.786,4.954,1.832,,,
3811.0,0.919090909,294.7627894,17100.12024,58.01315789,26.3,246.4,63.49,0.09,5.1321,1.1546,10.3433,101.1916,64.977,40.188,8.238,2.348,,
3812.0,1.154287245,1052.091129,1776.003591,1.688070113,14.2,26.2,40.3,0.21,0.1281,0.0263,0.1052,2.7801,9.552,20.035,13.828,3.112,,
3814.0,0.94855615,1238.620438,1956.816057,1.579835111,13.7,27.0,40.75,0.37,0.2003,0.0707,0.2473,5.51,13.842,21.093,11.331,4.306,,
3815.0,0.827898158,155.5821718,4525.638722,29.08841463,22.8,158.0,45.98,0.06,0.5368,0.1149,0.3149,14.9527,25.089,16.284,4.803,2.107,,
3816.0,0.490957684,361.6836747,5985.771438,16.54974182,20.7,110.2,46.93,0.4,4.3939,1.5903,7.3462,99.6645,114.741,81.616,30.094,11.878,1.62,
3817.0,0.524174528,174.5268762,2366.443765,13.55919395,19.1,105.5,49.06,0.17,0.3398,0.1664,0.7565,7.5733,13.613,12.131,2.905,2.07,,
3819.0,0.756796247,112.0192553,226.2720815,2.019939169,12.7,41.7,49.57,0.05,0.2081,0.0867,0.5018,5.2017,3.284,6.115,2.581,1.549,,
3821.0,0.585956739,208.8950673,604.9579353,2.895989566,16.8,29.7,30.32,0.16,,0.0975,0.1966,8.219,26.844,24.309,9.111,4.012,,
3823.0,0.457973568,574.603761,5890.555858,10.2515094,18.3,89.3,49.89,0.73,0.6537,0.2598,2.1383,22.1565,29.926,33.549,10.452,3.81,,
3824.0,0.012640449,0.031189244,0.187135463,6.0,21.0,32.3,24.23,0.05,0.3379,0.1263,0.1817,4.4606,33.341,21.449,9.093,3.939,,
3825.0,0.382006472,69.29466177,679.3467308,9.803738318,18.0,87.3,45.67,0.12,0.6107,0.2036,0.4146,8.8652,15.088,14.264,4.962,2.427,,
3826.0,0.576462585,116.9065297,1385.848665,11.85433071,19.0,93.5,44.39,0.09,1.1874,0.4106,0.7385,18.5245,35.183,22.971,9.848,4.688,,
3828.0,0.351097923,91.16825366,4383.566525,48.08215962,22.3,274.0,56.54,0.2,4.3461,1.3326,5.7461,52.8849,45.115,28.519,9.03,3.199,,
3830.0,0.462801205,74.13422122,561.9513845,7.580188679,17.9,67.6,64.82,0.09,1.1436,0.6786,1.8344,5.4988,17.441,12.427,6.043,2.27,,
3831.0,1.077845304,904.2423102,3688.755411,4.079388201,15.4,51.6,43.58,0.21,0.3392,0.0919,0.3861,10.5006,20.549,25.435,9.469,4.208,,
3832.0,0.712479339,1218.823462,11173.4445,9.167401886,19.1,72.0,42.67,0.64,0.3778,0.0786,1.0499,43.0883,75.705,67.876,23.382,10.115,2.06,
3833.0,0.170738255,16.62549435,87.11303545,5.239726027,14.5,77.4,48.65,0.15,0.2929,0.112,0.2192,5.3765,8.937,12.969,5.401,2.652,,
3834.0,0.35,906.8,1185.4,1.30723423,13.0,45.1,45.87,2.01,0.5547,0.1856,1.0629,18.6548,28.617,49.916,25.008,16.022,1.79,
3835.0,0.746345339,1228.494203,49577.38864,40.35622515,24.4,197.3,54.31,0.59,5.9759,3.0363,,256.0868,233.473,122.046,43.882,15.615,,
3836.0,0.37,532.5,5532.6,10.38985915,18.0,94.4,55.5,1.01,3.4574,1.0548,,90.8651,127.537,131.858,44.385,22.999,2.76,
3837.0,0.37,1269.6,1457.7,1.1481569,14.2,18.8,34.28,2.5,,0.0272,0.1688,4.0195,62.356,136.974,62.672,31.744,4.32,
3838.0,1.718505647,1462.056188,346.4971343,0.236993036,10.4,8.9,31.62,0.13,,0.0148,0.0228,0.3536,1.363,5.764,2.763,1.521,,
3839.0,0.028965517,0.256837099,5.239476813,20.4,20.7,134.9,46.18,0.07,0.6583,0.2273,0.7669,22.5816,39.403,26.607,8.795,,,
3840.0,1.215971223,1231.316812,838.6663559,0.68111338,11.5,18.7,39.61,0.22,0.0809,0.0365,0.0647,1.6793,4.299,9.932,5.433,2.855,,
3841.0,0.323473054,244.867636,4011.357983,16.38174015,19.9,118.3,45.59,0.62,,,0.3754,,85.193,76.568,24.662,9.137,1.55,
3843.0,1.182383838,850.6752797,20319.10098,23.88584865,18.8,192.5,49.08,0.16,1.1605,0.3731,0.7,37.7182,52.669,44.467,15.349,6.144,,
3846.0,0.41,60.0,669.7,11.16166667,16.3,186.6,49.12,0.1,0.7403,0.2558,1.0759,9.994,10.326,10.392,4.454,,,
3849.0,0.448738532,179.5851701,1767.862988,9.844147968,16.5,103.9,49.41,0.24,1.8373,0.5612,2.0011,34.0382,25.18,22.393,16.883,2.471,,
3850.0,1.1021093,380.3545092,3777.445284,9.931380311,19.3,75.6,41.4,0.08,0.4788,0.2108,0.2605,10.777,21.183,17.655,6.296,2.26,,
3851.0,0.377801047,139.3883117,2619.385154,18.792,20.5,127.1,46.71,0.27,1.8076,0.4923,2.0874,50.3132,54.725,37.368,12.851,5.166,,
3852.0,0.51463964,316.5534514,1006.868809,3.180722892,14.2,49.9,45.06,0.33,0.8579,0.2481,0.3899,20.4144,16.89,27.817,11.51,5.445,,
3857.0,0.211077258,34.19348786,42.17087078,1.233301234,12.7,25.5,41.35,0.2,0.1624,0.0641,0.126,3.8535,7.302,16.449,6.631,3.198,,
3860.0,0.682010243,368.4630493,451.87496,1.226377953,13.0,24.2,38.22,0.21,0.0636,0.0256,0.0499,1.4544,4.145,5.746,3.458,1.402,,
3862.0,0.4374,630.64332,40339.91484,63.96629213,26.0,9.7,72.83,0.85,22.6221,,,496.942,504.214,244.544,91.907,29.694,4.72,
3866.0,0.225217391,181.056647,3633.813659,20.0700373,20.6,136.9,57.08,0.97,6.7195,1.7068,,180.3245,198.697,136.787,55.391,21.042,,
3868.0,0.499124579,435.7538482,4195.477704,9.628090999,16.5,104.7,55.11,0.47,5.3564,1.7259,6.9879,154.2309,56.997,53.727,25.261,,,
3869.0,0.329928571,246.2498673,714.3964643,2.901103956,15.5,36.8,43.59,0.61,0.4838,0.1777,0.5291,10.1706,20.739,25.299,12.804,4.858,,
3871.0,1.2161875,2338.416104,1239.715308,0.530151715,11.4,15.0,42.47,0.42,0.1314,0.0276,0.1757,3.2535,1.584,11.68,5.154,1.969,,
3872.0,2.625303571,2512.70197,1449.907854,0.577031368,12.2,13.2,31.42,0.1,0.1384,0.0375,0.0885,1.5749,8.934,19.912,10.511,3.243,,
3874.0,0.650304114,1308.436018,39722.23016,30.35855756,23.5,158.9,47.08,0.81,,,0.1876,7.0669,133.788,114.665,31.589,3.522,0.91,
3876.0,0.480422164,294.5173778,12240.20233,41.56020408,23.2,220.4,54.19,0.34,0.8892,0.2702,3.0423,30.0328,32.637,14.04,6.463,2.258,,
3877.0,0.282195122,21.20434265,86.23099346,4.066666667,15.3,53.3,46.32,0.07,0.0833,0.0286,0.0464,1.3901,2.044,2.511,0.662,,,
3878.0,0.713342541,259.621215,77.99233235,0.300408163,12.1,7.2,18.73,0.14,,,,,3.628,7.773,4.02,2.14,,
3879.0,0.373924612,235.2628881,490.3244522,2.084155543,13.7,35.4,43.76,0.44,0.2441,0.0852,0.2185,4.4614,7.836,13.27,4.987,2.801,,
3881.0,0.367570093,199.4183325,96.92917091,0.48605948,10.6,17.3,47.1,0.4,,0.0931,0.1622,1.1306,1.604,4.416,2.155,2.025,,
3882.0,1.316288,336.10351,5258.823528,15.64644037,20.2,108.3,43.58,0.05,0.2336,0.1098,0.1284,7.4778,18.008,9.777,4.347,1.884,,
3883.0,0.417018044,358.94658,7324.989442,20.40690691,24.1,101.8,40.85,0.56,0.4542,0.1483,0.6726,19.8466,52.263,38.113,9.644,3.345,,
3884.0,1.165563549,766.0961119,4305.302649,5.619794412,16.0,65.2,45.98,0.15,0.2565,0.1377,0.2713,9.9382,11.806,12.389,5.046,1.972,,
3885.0,0.263126492,829.1649541,939.2771737,1.132798931,15.8,14.5,21.17,3.25,2.3809,0.7938,4.818,38.5672,55.869,95.483,36.904,19.199,4.14,
3886.0,0.235135135,79.96275257,302.0307397,3.777142857,14.3,57.4,46.66,0.4,0.0347,0.0127,0.0362,1.7768,5.123,8.54,3.053,1.718,,
3887.0,0.464833006,108.4343989,437.7329677,4.036845984,16.2,45.1,41.43,0.13,0.2503,0.0561,0.1631,4.3452,14.337,14.678,5.123,2.668,,
3889.0,0.305206349,113.7441965,765.9930663,6.734348562,17.5,63.8,52.97,0.32,0.3084,0.1497,1.291,9.5632,23.022,20.428,6.753,3.375,,
3890.0,0.504237288,63.36084419,668.7304698,10.55431755,20.3,72.1,38.52,0.07,0.3908,0.1914,0.3119,19.959,29.57,16.275,6.608,2.965,,
3892.0,0.560225352,58.1299266,220.1317643,3.786892178,16.4,41.5,37.05,0.05,0.1395,0.0736,0.1009,,12.899,14.005,4.96,,,
3893.0,0.577534247,64.55725277,1298.173466,20.10887097,20.3,138.2,46.34,0.05,1.276,0.4075,0.4796,18.101,29.453,23.17,8.016,2.82,,
3895.0,1.164643715,2498.988408,46597.5505,18.64656529,20.1,132.1,56.75,0.49,2.1447,1.7814,12.5054,163.1857,104.978,84.78,28.536,12.238,1.11,
3897.0,0.435647841,39.49823953,1333.658058,33.765,26.9,135.9,41.99,0.06,2.0288,0.7554,0.9055,,57.168,19.328,13.783,4.711,,
3899.0,0.38328928,223.4234629,1000.628311,4.478617858,15.8,54.0,44.91,0.4,0.4959,0.1106,0.2596,3.5149,25.4,35.026,13.55,5.008,,
3900.0,0.147393939,32.50259688,353.0308173,10.8616188,17.8,99.2,50.06,0.4,0.5654,0.1614,2.6989,31.3994,54.633,60.305,24.063,7.639,1.9,
3903.0,0.657636103,184.3039136,200.3582614,1.087108014,13.0,21.0,37.11,0.11,0.1121,0.0798,0.1349,2.0985,6.465,12.138,5.844,2.624,,
3904.0,0.321023622,76.90336661,557.9735073,7.255514706,16.5,78.3,45.18,0.2,0.159,0.0369,0.1872,7.4823,11.098,11.056,4.191,2.04,,
3905.0,0.530951157,86.73102279,172.4961471,1.988863287,14.7,28.3,36.75,0.08,0.1243,0.0622,0.0714,1.463,6.034,9.415,4.106,1.306,,
3906.0,0.562971014,73.95912917,262.8049483,3.553380783,15.9,41.8,39.96,0.06,0.2056,0.0755,0.1313,2.8326,8.692,8.269,2.92,,,
3907.0,0.456997167,169.4874816,235.3908048,1.388838884,14.2,21.5,31.5,0.21,,0.0333,0.0471,2.0007,10.911,14.681,7.283,3.147,,
3909.0,0.573381818,75.08869289,2993.907951,39.87162162,20.0,280.5,53.0,0.06,2.8735,0.9093,2.9783,51.5859,28.746,25.668,5.688,2.244,,
3910.0,0.414246575,56.73313567,1596.372381,28.1382716,21.9,164.7,49.21,0.09,1.4709,0.4744,1.1899,29.9762,33.915,20.543,7.074,2.791,,
3911.0,0.649876543,1439.408693,27353.97923,19.00362237,21.8,115.5,46.02,0.89,0.5603,0.2688,2.0523,60.6332,75.831,69.544,20.314,5.91,1.05,
3912.0,0.503191489,69.70235401,4233.356722,60.73477407,22.8,332.5,51.67,0.07,0.8127,0.2793,1.7512,48.2785,46.774,33.947,9.257,4.123,,
3914.0,0.326621438,106.7122107,334.0196396,3.130097645,14.1,48.9,48.12,0.27,0.1566,0.0563,0.4601,7.0358,7.676,10.821,5.526,1.974,,
3915.0,0.761768902,439.3695933,110.6181357,0.251765569,11.7,6.6,18.18,0.2,,0.0185,0.0348,0.6255,6.805,27.969,10.745,4.528,,
3916.0,0.972,498.96,18893.088,37.86493506,20.5,253.8,54.71,0.14,0.4179,0.1919,3.3651,36.2309,24.62,19.207,6.127,2.075,,
3917.0,0.422887701,143.0469298,2919.231995,20.4075124,20.0,147.7,56.34,0.21,0.0755,0.0374,0.4638,4.7098,6.297,5.752,1.26,0.469,,
3919.0,0.428852459,342.8982403,389.898595,1.137067938,11.0,36.7,79.22,0.48,0.1837,0.1573,2.0444,5.3164,3.572,8.887,6.63,3.126,,
3920.0,1.276624347,781.6796125,4440.710935,5.680986,17.4,54.6,40.78,0.13,0.1541,0.0495,0.119,5.1356,17.442,17.73,3.327,,,
3921.0,0.263995434,151.9415326,313.7782817,2.065125159,14.3,31.6,39.5,0.58,0.058,0.0241,0.1631,5.746,13.154,18.879,8.103,2.807,,
3922.0,0.6162,265.11768,7030.11204,26.51694915,20.1,6.2,59.55,0.19,2.9639,1.8452,11.9867,153.4772,90.987,89.09,48.156,,0.81,
3923.0,1.077505774,4013.597026,205514.5426,51.20457815,22.0,305.5,55.1,0.91,3.0627,2.0302,20.0642,312.3011,227.997,161.527,55.003,19.611,3.52,
3924.0,0.195728155,8.3557734,15.4899425,1.85380117,14.6,26.7,34.67,0.06,,0.0368,0.0683,1.2625,5.679,8.078,3.036,1.675,,
3925.0,0.310659898,29.16733747,533.2690046,18.28308824,19.4,138.0,47.54,0.08,0.2325,0.086,0.2889,8.1178,11.788,8.465,3.166,1.423,,
3926.0,0.760112888,233.997499,1308.833233,5.593364198,17.6,51.8,40.17,0.11,0.1875,0.0447,0.094,3.1399,8.52,9.478,3.231,1.177,,
3928.0,0.276,27.84656,54.08496,1.94224924,14.8,27.5,36.19,0.1,0.0695,0.0186,0.0367,0.7535,3.207,4.009,1.714,,,
3929.0,0.220526316,41.00638094,1787.240159,43.58444023,22.9,236.7,52.64,0.23,0.3759,0.1383,1.4604,24.7021,31.389,21.537,4.818,1.521,,
3930.0,0.458926488,43.81281273,1182.529917,26.99050445,20.8,175.3,49.57,0.06,0.2226,0.0643,0.1856,,20.138,17.219,4.672,3.38,,
3931.0,0.390805687,513.5039532,2182.841315,4.250875386,15.1,57.5,59.56,0.91,1.8825,0.8855,,31.2289,41.346,61.793,26.444,10.244,1.87,
3932.0,0.382608696,471.2287335,1680.453686,3.566110398,15.2,47.7,45.01,0.84,0.6541,0.1945,1.1769,27.6236,37.108,47.196,22.52,10.986,,
3933.0,0.173809524,286.0602307,572.5866612,2.001629726,15.9,24.9,40.3,2.5,0.6877,0.1731,0.5995,7.003,33.397,55.113,21.261,8.298,2.21,
3934.0,0.641170213,903.403272,1236.819361,1.369066728,13.9,22.8,36.42,0.58,0.1081,0.018,0.0737,2.2552,11.437,15.936,8.792,4.269,,
3935.0,0.505219207,167.6610545,684.9042673,4.085052843,14.6,58.4,67.92,0.17,1.4222,0.7576,3.673,9.2978,13.105,14.542,7.084,3.659,,
3937.0,0.850318237,152.0810801,470.4122851,3.093167702,15.5,38.8,39.57,0.06,0.1041,0.0544,0.0628,1.4824,4.542,5.071,2.094,,,
3938.0,0.498660907,715.4570297,135.6425603,0.189588689,9.9,8.5,33.05,0.76,0.0582,0.0077,0.0277,1.4087,3.055,9.984,7.722,,,
3939.0,1.583665428,2684.090977,32634.52512,12.15850186,16.7,127.7,64.83,0.28,1.2597,0.8711,,80.8277,45.544,79.669,18.126,7.377,,
3940.0,0.830645914,640.9964965,25307.84371,39.48203125,23.4,204.0,49.13,0.25,1.2759,0.3689,1.8146,47.6188,55.318,36.025,10.161,3.123,,
3941.0,0.557535817,621.8330917,5279.882198,8.490835031,15.7,103.6,68.02,0.54,3.7716,1.3446,9.9871,86.5845,67.081,113.802,38.984,16.151,1.37,
3942.0,0.11,50.0,1175.5,23.51,20.8,5.2,59.11,1.13,3.9296,1.0183,,143.4031,155.041,139.339,45.723,16.682,2.91,
3944.0,0.504285714,210.795694,786.6707577,3.731910946,13.8,61.8,48.68,0.22,0.8454,0.1468,0.2778,,16.485,31.61,14.347,5.128,,
3945.0,0.283183183,31.53135117,349.1187584,11.07211538,18.3,95.0,49.39,0.1,0.1417,0.0496,0.3254,6.8897,9.499,8.565,2.903,,,
3947.0,0.483,54.487,665.2175,12.20873786,19.5,90.2,43.76,0.06,0.3548,0.11,0.1663,5.5425,24.256,20.19,6.14,,,
3948.0,0.15,11.7,18.1,1.547008547,13.1,1.0,44.19,0.14,0.2035,0.0573,0.1161,2.4248,3.798,7.742,2.671,,,
3949.0,0.33136,158.4640256,1054.196378,6.652591171,16.5,71.8,47.36,0.4,0.6096,0.1525,0.4342,12.9792,23.485,24.824,8.061,4.604,,
3950.0,1.326193503,2991.789559,39163.168,13.09021481,17.9,119.0,54.67,0.45,1.4362,0.5086,5.9384,86.6373,65.879,70.753,23.852,9.946,1.13,
3951.0,0.897333333,1682.882862,5725.02256,3.401913876,16.8,1.1,34.53,0.61,0.1827,0.0561,0.2069,5.0881,26.78,30.332,11.872,4.552,,
3952.0,1.220217835,1310.259778,18887.75204,14.41527273,19.5,107.4,46.54,0.24,0.3646,0.126,0.7694,18.1076,40.965,31.654,11.542,4.547,,
3953.0,0.546308725,662.9114725,24052.27123,36.28278018,23.1,196.4,49.68,0.59,2.2417,0.5158,6.1728,122.5217,149.541,111.58,32.602,10.716,1.65,
3957.0,0.527891247,498.3108695,32986.33433,66.19629703,26.4,278.1,58.39,0.48,7.6441,2.0566,,248.6074,187.746,103.856,31.536,9.552,0.94,
3958.0,0.160807175,3.846785578,96.43677733,25.06944444,20.0,176.2,52.28,0.04,0.4363,0.137,0.9398,11.3675,10.794,9.546,2.524,2.41,,
3959.0,0.915732575,218.3249144,16424.91824,75.23153409,28.0,282.3,48.33,0.07,0.708,0.2881,1.3414,41.4082,41.444,17.05,4.692,2.481,,
3960.0,0.467116564,315.1747224,584.5548271,1.854700855,14.8,26.2,34.51,0.39,0.2515,0.0697,0.1216,5.6876,26.274,26.832,16.947,6.674,,
3962.0,0.766300485,929.723607,14847.80396,15.97012687,19.6,118.3,68.19,0.42,,1.4391,14.7167,,92.556,142.836,59.355,21.959,1.63,
3963.0,1.2416,237.2305806,2919.135141,12.30505415,17.6,115.1,47.1,0.04,0.171,0.0673,0.1187,,16.098,23.738,5.043,,,
3964.0,0.722222222,1081.080816,3579.942006,3.311447167,15.8,39.7,42.76,0.56,0.3425,0.0954,0.591,13.7758,55.436,81.914,22.144,15.006,,
3965.0,1.026818182,692.1615341,29025.99155,41.93528551,20.9,273.7,53.2,0.17,3.4713,1.2034,7.4985,122.4782,112.091,83.303,24.985,9.297,,
3966.0,0.506776156,72.07824723,238.8891427,3.314302885,16.7,34.5,33.94,0.07,0.0643,0.031,0.0779,1.0852,7.826,6.306,2.696,1.35,,
3967.0,0.252415966,59.16907572,882.8165935,14.92023634,19.4,112.0,45.72,0.24,0.1451,0.0545,0.1953,9.3432,20.131,19.329,5.935,1.665,,
3968.0,0.467038704,1782.128893,29113.73364,16.33649158,25.5,76.5,39.86,2.21,0.1485,0.0648,1.3502,43.9579,162.962,157.16,41.969,12.814,2.11,
3969.0,0.332786885,212.3883484,2382.539514,11.21784473,18.0,100.0,51.27,0.51,1.7499,0.5187,4.227,41.966,53.406,56.395,19.28,7.294,0.78,
3970.0,0.990704483,1369.155612,5254.073579,3.837455388,14.8,54.3,45.24,0.37,0.5552,0.1759,0.3444,16.6361,19.73,23.208,12.812,4.845,,
3971.0,0.249455782,65.15860058,2702.530529,41.47619048,23.7,211.1,55.82,0.29,1.4633,0.6617,5.1913,80.0457,65.774,44.318,11.824,5.663,,
3976.0,0.634098837,3050.685981,254052.0826,83.2770348,30.4,286.5,52.37,2.05,3.2322,0.6161,,1580.0448,1832.643,1123.56,341.509,127.635,13.1,
3977.0,1.307013678,797.1530977,6354.628159,7.971653347,16.7,83.6,46.29,0.13,0.3605,0.1162,0.3039,11.4321,13.558,13.036,4.044,1.964,,
3978.0,0.445774278,569.0466613,46490.5169,81.69895382,26.9,335.9,56.72,0.75,3.6341,1.2257,,189.4955,213.752,102.915,24.402,13.717,2.48,
3979.0,0.32272838,29.46752972,149.153391,5.061618411,16.4,54.9,43.52,0.08,0.1113,0.0464,0.1449,2.3381,5.606,6.467,2.172,1.251,,
3981.0,0.606364964,584.5253224,4705.038035,8.049331406,17.1,80.0,52.44,0.42,1.2894,0.493,1.7113,20.2086,37.539,39.878,14.918,6.214,,
3983.0,0.32926045,398.3945575,2663.410014,6.685357428,19.3,52.2,37.76,0.97,0.3524,0.1172,0.36,18.181,50.617,53.825,17.394,5.975,,
3984.0,0.11,7.9,57.9,7.329113924,16.8,74.8,45.06,0.16,0.2531,0.0893,0.2392,7.679,11.563,10.966,4.264,2.029,,
3985.0,0.09,3.2,212.1,66.28125,26.6,273.7,54.96,0.11,0.516,0.205,1.7832,31.8664,31.564,16.526,4.795,1.196,,
