YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70
2963.0,0.104090909,0.601939853,47.85421832,79.5,26.3,365.2,56.01,0.01,0.141,0.071,0.2652,2.3594
2964.0,0.3978,16.60594,5.37251,0.323529412,12.2,7.4,18.91,0.03,0.0617,0.0368,0.0569,0.7434
2968.0,0.213358779,4.040411398,112.3234369,27.8,22.6,152.8,50.03,0.02,0.7941,0.308,0.4488,6.064
2969.0,0.4104,39.50784,197.5392,5.0,17.7,44.9,38.07,0.07,0.0457,0.0185,0.0604,1.1662
2976.0,0.275294118,8.387867647,3.552508651,0.423529412,12.8,8.7,19.83,0.03,0.1161,0.081,0.1281,1.1767
2979.0,0.241771218,10.43809316,73.62997781,7.053968254,19.0,55.7,39.19,0.05,,0.1529,0.2947,
2980.0,0.5772,51.25536,218.82096,4.269230769,16.7,43.6,37.96,0.04,0.515,0.2178,0.3019,7.0932
2982.0,0.596052632,126.0142986,3175.490147,25.19944309,20.0,178.7,48.48,0.09,0.7585,0.2695,0.6442,22.8898
2983.0,0.173956835,1.889343202,106.0551317,56.13333333,26.6,233.2,52.69,0.02,0.8313,0.2787,1.5085,13.4708
2985.0,0.223548387,52.75020812,1064.374265,20.17763158,18.4,169.7,64.09,0.3,,1.7234,6.1073,
2987.0,0.094354839,53.85665973,301.8171176,5.604081633,16.6,62.0,49.64,1.61,2.8543,1.1218,3.7179,53.6097
2988.0,0.14625,26.23020833,591.0012153,22.53131991,19.9,161.6,52.41,0.32,5.1699,1.7294,10.5604,141.6914
2990.0,0.380645161,151.4108221,1521.352758,10.04784689,13.1,190.4,53.69,0.29,,0.1675,0.3774,4.3571
2993.0,0.202526316,37.09198892,1134.151978,30.57673667,18.5,253.3,50.61,0.24,3.3298,1.0421,10.0774,95.1749
2994.0,0.133105802,319.3906883,775.4160724,2.427797994,19.6,20.0,31.08,4.81,6.6966,1.6321,11.3721,71.9823
2996.0,0.082376238,174.1258308,4680.615783,26.88065155,31.0,99.8,46.77,6.52,4.4022,1.4311,,483.6441
2998.0,0.272093023,13.14114386,5.264683613,0.400625978,12.7,8.4,19.64,0.05,,0.1045,0.1777,1.889
2999.0,0.058712121,4.205478076,243.6419594,57.93442623,27.6,224.8,51.31,0.32,2.0884,0.8061,3.7779,40.9718
3000.0,0.286,347.512,66.308,0.190807799,11.4,5.5,17.02,1.13,1.6879,0.6883,1.2843,21.5008
3002.0,0.30885906,94.59919823,106.903671,1.130069525,11.7,29.3,53.95,0.27,1.5304,0.5261,,
3003.0,0.1,535.1,665.4,1.243505887,20.4,11.5,22.62,13.64,,,,
3011.0,0.64,124.400907,249.846712,2.00839944,15.0,26.9,34.76,0.08,0.5603,0.1844,0.32,12.7121
3013.0,0.150789474,37.05364728,1239.051508,33.43939394,20.0,238.0,62.84,0.43,5.3577,2.0417,16.0409,107.4103
3016.0,0.438642612,20.0340838,114.1141413,5.696,18.7,46.7,35.11,0.03,0.1027,0.0403,0.0784,1.0231
3026.0,0.301090909,75.78252893,15.22733058,0.200934579,11.3,5.9,17.52,0.22,,0.109,0.1849,3.3623
3029.0,0.155069444,47.86432292,4672.833155,97.62664277,23.4,512.1,87.98,0.55,9.1036,,,549.2886
3030.0,0.106666667,60.04938272,479.4469136,7.984210526,15.2,107.7,61.9,1.2,0.8427,1.1194,3.0577,20.8548
3033.0,0.11218543,3.094386211,21.99874567,7.109243697,18.6,58.1,37.27,0.07,0.8293,0.2793,0.4223,6.4213
3034.0,0.162105263,6.826151316,42.59929017,6.240601504,17.8,56.1,41.94,0.07,,0.0934,0.2146,3.1151
3044.0,0.0462,0.11858,0.77077,6.5,17.6,52.0,42.63,0.02,,0.0165,0.0216,0.319
3052.0,0.0532,0.40432,2.19488,5.428571429,17.3,54.0,44.36,0.03,0.1316,0.0608,0.0854,0.9882
3061.0,0.195365854,23.10840608,35.83101167,1.550561798,13.5,27.0,40.78,0.16,0.08,0.0355,0.0652,0.6951
3069.0,0.466666667,6.669444444,28.99166667,4.346938776,15.8,52.5,44.49,0.01,0.0388,0.0103,0.027,0.8012
3074.0,0.148,1.25948,2.1904,1.739130435,12.3,38.3,48.3,0.02,0.0646,0.0816,0.196,1.5214
3086.0,0.597931034,80.85956842,127.9297096,1.582122093,12.5,18.1,47.48,0.06,0.2769,0.1241,0.1847,4.8791
3091.0,0.7596,32.05512,40.0689,1.25,15.5,16.8,23.97,0.01,,,0.0176,0.1999
3092.0,0.938901345,50.27247682,52.62899918,1.046875,14.9,8.2,23.05,0.02,,0.0162,0.019,
3094.0,0.12,26.9,98.1,3.646840149,16.1,41.8,43.59,0.5,1.2693,0.5921,1.6394,21.1067
3096.0,0.637248322,43.71685059,437.770114,10.01376147,18.5,46.8,46.42,0.03,0.1661,0.071,0.2257,6.0389
3100.0,0.302815789,13.7981482,361.4311053,26.19417476,20.5,93.9,50.85,0.04,0.8409,0.3658,0.6065,9.6457
3102.0,0.374746988,188.7882015,784.6268823,4.156122449,15.9,26.6,48.54,0.36,1.2543,0.6258,1.8981,26.2531
3105.0,0.307368421,30.57171893,75.78292383,2.478857143,15.7,30.0,35.23,0.09,,0.0098,0.0169,0.45
3106.0,0.09,57.0,171.4,3.007017544,15.8,37.5,46.13,1.86,35.1916,0.5409,2.8432,28.9073
3109.0,0.30921659,221.2576186,3618.549821,16.35446429,18.6,75.7,68.01,0.62,1.7475,1.3868,6.9719,23.6996
3111.0,0.1,35.3,2690.7,76.22379603,26.5,321.7,65.13,0.88,,3.4352,,716.0033
3112.0,0.483248731,57.57427401,528.8752609,9.185964912,18.1,42.9,49.35,0.07,0.5146,0.2276,0.5451,7.0682
3114.0,0.418296943,26.6282036,12.5630499,0.471794872,13.0,5.1,20.19,0.04,,0.0632,0.1169,0.9617
3115.0,0.291968504,25.45528551,40.78107756,1.602067183,14.9,11.7,31.21,0.08,,0.0294,0.0591,0.5559
3118.0,0.399717868,15.20755496,44.19695659,2.90625,16.6,15.0,34.22,0.03,,0.0774,0.0844,0.9704
3120.0,0.359590164,9.38442623,3.538390218,0.37704918,12.6,4.3,19.47,0.02,,0.008,0.0107,
3133.0,0.276790831,86.23237248,1180.949362,13.69496545,16.9,70.1,50.26,0.29,0.9134,0.2782,0.59,16.8913
3135.0,0.325722543,30.48612383,619.1627819,20.30965909,19.7,74.6,48.82,0.08,0.5834,0.1697,0.3153,14.6701
3137.0,0.775978261,105.4993053,16.12347873,0.152830189,10.8,2.9,16.72,0.05,,0.0101,0.0161,
3139.0,0.109362637,12.19378384,9.717651491,0.796934866,14.2,7.0,22.03,0.29,0.025,0.0162,0.1215,1.2146
3141.0,0.278481013,48.20051986,83.61039897,1.734636872,14.5,25.7,34.48,0.16,0.2038,0.0937,0.2085,2.3428
3149.0,0.1,3.5,9.5,2.714285714,16.2,30.2,42.51,0.1,0.1582,0.1066,0.2963,1.6227
3154.0,0.590625,248.7744141,3784.020996,15.21065183,18.0,75.9,53.27,0.19,16.1655,0.5898,2.9801,45.3839
3156.0,0.604399142,121.8978177,947.5233933,7.773095624,17.1,43.6,50.76,0.09,0.425,0.2046,0.6494,6.6489
3159.0,0.296722689,34.60329073,25.62907281,0.740654206,11.5,10.4,59.4,0.1,,0.0735,0.2119,0.469
3167.0,0.50959707,35.85568034,14.34227214,0.4,12.7,3.7,19.64,0.04,,0.0529,0.0684,0.5214
3177.0,0.053366337,0.63933928,1.453043819,2.272727273,15.5,13.4,37.17,0.06,0.0855,0.0383,0.0504,0.4481
3178.0,0.169714286,56.02171592,7313.930243,130.5552699,27.3,262.9,53.68,0.52,2.3384,0.8403,10.6572,206.1004
3184.0,0.310292398,386.7219905,17098.54009,44.2140362,24.0,112.5,75.88,1.08,0.0059,,,
3185.0,0.280838323,26.04325003,40.22378357,1.544499382,13.7,26.1,39.09,0.09,0.1115,0.0506,0.0806,1.2001
3187.0,0.247675906,17.3320325,53.54869272,3.089579525,14.4,25.8,47.62,0.08,0.2182,0.0891,0.1812,2.1487
3189.0,0.338135593,66.49731354,590.7343436,8.88358209,17.8,45.4,45.72,0.16,0.1027,0.0603,0.1775,3.1751
3191.0,0.413157895,42.06371533,148.445296,3.529058116,14.9,24.0,46.34,0.07,0.5263,0.2093,0.2982,4.5811
3194.0,0.279439252,19.60833649,122.5954843,6.252212389,19.0,23.8,35.35,0.07,0.3895,0.1568,0.2996,5.2756
3197.0,0.3925,11.41465995,27.91175973,2.445255474,15.7,14.8,35.58,0.02,,0.0435,0.051,0.322
3198.0,0.350561798,31.13303876,576.2343138,18.50877193,20.1,56.5,49.84,0.07,1.5622,0.6261,1.4096,
3203.0,0.271768116,20.55615627,117.6389154,5.722807018,15.8,34.2,52.48,0.07,0.4262,0.1749,0.4788,5.3361
3208.0,0.476,31.36,237.552,7.575,19.3,57.9,37.9,0.04,0.3035,,0.1822,
3213.0,0.114009662,6.463628089,93.07101683,14.39919122,20.3,53.4,47.76,0.13,2.1976,0.7892,3.5769,78.8414
3217.0,0.146483791,20.96983041,41.67365875,1.987315011,13.6,18.5,47.07,0.25,,0.0033,0.0092,0.0721
3218.0,0.173117207,21.45750089,40.6983178,1.896694215,14.6,14.4,36.11,0.19,,0.0361,0.0648,0.8425
3221.0,0.1216,2.42592,0.2888,0.119047619,10.4,4.6,16.06,0.04,,0.0214,0.0229,
3225.0,0.4537,28.3187325,25.57821,0.903225806,14.5,4.7,22.49,0.04,,,0.0878,1.3603
3228.0,0.0567,0.13122,1.70586,13.0,21.6,100.5,43.73,0.01,,0.0192,0.0307,0.5303
3239.0,0.0237,0.12482,0.37446,3.0,15.8,45.4,42.2,0.03,,0.0057,0.0079,0.153
3244.0,0.139377163,2.869984794,2.005531543,0.698795181,12.7,6.6,33.38,0.04,,0.0307,0.043,0.3546
3246.0,0.438153409,194.7121715,341.9252349,1.756054756,12.7,18.2,46.61,0.27,1.0767,0.4624,0.5993,15.4658
3249.0,0.0972,0.26244,65.15073,248.25,23.4,1306.1,99.58,0.01,0.5562,2.8348,26.3145,20.0433
3261.0,0.188447653,19.07153749,783.4675286,41.08045977,21.9,107.3,52.56,0.14,4.9049,0.7504,1.8898,28.1955
3262.0,0.493414634,51.30768372,148.8531219,2.901185771,15.0,17.6,42.09,0.06,0.4581,0.1932,0.264,6.0353
3263.0,0.33,384.1,43369.8,112.9127831,22.8,632.2,66.18,0.96,,,,
3264.0,0.509318996,8.859341478,93.99545227,10.6097561,19.3,36.5,45.48,0.01,0.4308,0.1596,0.1734,2.8325
3266.0,0.102631579,2.57097066,3.301848606,1.284280936,14.4,8.4,30.48,0.07,,0.0258,0.056,0.4624
3271.0,0.328058824,9.340027682,10.68442561,1.143939394,15.1,7.6,23.41,0.02,,,0.0145,
3273.0,0.2,234.2,2940.3,12.55465414,19.4,97.5,56.53,1.54,5.4521,2.7976,20.3343,200.1462
3275.0,0.272468354,18.80721439,21.94175012,1.166666667,13.9,9.2,32.7,0.07,0.0437,0.0194,0.0343,0.5785
3277.0,0.437222899,56.81272979,603.7266908,10.62660944,18.4,89.0,46.27,0.08,0.241,0.1167,0.2043,4.8542
3279.0,0.426867089,9.403607194,47.3479871,5.035087719,18.3,20.2,34.8,0.01,,0.0437,0.0556,
3281.0,0.22421875,84.54083887,538.937793,6.374881066,16.3,34.2,45.86,0.44,3.3564,1.6565,8.3467,54.6765
3285.0,0.083111111,0.543753086,0.639358025,1.175824176,15.2,7.5,23.51,0.02,,0.0317,0.0581,
3288.0,0.2529,2.36883,16.58181,7.0,17.6,66.8,42.66,0.01,0.0263,0.0107,0.0149,0.5181
3290.0,0.091485149,0.988069797,0.348730517,0.352941176,12.5,8.1,19.36,0.03,,0.0221,0.0293,
3296.0,0.61,429.1,628.7,1.465159636,13.2,27.6,41.4,0.31,2.2115,0.7176,0.8046,27.5376
3297.0,0.5810181,351.4627229,1125.696816,3.202891069,14.5,46.7,49.81,0.27,0.1892,0.0991,0.233,4.235
3298.0,0.15,30.8,411.4,13.35714286,18.0,46.8,54.45,0.36,0.6162,0.3218,1.8594,33.0417
3299.0,0.185,98.568,1757.796,17.83333333,19.6,10.6,57.3,0.68,0.4157,0.2142,3.8476,29.1922
3300.0,0.296,158.804,2573.72,16.20689655,18.6,10.8,54.69,0.54,0.9083,0.4921,3.9041,56.3377
3301.0,0.562738095,513.1364052,2995.978579,5.838561732,17.1,58.1,44.46,0.43,0.319,0.1055,0.6178,14.9466
3302.0,0.056341463,5.643307555,137.9083284,24.4375,20.5,161.1,60.65,0.41,0.8702,0.4696,5.7672,61.6649
3303.0,0.056341463,4.937894111,323.0793575,65.42857143,24.8,300.4,62.09,0.37,3.3807,1.4623,13.3465,168.1916
3304.0,0.180954654,43.76331019,62.00510421,1.416828479,14.6,20.4,31.83,0.35,0.5371,0.2046,0.2248,5.1349
3305.0,0.538867925,305.4716625,10744.10228,35.17217339,22.3,200.4,54.18,0.28,1.4559,0.9784,10.3359,75.2597
3306.0,1.240166205,1491.160672,5012.694961,3.361606199,13.6,58.1,47.25,0.26,1.6771,0.4019,0.8029,46.1919
3307.0,0.666845992,128.5524793,652.0625761,5.072345391,16.7,53.5,42.55,0.08,0.1132,0.0547,0.0965,1.3728
3309.0,0.6035,69.31375,30.246,0.436363636,12.9,8.8,19.92,0.05,0.0862,0.0344,0.0379,0.8132
3312.0,1.7168,1001.65623,2820.75605,2.816091954,13.4,50.4,46.37,0.09,0.6762,0.257,0.2595,6.8045
3313.0,0.244173913,7.408514178,38.45371645,5.19047619,17.2,51.6,43.06,0.03,0.1404,0.0431,0.0533,2.3499
3314.0,0.933049645,359.279498,13579.90103,37.79759519,21.6,228.5,60.68,0.11,4.5556,2.197,9.6149,121.8529
3315.0,0.521978022,183.4003479,334.4459455,1.82358403,13.7,30.9,40.21,0.18,0.1275,0.0413,0.0728,3.6452
3316.0,1.274440559,1986.922024,9485.787889,4.774111804,14.4,71.8,48.39,0.33,1.3106,0.4279,1.1937,25.9466
3317.0,0.288,40.176,117.936,2.935483871,16.0,33.2,33.56,0.14,,0.0457,0.0949,1.6669
3318.0,0.1552,3.01088,252.91392,84.0,26.9,28.1,54.25,0.03,0.3159,0.1158,0.5036,5.5125
3319.0,1.080871935,216.3097387,189.8660054,0.877750611,12.8,17.8,35.19,0.05,0.0521,0.0215,0.042,0.4619
3320.0,0.3276,27.82416,9.27472,0.333333333,12.2,7.4,18.91,0.06,,0.0021,0.0031,0.0679
3322.0,0.146,34.6385,704.76025,20.34615385,21.9,121.2,45.87,0.4,0.4068,0.1313,0.4346,18.0951
3323.0,0.227,48.43726,592.06821,12.22340426,17.8,8.1,53.29,0.23,0.9975,0.2817,2.966,36.4901
3324.0,1.6305,189.05104,791.65123,4.1875,17.7,40.0,36.24,0.02,,0.064,0.0751,1.1631
3325.0,0.549,52.24284,80.3736,1.538461538,14.3,23.3,36.38,0.05,0.0836,0.0445,0.0557,0.9324
3326.0,0.201567568,41.00257414,61.63444266,1.503184713,13.8,25.3,40.17,0.27,0.1613,0.0618,0.2327,2.6519
3327.0,0.212837838,11.94439372,111.7152118,9.352941176,20.0,66.1,38.15,0.07,0.6387,0.2534,0.413,8.1645
3328.0,0.546860304,61.42948488,422.7668708,6.882149047,19.5,51.3,37.94,0.05,0.2029,0.0746,0.1294,1.5481
3329.0,0.741747344,270.2718658,561.8439679,2.078810409,15.0,28.0,36.84,0.13,0.1259,0.0403,0.0759,1.4039
3330.0,1.389972452,262.8120089,131.1970919,0.499205087,13.2,9.5,20.38,0.04,0.0536,0.0233,0.0309,
3331.0,0.536875,93.24601639,2096.873425,22.48753894,21.0,143.1,51.44,0.09,0.5678,0.2554,0.6743,8.7215
3332.0,0.966793349,1132.607423,5738.036524,5.066218362,14.9,70.2,50.83,0.32,0.923,0.3485,0.9876,25.7408
3333.0,0.552359882,129.8511725,2704.039476,20.82414369,19.7,151.0,48.76,0.11,0.9103,0.3463,0.7664,19.5127
3334.0,0.571792657,442.8751839,1509.194788,3.407720376,16.1,39.0,40.17,0.36,0.5383,0.1982,0.3815,7.457
3336.0,0.939482353,1568.998962,2682.815121,1.709889672,13.1,33.1,46.84,0.47,0.4792,0.1255,0.3815,9.4142
3337.0,0.561255116,126.0029221,4470.292098,35.47768595,22.1,206.6,49.38,0.11,0.8389,0.3472,1.1075,27.305
3338.0,0.367,17.50957,28.28469,1.615384615,15.9,18.5,24.69,0.04,,0.0242,0.0383,
3339.0,0.97741784,125.7605061,578.7073927,4.601662404,16.0,53.0,42.46,0.03,0.1209,0.0554,0.0662,1.8881
3340.0,1.51057634,1018.004148,1349.003299,1.325145189,12.6,28.5,42.93,0.12,,0.1349,0.1142,3.0163
3341.0,1.254513274,2352.828631,21210.61467,9.014942435,16.4,99.8,50.1,0.4,1.5394,0.5102,6.2339,61.502
3342.0,0.6657082,550.6128936,474.5508957,0.861859396,12.6,18.6,36.72,0.33,0.0382,0.014,0.052,0.8571
3343.0,0.1955,33.63382,484.63277,14.40909091,20.1,6.9,52.37,0.25,,0.0256,0.2704,
3344.0,0.6272,245.8624,808.27264,3.2875,15.2,2.9,47.79,0.17,0.7389,0.1988,0.4086,10.6102
3345.0,0.58,294.6,2141.1,7.267820774,17.1,72.0,51.26,0.23,0.4156,0.2374,1.0361,7.179
3346.0,0.50013986,678.951102,14640.12243,21.56285244,21.5,133.8,48.23,0.71,0.2761,0.1884,3.1467,65.3894
3348.0,0.969235096,928.7994406,9069.612558,9.764877283,17.5,92.0,50.0,0.26,1.3741,0.6579,2.4391,46.7893
3349.0,0.2292,21.8886,550.13348,25.13333333,17.7,15.3,86.26,0.1,0.2918,0.1281,2.5003,10.0357
3351.0,0.3056,156.13868,1774.43584,11.36448598,18.4,6.5,64.6,0.48,0.4909,0.3875,4.7905,34.095
3352.0,0.304,67.868,2103.908,31.0,20.0,14.9,52.15,0.21,2.1766,1.4442,,78.3566
3353.0,1.127956204,1055.67058,2470.359002,2.340085106,13.2,44.1,57.03,0.22,0.7393,0.2982,0.6716,13.7787
3354.0,1.008888889,1118.625004,1123.418831,1.004285464,12.7,21.1,59.42,0.29,0.2765,0.1187,0.2587,1.5297
3356.0,0.38,739.328,11979.424,16.203125,21.1,7.1,48.74,1.42,4.7935,3.1189,,563.4967
3358.0,1.200445104,1351.71825,13957.21245,10.32553378,15.5,127.6,57.18,0.25,1.2876,1.1379,6.0416,
3361.0,1.046257796,525.525048,458.3982472,0.872267172,12.7,17.9,35.78,0.13,,0.0402,0.0666,0.9453
3363.0,0.3216,95.34636,342.60048,3.593220339,15.5,2.9,53.83,0.23,0.1534,0.0656,0.7208,4.5834
3364.0,0.970474138,770.3618423,140.2555291,0.182064481,9.8,8.2,33.71,0.22,,0.0063,0.0111,0.4413
3367.0,1.1052,347.77881,661.62798,1.902439024,16.4,1.3,25.44,0.07,0.1432,0.0434,0.1099,1.6683
3368.0,0.849500734,73.53742941,185.8339028,2.527065527,14.9,34.8,40.31,0.03,0.0413,0.0171,0.0399,0.8665
3369.0,1.152727273,289.436286,1340.630167,4.631866257,15.8,55.3,43.42,0.06,0.1787,0.0618,0.0811,2.3628
3371.0,0.564,50.89536,458.05824,9.0,18.9,79.2,47.2,0.04,0.121,0.0508,0.1079,0.8736
3372.0,0.3483,181.22049,891.12555,4.917355372,15.0,4.3,54.24,0.41,0.5994,0.1983,1.409,10.8012
3373.0,0.619236641,38.57229765,387.4877222,10.04575163,21.8,60.0,32.08,0.03,0.0712,0.0226,0.0412,0.5447
3374.0,0.743221601,427.8049454,10646.3943,24.88609451,19.9,177.5,53.63,0.21,1.2183,0.4102,3.4671,44.5991
3376.0,0.511675127,88.36135948,128.7784998,1.457407407,12.7,30.5,46.99,0.09,0.0869,0.0416,0.0801,0.741
3377.0,0.798826531,3269.93196,543523.669,166.2186479,25.1,782.0,81.11,1.37,18.0792,,,1219.8978
3378.0,0.845939086,114.1760771,200.7527571,1.758273381,15.6,21.6,24.52,0.04,,0.0246,0.0378,0.4862
3380.0,0.817443038,63.22161256,133.4006275,2.110047847,16.7,22.0,25.9,0.03,0.1051,0.0453,0.0746,
3382.0,0.399,14.32809,63.6804,4.444444444,19.0,2.3,29.46,0.02,0.1319,0.04,0.05,0.9704
3384.0,0.461161616,197.2926659,221.6150425,1.123280693,12.9,22.5,40.57,0.25,0.1316,0.0501,0.108,1.7434
3385.0,0.977807653,176.444347,95.5740213,0.541666667,13.3,9.9,20.66,0.05,,0.0035,0.0062,0.1316
3386.0,1.274984488,94.93073461,225.8855234,2.379477251,17.1,23.5,26.43,0.02,,0.0189,0.0333,
3387.0,0.945151079,362.326933,6150.692302,16.97553161,18.7,137.1,48.02,0.11,0.9585,0.3614,0.9785,19.6054
3388.0,0.33,95.8,53.3,0.556367432,13.4,9.9,20.75,0.23,0.4714,0.2657,0.3513,11.6089
3390.0,0.5213,85.22453,284.61777,3.339622642,15.3,2.7,40.85,0.08,0.2662,0.0937,0.0881,3.6507
3391.0,0.4692,50.45073,1207.7599,23.93939394,20.8,10.0,49.78,0.06,1.0027,0.326,1.2482,34.1033
3392.0,1.103986928,746.4306122,2861.040275,3.832962138,15.6,47.0,42.24,0.16,0.3744,0.1573,0.383,
3393.0,0.3136,9.21984,112.17472,12.16666667,18.6,6.1,50.46,0.02,0.0931,0.0289,0.1343,0.9952
3394.0,0.3224,30.85771,238.74123,7.736842105,16.5,5.2,49.06,0.09,0.1544,0.0572,0.267,2.7361
3395.0,0.312,27.378,15.21,0.555555556,13.3,0.6,20.66,0.07,,0.0047,0.008,0.1435
3396.0,0.3136,52.24576,129.07776,2.470588235,14.0,2.5,48.26,0.13,0.136,0.0515,0.156,1.8707
3397.0,0.376804124,203.2583165,5508.784143,27.10238005,22.7,150.2,72.49,0.39,0.5512,0.0435,2.267,8.939
3398.0,0.393,21.62286,332.06535,15.35714286,21.1,5.9,45.98,0.04,0.2522,0.0832,0.3356,3.6769
3399.0,0.48122449,71.98238544,363.7928091,5.053914328,16.5,54.8,41.95,0.08,0.166,0.0673,0.1656,
3400.0,0.814185393,886.7762953,809.6719778,0.913050994,13.4,16.6,36.8,0.36,0.0867,0.0152,0.0855,0.2488
3401.0,0.349981447,231.4175213,2131.135809,9.209051229,16.2,103.8,58.8,0.5,1.5646,0.6304,5.0527,46.0257
3402.0,0.4704,6.14656,141.37088,23.0,21.6,8.5,47.26,0.01,0.0775,0.0499,0.1042,1.9809
3404.0,0.6321,143.77824,1984.60566,13.80324074,18.8,111.0,48.12,0.1,0.5381,0.2227,0.8586,14.3388
3406.0,0.271150278,48.22730543,1918.619695,39.78285078,23.0,212.3,51.24,0.17,0.9926,0.3342,1.4716,25.8896
3408.0,1.192951807,1557.325978,10973.26324,7.046221148,17.1,70.4,44.48,0.29,0.9619,0.2783,1.2239,32.9471
3409.0,1.203288521,1015.991874,2266.745247,2.231066315,13.4,39.8,45.93,0.19,0.2723,0.089,0.384,5.5782
3411.0,0.415081633,847.5797518,50267.55472,59.30716799,24.8,285.7,58.55,1.29,1.4933,1.0076,,156.0737
3414.0,0.785102459,792.0666483,27131.97012,34.25465544,22.1,199.5,55.49,0.34,1.7611,1.2981,11.2393,97.9645
3415.0,0.978098859,2945.802981,61872.81354,21.00371747,25.6,94.1,37.28,0.82,19.7671,,,1430.7165
3416.0,0.934011628,544.0202474,11583.32137,21.29207768,18.6,175.4,52.02,0.17,1.0726,0.3853,2.615,44.8276
3419.0,0.1148,26.08912,392.81608,15.05670103,18.3,129.7,52.77,0.54,,0.0074,0.067,1.0231
3420.0,0.497407407,188.2478128,4811.496144,25.55937342,21.5,157.4,48.91,0.2,0.5171,0.1523,0.9256,16.4699
3421.0,0.071317829,0.980710294,139.1166396,141.8529412,27.7,543.6,70.71,0.05,0.7088,0.3816,1.8414,9.8022
3422.0,0.729380531,88.84087678,353.1774619,3.975393701,17.0,39.4,40.5,0.04,0.0323,0.0113,0.0407,0.8082
3423.0,0.649079628,1024.729047,40731.40793,39.74846626,25.4,180.4,52.49,0.64,0.8059,0.1737,,48.3685
3426.0,0.133486778,42.34604855,495.6843875,11.70556414,18.3,101.7,64.65,0.65,0.1354,0.247,2.3333,6.7926
3427.0,0.251154599,104.5293676,1296.426713,12.40251177,19.0,98.9,55.63,0.45,0.6169,0.3181,2.4861,24.5994
3428.0,0.485601966,182.2245238,16193.28269,88.86445332,26.0,380.8,53.63,0.2,5.1228,1.9486,11.4793,176.1038
3430.0,0.32,156.8,100.8,0.642857143,11.2,1.2,42.25,0.37,0.0684,0.0252,0.0553,1.3607
3431.0,0.42406308,30.94019331,516.4632268,16.69230769,20.9,107.8,47.15,0.05,0.8006,0.3486,0.5054,7.3434
3433.0,0.561928105,62.24296104,216.7832415,3.482855537,15.9,40.8,40.2,0.05,0.1254,0.041,0.0667,1.265
3434.0,0.365454545,79.48895811,2753.966989,34.64590623,21.3,214.3,50.86,0.16,2.4783,0.8561,2.6638,56.8435
3435.0,0.500946197,294.830689,5067.409455,17.1875237,18.0,152.5,52.93,0.32,4.749,1.5437,6.0807,100.1916
3436.0,0.4728,40.36136,13.97124,0.346153846,12.3,0.5,19.08,0.04,,0.0105,0.0128,
3440.0,1.102455969,3384.482569,581.379151,0.171777854,9.8,8.0,37.59,0.75,0.0537,0.0053,0.0202,0.8541
3441.0,0.87594702,1676.901751,2202.360014,1.313350656,13.2,24.8,39.56,0.58,0.1273,0.023,0.0846,6.9546
3443.0,1.171324503,3241.761068,3751.450396,1.157226062,11.7,31.0,45.41,0.63,0.4506,0.1254,0.2125,10.6563
3444.0,0.3272,41.82025,65.23959,1.56,14.0,24.8,36.88,0.1,0.0638,0.024,0.0462,0.5391
3446.0,0.681646489,49.03660571,34.46630279,0.702868852,13.9,11.3,21.58,0.03,,0.0051,0.0048,
3447.0,0.116182573,24.31087619,644.1004804,26.49433428,21.2,168.7,49.74,0.47,2.2092,0.716,2.7287,66.212
3448.0,0.551700224,143.3836018,671.7453748,4.684952576,13.6,80.8,57.89,0.12,1.0768,0.4244,0.6566,20.516
3449.0,0.156521739,6.922915354,50.57760975,7.305825243,17.7,67.2,43.25,0.08,0.2319,0.0983,0.1825,2.9308
3451.0,0.408,24.9696,68.25024,2.733333333,15.2,36.9,41.91,0.04,0.105,0.0486,0.0948,1.07
3452.0,0.5698,66.2596,34.78629,0.525,13.2,0.6,20.47,0.06,,0.0418,0.0518,
3455.0,0.94,412.4,4509.0,10.93355965,18.3,92.9,49.23,0.12,0.7928,0.3614,0.9252,17.7998
3457.0,1.2036,281.68252,1418.47269,5.035714286,17.4,2.7,37.4,0.06,0.2556,0.1052,0.1192,3.1396
3458.0,0.828,53.56125,396.35325,7.4,17.5,3.9,46.81,0.02,0.104,0.033,0.0519,0.742
3459.0,0.2045,20.07372,1490.47371,74.25,25.2,19.3,54.53,0.13,1.0086,0.3947,2.8233,28.651
3460.0,1.914409222,936.9389114,1754.170166,1.872235367,13.5,33.3,42.85,0.07,,0.0372,0.0988,1.9567
3461.0,1.257888676,469.6439639,2806.08164,5.974912605,16.5,64.0,44.28,0.08,0.1294,0.0467,0.0471,3.0105
3462.0,0.781684211,457.0243546,1214.717474,2.657883462,13.7,45.3,45.14,0.2,0.1096,0.0404,0.0651,1.2492
3463.0,1.001132572,1067.210855,1167.427673,1.093905358,12.0,26.5,44.95,0.28,,0.027,0.0535,0.9063
3464.0,0.361302682,60.95139531,219.8692033,3.607287449,16.0,41.2,39.6,0.13,0.2535,0.0821,0.2359,5.3391
3465.0,0.447202073,210.0672797,269.3738731,1.2823219,11.9,32.5,45.64,0.28,0.075,0.0189,0.0191,1.9473
3468.0,0.2502,205.18902,3498.64668,17.05084746,19.6,7.2,49.39,0.81,,1.2633,,
3469.0,0.5004,62.60004,59.12226,0.944444444,14.6,0.8,22.68,0.06,,0.042,0.0733,
