YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,F12,F24,F70
1982.0,1.381114259,1246.330299,562.8588447,0.451612903,11.3,13.2,35.48,0.17,,0.0194,0.0286,0.5205
1983.0,0.504057279,90.6515684,847.1968148,9.345638798,19.8,67.7,38.54,0.09,0.3675,0.0859,0.1056,5.238
1984.0,0.2075,8.61125,1491.4685,173.2,31.8,508.7,53.47,0.05,0.8269,0.2347,1.307,23.5812
1986.0,0.994718019,7219.08078,3039.878425,0.421089404,11.3,12.8,38.39,1.95,,0.0762,0.1033,5.3178
1987.0,0.565182186,2567.514619,1655.983043,0.644975118,12.4,14.9,37.47,2.13,0.167,0.0364,0.2236,4.6994
1989.0,0.654675862,533.6187259,460.0225355,0.862080945,12.9,17.2,32.09,0.33,,0.0179,0.0232,
1990.0,0.21273326,29.35318121,1912.608032,65.15845824,24.9,300.6,55.37,0.17,1.2701,0.4143,5.8406,60.0471
1992.0,0.39477304,442.7291596,801.2061968,1.809698276,14.2,28.4,40.06,0.76,0.2054,0.0255,0.2107,6.447
1994.0,1.0575,864.4751113,391.1519642,0.452473367,11.8,11.4,30.94,0.21,0.1161,0.0202,0.0396,1.9232
1997.0,0.321857542,301.2566159,249.9912807,0.829828351,12.4,18.8,45.54,0.78,0.0746,0.0116,0.147,1.1242
2000.0,0.579420579,127.6445832,1229.24029,9.630179828,17.8,87.1,45.61,0.1,0.1762,0.0387,0.0693,2.362
2002.0,0.732723697,243.4410176,10163.83406,41.75070479,21.2,262.0,54.61,0.12,0.8106,0.2181,1.4932,25.8953
2004.0,0.732850242,390.1501785,711.6464795,1.824032177,14.3,27.8,39.49,0.19,0.024,0.0161,0.0616,0.7601
2005.0,0.5368,1278.83328,552.49408,0.432029795,11.9,0.4,30.59,1.26,,0.0031,,
2009.0,0.598318386,82.15974218,91.44083193,1.112963959,12.6,23.9,42.41,0.06,,0.0082,0.0185,0.3181
2010.0,1.092502434,287.2439082,168.7755243,0.587568681,13.5,10.3,20.94,0.06,,0.0074,0.0162,0.1874
2012.0,1.078199234,113.5199748,856.3751941,7.543828265,20.7,49.9,32.04,0.03,,0.0271,0.0217,0.6217
2016.0,1.463071161,2367.105586,3148.512627,1.330110768,12.2,31.1,43.59,0.29,0.3459,0.0923,0.1254,6.2106
2017.0,0.7056,101.6064,182.89152,1.8,16.3,19.6,25.17,0.05,,0.0117,0.0271,0.3061
2018.0,0.84921659,274.3763496,331.7314171,1.209037942,13.5,21.2,34.31,0.1,,0.0115,0.0336,0.1071
2019.0,0.307549669,52.22125486,745.4841033,14.27549195,19.4,107.3,48.7,0.15,0.2307,0.0651,0.5,5.2668
2020.0,0.843672087,71.57403442,113.0468394,1.579439252,15.9,18.4,24.69,0.03,,0.0161,0.0285,0.2288
2022.0,0.430555556,341.9854938,1292.307716,3.778837814,15.3,49.4,48.94,0.5,0.3938,0.1627,0.8373,9.1274
2024.0,0.836847195,128.2372874,3186.934067,24.85185185,21.6,151.1,67.92,0.05,0.2432,0.0362,0.4048,4.1147
2025.0,0.452056338,47.0820615,1239.279698,26.32169576,23.6,133.7,45.32,0.06,0.865,0.2274,0.6597,16.5316
2026.0,1.174344106,3411.492878,9653.21179,2.829615109,13.4,51.7,58.36,0.66,0.5282,0.0715,1.3132,14.7996
2027.0,1.443092486,4052.27588,822.8294202,0.203053653,11.4,5.8,17.37,0.52,,0.3792,1.3785,16.3476
2028.0,0.26,474.0,80037.3,168.8550633,35.5,451.9,55.67,1.82,2.2768,0.7077,,
2029.0,0.689635628,1448.802671,11348.61141,7.833096692,19.0,62.5,40.15,0.81,0.2226,0.0464,0.541,9.896
2030.0,0.62,2033.7,7199.6,3.540148498,13.4,65.9,49.82,1.42,,0.1151,1.3432,20.3338
2032.0,0.988485456,333.143588,3597.909212,10.79987531,18.8,87.1,43.44,0.09,0.4169,0.1215,0.1798,6.4962
2033.0,0.926395459,2187.891688,22660.6726,10.35731007,18.3,89.5,47.15,0.67,1.6744,0.4474,3.0353,57.8198
2034.0,0.512408759,54.03164793,632.2824871,11.70207668,18.3,100.2,47.05,0.05,0.2676,0.0428,0.2107,
2036.0,0.274,72.07296,768.77824,10.66666667,18.6,3.0,47.64,0.3,0.3419,0.0781,0.2333,5.2733
2038.0,0.4384,324.32832,69.06992,0.212962963,11.5,0.2,17.47,0.5,0.0726,0.0145,0.0416,0.8416
2040.0,0.554146341,10.42549335,475.7816056,45.63636364,36.5,112.0,30.57,0.01,0.1775,0.0486,0.0534,1.802
2042.0,0.540571429,156.2216327,8552.643837,54.7468599,24.0,270.2,56.91,0.14,3.245,1.0126,6.0368,89.5744
2044.0,0.771640127,481.75506,6015.408912,12.48644677,18.2,107.9,47.37,0.22,,0.2271,0.8954,
2045.0,0.839920635,927.2294376,2036.90311,2.196762772,15.1,29.3,40.73,0.35,0.4043,0.0561,0.3785,
2047.0,0.5973,825.5772,18487.0323,22.39285714,22.1,4.4,55.01,0.65,2.9174,,,
2050.0,0.953053097,221.5453324,91.40188151,0.412565142,10.8,13.9,52.18,0.07,,0.0227,0.0569,0.2666
2051.0,0.611764706,277.8892734,13.14878893,0.047316648,8.9,3.1,13.76,0.2,0.0535,0.0268,0.0297,0.3935
2052.0,0.400905109,41.15178774,373.9445059,9.086956522,19.0,71.5,44.74,0.07,0.5777,0.1794,0.3305,5.9749
2055.0,1.032577904,1152.699183,9503.54866,8.244604317,16.5,89.0,54.69,0.28,0.4985,0.2012,2.7137,20.0529
2056.0,0.80757971,1596.43623,339.8935621,0.212907698,11.6,5.9,17.46,0.65,,0.0103,0.0176,0.1151
2057.0,0.688275862,120.7154626,2264.534351,18.75927328,20.3,127.2,50.5,0.07,0.1496,0.051,0.3101,6.2813
2059.0,0.3258,403.94313,16980.35391,42.03649635,22.1,8.4,55.88,0.9,4.5347,1.1388,,157.8112
2060.0,0.55221865,385.0689778,79.80621995,0.207251751,11.4,5.9,17.49,0.33,0.1439,0.2683,3.2085,8.177
2061.0,0.34799431,2538.034152,70147.32319,27.63844732,26.6,129.7,56.68,5.53,,,,
2062.0,0.4384,1147.16128,16231.4312,14.14921466,20.5,3.3,55.99,1.49,1.2306,0.2197,,65.914
2064.0,0.3479,88.92324,2531.84225,28.47222222,22.8,5.2,49.54,0.18,1.0581,0.3148,1.708,26.629
2065.0,0.189628286,141.9805262,5899.948275,41.55463029,28.6,154.5,44.34,1.04,0.2722,0.0665,0.9741,65.1166
2068.0,0.594,43.74,539.46,12.33333333,21.8,2.4,35.57,0.03,1.1585,0.2955,0.4197,10.6998
2069.0,0.601692913,24.86396243,394.8095852,15.87878788,22.4,88.8,41.79,0.02,0.0698,0.0225,0.0331,0.7036
2070.0,0.813,666.84428,2250.23224,3.374449339,14.2,1.8,49.15,0.27,0.9249,0.239,0.6702,16.6221
2071.0,0.870517413,486.6723242,802.0956883,1.648122666,13.3,30.2,43.52,0.17,0.1026,0.0254,0.0479,1.1202
2074.0,0.9095,114.49,114.49,1.0,14.8,13.9,22.87,0.04,,0.0333,0.0327,
2075.0,1.0794,171.7274,3915.38472,22.8,18.5,6.5,49.13,0.04,0.9079,0.2593,0.5421,
2077.0,0.191979301,127.5725864,680.1378343,5.331379204,15.7,65.6,50.1,0.92,0.529,0.0902,0.8948,19.1181
2078.0,0.305751295,262.3536407,126.1952544,0.481012019,11.6,13.1,42.83,0.75,0.0711,0.0169,0.0988,1.3065
2080.0,1.544274194,1817.397334,782.9723229,0.430820662,10.4,15.9,44.02,0.2,0.1288,0.0619,0.0738,
2081.0,0.501006006,2170.762118,2084.214952,0.960130516,14.0,16.1,28.92,2.32,,0.9815,5.1561,
2082.0,0.9324,681.54296,42.93184,0.062992126,9.3,0.1,14.41,0.22,,0.0159,0.0167,0.2661
2083.0,0.4815,22.898,134.52575,5.875,17.7,1.9,40.4,0.02,0.0843,0.0236,0.0508,0.7471
2084.0,0.5852,1109.45408,20904.15264,18.84183673,20.6,4.4,47.82,0.79,4.1899,1.0946,,160.0234
2089.0,0.538457944,318.5743979,18058.85219,56.68645161,23.1,301.1,68.43,0.29,0.947,0.6601,,54.3236
2091.0,0.47403338,1040.143325,8613.453367,8.281025474,17.1,84.6,50.39,1.22,4.8407,1.2924,5.2744,127.5912
2092.0,0.4068,160.8894,1585.9098,9.857142857,16.8,102.6,67.39,0.28,,,,
2093.0,1.635044599,2745.168426,967.1835899,0.352322131,11.3,10.2,30.11,0.27,,0.008,0.016,
2095.0,1.223211889,2832.179225,21266.20522,7.508778056,17.7,70.0,51.68,0.5,,0.4462,5.1191,
2096.0,0.626101382,977.9727355,5582.142228,5.707871012,16.2,65.1,54.66,0.67,0.4175,0.1136,0.5546,
2097.0,0.578192534,1408.916622,10331.09564,7.332652254,17.8,68.3,45.67,1.13,0.4026,0.0929,1.236,
2098.0,0.323820018,41.37371579,394.2757172,9.529618254,18.0,84.8,45.16,0.1,0.2463,0.0645,0.159,4.2692
2099.0,0.405931034,173.2805606,425.7750917,2.457142857,14.6,35.2,40.67,0.28,0.0766,0.0205,0.0385,0.875
2100.0,0.610013793,1028.553372,3633.541316,3.532671629,15.2,46.6,44.34,0.73,,0.0755,0.4309,
2102.0,0.532090395,948.4893701,2150.831747,2.267639274,14.7,33.0,46.06,0.9,,0.017,,1.9958
2103.0,1.375702403,829.7039894,12759.60787,15.37850611,17.4,146.3,66.14,0.12,,0.8641,2.3258,17.9327
2104.0,0.7059,100.24866,2456.09217,24.5,23.3,4.4,44.23,0.06,,0.101,0.2074,
2105.0,0.488967742,1016.108895,18450.99864,18.15848551,21.0,119.5,48.59,1.13,0.5787,0.1396,1.1818,46.4744
2106.0,0.67154213,460.0586734,186.6588185,0.405728289,12.1,9.7,21.41,0.27,,0.5096,0.713,0.3352
2107.0,0.558711721,495.1199544,13378.55807,27.02084202,22.1,157.8,52.96,0.42,1.0624,0.4548,,53.8963
2108.0,0.773556582,286.2259119,1453.030484,5.07651622,16.3,56.0,45.13,0.13,0.3244,0.1248,0.3422,4.0023
2109.0,0.578360656,1319.968611,14846.65499,11.24773337,20.1,80.7,46.95,1.05,0.6164,0.263,2.6466,37.22
2110.0,1.693611111,1563.123878,305.8970725,0.195695989,11.3,5.8,17.43,0.15,0.2839,0.0829,0.0871,2.2977
2111.0,0.541,80.91157586,646.5305972,7.990582192,16.7,82.4,55.59,0.07,0.4686,0.1118,0.8685,5.8448
2112.0,1.24716763,344.4477931,126.6515821,0.367694567,12.5,8.0,19.36,0.06,,0.0137,0.0157,
2114.0,0.357412008,97.49827896,128.0866475,1.313732394,15.5,16.5,23.94,0.2,0.0522,0.0161,0.0218,0.519
2115.0,0.868764331,391.5235184,198.2211415,0.50628157,11.5,13.9,37.88,0.14,0.0688,0.0273,0.0566,0.8076
2116.0,0.692623574,75.81856612,1152.256207,15.1975468,19.8,110.5,46.22,0.04,0.7275,0.2021,0.3174,7.3728
2117.0,0.119512195,8.817668055,33.3030934,3.776859504,16.1,43.0,40.76,0.16,0.2193,0.0519,0.0996,2.9828
2119.0,1.044328824,2491.008044,3849.143866,1.54521535,13.4,28.2,42.16,0.61,0.2796,0.0448,0.3294,5.4222
2120.0,0.589843342,132.5637509,681.1872678,5.138563622,16.1,57.8,51.51,0.1,0.4355,0.1515,0.3975,3.6468
2121.0,0.04733945,13.19713829,1684.502651,127.6415094,31.5,411.3,56.79,1.83,2.95,1.4454,,783.4796
2122.0,0.0785,27.46385494,3028.099219,110.2576177,34.2,307.1,55.98,1.23,3.5299,1.1395,,313.546
2123.0,0.625560976,215.6289066,313.3357549,1.453125,13.2,27.2,66.54,0.15,0.5132,0.2363,0.8495,1.4654
2124.0,0.352069409,351.6214027,930.4983353,2.646307444,15.5,33.4,37.79,0.74,0.102,0.0145,0.0533,0.5481
2125.0,0.463,81.46022,62.16701,0.763157895,12.3,0.6,38.1,0.11,,0.0171,0.0316,0.2434
2127.0,0.5379,121.95171,3692.02824,30.2745098,20.0,7.7,51.91,0.12,,0.8016,2.4122,
2128.0,0.600632411,28.15080692,130.2444,4.626666667,19.0,36.8,29.28,0.02,,0.0377,0.0364,
2130.0,0.876806482,1017.141806,2252.769547,2.21480381,14.5,32.9,39.97,0.35,0.1576,0.0301,0.097,3.5966
2133.0,0.639093407,160.5928383,683.4583791,4.255845942,17.1,42.3,37.77,0.1,0.4799,0.1857,0.3032,3.4011
2134.0,0.7245,128.547,364.2165,2.833333333,14.3,43.1,46.31,0.07,0.0654,0.0217,0.0611,0.6683
2135.0,0.015384615,0.018934911,0.085207101,4.5,18.1,36.8,31.55,0.02,,0.0462,0.0922,
2136.0,0.704098613,316.7322699,731.0557382,2.3081189,13.2,43.4,46.59,0.17,0.4677,0.1252,0.2009,5.0746
2137.0,0.630750507,247.1457685,533.1345095,2.157166245,14.6,31.5,39.17,0.16,0.1564,0.0245,0.0742,1.6508
2140.0,0.234338462,20.87311905,569.0376483,27.26174497,19.3,208.7,56.5,0.1,0.3404,0.0721,0.2799,3.5308
2142.0,1.031662198,2178.936943,1723.551,0.791005451,12.2,18.6,41.33,0.54,0.2848,0.0269,0.1665,6.2922
2143.0,0.7085,160.3935,564.3475,3.518518519,15.5,1.6,40.28,0.08,0.6538,0.1422,0.0954,5.4133
2145.0,0.06,2.425,18.3,7.546391753,18.9,60.2,40.59,0.18,,0.0603,,4.2869
2146.0,0.574025974,145.8038877,495.9952142,3.401796908,13.6,58.7,48.17,0.12,0.3996,0.1559,0.3278,10.1836
2147.0,0.537865613,14.1041666,1011.604949,71.72383721,30.6,245.0,46.7,0.01,1.2443,0.3305,0.4447,10.1135
2148.0,0.137016575,5.573395196,17.52686121,3.144736842,15.9,36.5,37.96,0.08,,0.0103,0.0344,0.5869
2150.0,0.431497418,169.0316787,2903.015692,17.17438834,20.2,119.5,49.19,0.24,1.7124,0.5304,1.8297,36.7879
2151.0,0.083908046,3.731496895,16.19328841,4.339622642,16.2,48.0,43.56,0.14,0.0743,0.0205,0.0671,1.4223
2153.0,0.35465288,173.3974939,2406.715307,13.87975831,18.1,122.4,50.68,0.37,1.3827,0.372,2.1973,34.5122
2155.0,0.533305785,246.0834011,4028.530604,16.37059057,21.0,104.3,47.22,0.23,0.2958,0.0831,0.6994,11.799
2156.0,0.506491459,267.8408637,474.1395764,1.770228672,13.9,28.9,39.94,0.27,0.1342,0.0356,0.0871,3.15
2157.0,0.685899281,135.0091863,880.9379041,6.525021949,16.5,70.7,56.07,0.08,0.1475,0.0682,0.3286,3.2753
2158.0,0.506,825.24,5220.172,6.325641026,19.0,1.9,42.24,0.85,1.2088,0.2424,,39.9863
2161.0,0.6006,1532.52792,7837.66368,5.114206128,17.7,1.8,39.75,1.08,,0.038,1.3905,13.443
2162.0,0.5049,583.58637,145.36989,0.249097473,10.8,0.3,38.57,0.59,,0.0307,0.1448,0.3622
2163.0,0.5967,360.26451,2915.82504,8.093567251,16.6,3.2,61.12,0.26,3.4352,1.375,6.8322,40.9575
2164.0,0.459,151.69032,663.64515,4.375,15.5,2.0,50.36,0.2,0.4775,0.1454,0.6448,5.6683
2165.0,0.3248,51.67104,701.86496,13.58333333,20.4,3.4,57.28,0.13,,0.0983,,0.5081
2171.0,0.733184979,470.3016756,215.04949,0.457258609,10.8,15.3,40.9,0.23,0.0721,0.0158,0.0279,0.5903
2172.0,0.439090909,216.3831541,431.7307569,1.99521427,13.6,34.6,42.61,0.3,0.2841,0.0584,0.1085,3.1443
2173.0,0.624265537,227.422468,1458.330144,6.412427746,15.1,86.0,50.49,0.16,,0.1749,0.4648,
2174.0,0.5379,74.12751,435.20022,5.870967742,16.3,2.4,53.31,0.07,0.433,0.1431,0.271,4.9027
2175.0,0.3426,91.29148,1496.52819,16.39285714,19.9,4.4,48.74,0.2,0.6162,0.1661,0.5465,9.4011
2176.0,0.500333007,3662.710037,116993.9037,31.94189617,27.3,138.2,47.78,3.89,,0.0308,,
2178.0,0.932383268,372.6710636,304.4091103,0.816830551,14.3,12.3,22.12,0.11,,0.1486,2.3034,
2180.0,0.7155,156.99501,141.06798,0.898550725,13.1,0.6,34.58,0.09,,,0.0212,0.3273
2182.0,0.77612462,60.24490096,690.3094728,11.45838838,20.8,75.7,41.2,0.03,,0.1072,0.1595,
2183.0,0.19338,14.0105568,201.2987352,14.36764706,20.2,100.2,47.19,0.1,0.1012,0.0289,0.0666,1.2537
2184.0,1.736011964,726.8258081,2118.659054,2.914947475,16.7,30.4,32.19,0.06,0.1725,,0.1153,
2185.0,0.816067864,125.3584488,800.3583902,6.384558824,18.6,52.4,36.85,0.05,,0.0204,0.0388,
2186.0,0.066987952,4.487385687,42.13935622,9.390625,17.8,85.6,50.06,0.29,0.1961,0.0488,,4.3751
2188.0,0.52,832.7,5238.5,6.290981146,17.5,60.4,41.31,0.81,12.3376,,,388.9632
2189.0,0.243,7.08588,47.2392,6.666666667,20.0,1.7,31.03,0.04,0.1259,0.0375,0.0444,0.8006
2190.0,0.392142857,213.1209184,208.0790816,0.976342835,13.0,19.3,39.0,0.37,0.1034,0.0343,0.0964,
2191.0,0.634318707,232.7911376,704.1303879,3.024730216,14.2,47.3,46.54,0.15,0.0928,0.0241,0.1216,1.7447
2194.0,0.960964912,2036.204636,50697.05615,24.89781983,20.9,162.6,54.48,0.59,3.3361,1.1154,,102.6277
2195.0,0.677668394,140.2344206,1253.304606,8.937211,20.2,62.0,37.81,0.08,2.5496,0.8942,1.4554,
2197.0,0.3927,418.57893,550.76175,1.315789474,13.8,0.9,39.59,0.78,0.4039,0.0905,0.3686,6.1418
2199.0,0.65443038,119.9496163,1799.539203,15.00245902,18.7,120.9,48.72,0.07,0.2318,0.0679,0.2649,5.9531
2200.0,0.566522911,71.06206726,167.9142843,2.362924282,14.6,33.9,42.48,0.06,0.1606,0.0429,0.1727,2.1839
2201.0,0.464,90.42432,251.89632,2.785714286,15.5,1.3,37.82,0.11,0.2095,0.055,0.1067,1.5826
2202.0,0.7784,163.84208,1548.77136,9.452830189,17.2,3.5,45.89,0.07,0.3963,0.1116,0.4567,13.8689
2203.0,1.202268371,734.0287591,1747.353733,2.380497646,15.8,28.2,33.76,0.13,0.2021,0.0858,0.4672,
2204.0,0.3464,112.4934,939.31989,8.35,17.5,3.0,45.29,0.26,1.0461,0.3058,0.6414,13.0176
2205.0,0.34637931,66.36052319,200.3807967,3.019578313,15.8,36.0,40.66,0.15,0.1276,0.0385,0.0984,1.6753
2207.0,0.635083579,146.2738063,703.6956085,4.810810811,17.8,43.6,36.79,0.1,0.0827,0.0353,0.0621,1.0461
2208.0,0.4473,91.39333,1388.19058,15.18918919,18.6,5.0,50.2,0.13,0.4323,0.1843,1.1619,16.5645
2209.0,0.534220779,47.43354697,558.8264753,11.78125,19.5,87.7,44.39,0.04,,0.2793,0.3848,7.2406
2210.0,0.2886,212.85212,3289.95342,15.45652174,18.9,4.9,57.35,0.78,3.0299,0.7638,,36.1019
2211.0,0.242,4.68512,489.59504,104.5,35.8,11.1,48.8,0.02,0.2079,0.0636,0.2363,5.2308
2212.0,0.308031838,12.74486063,131.2439509,10.29779412,18.3,88.0,52.15,0.04,0.0966,0.0186,0.0689,1.2529
2213.0,0.504011544,15.35484801,762.5931914,49.66465257,27.4,187.3,44.89,0.02,0.5494,0.1312,0.1422,
2214.0,0.96096,261.3768192,71.7566976,0.274533518,11.9,6.9,18.44,0.08,0.071,0.0214,0.0328,0.3214
2215.0,0.434323432,185.3918461,1373.914976,7.410870567,17.0,74.5,47.68,0.26,0.3834,0.1272,0.5131,10.6678
2216.0,0.772394366,849.2653564,74151.44307,87.31245483,26.7,358.8,54.48,0.38,4.8941,1.4784,,247.8693
2217.0,0.19874092,21.82140014,314.1550176,14.39664804,20.6,96.7,44.08,0.14,0.1817,0.0565,0.1339,2.817
2218.0,0.206537786,19.6251383,779.4524381,39.7170418,22.7,219.2,49.8,0.13,0.6409,0.1067,0.4287,9.2265
2219.0,0.290059524,140.4559878,958.7782226,6.826182618,17.6,64.2,47.68,0.44,0.4541,0.1352,1.281,10.8347
2221.0,0.288581818,608.5744555,7364.8651,12.10183082,20.1,88.7,51.58,1.93,1.9175,0.619,6.8646,
2222.0,0.5889,166.21929,1110.18069,6.679012346,16.5,2.9,47.54,0.12,0.7523,0.175,0.5833,10.0078
2223.0,0.2295,77.95197,823.76271,10.56756757,19.2,3.2,46.61,0.33,0.5731,0.1972,0.4231,7.8841
2224.0,0.320790123,141.2055577,3236.470538,22.9202773,20.3,157.7,56.74,0.37,1.666,0.6652,5.2771,41.2051
2227.0,0.798374558,139.75907,207.8575673,1.487256372,13.6,25.7,38.49,0.06,0.0447,0.0137,0.0259,0.461
2228.0,0.403865031,72.92297038,293.4373781,4.02393617,15.5,49.9,43.45,0.12,0.2088,0.0651,0.1646,3.2263
2229.0,0.38841629,62.0241846,470.7649065,7.590021692,20.0,53.4,33.86,0.11,0.1929,0.057,0.0822,2.1532
2231.0,0.638928939,1043.067495,10923.34394,10.47232704,18.7,86.3,46.88,0.68,1.188,0.3624,1.0646,38.329
2232.0,0.417574819,1495.10105,29625.04915,19.81474707,24.4,100.8,46.44,2.24,1.3808,0.496,7.2527,119.1116
2233.0,0.466331361,63.0695774,597.17658,9.468536252,17.7,86.0,46.44,0.08,0.47,0.1415,0.1845,6.5816
2234.0,0.403795967,409.9718177,7834.201705,19.10912255,21.8,115.9,45.65,0.69,0.2957,0.0519,1.0888,26.8768
2238.0,0.604275534,644.4878465,5682.427231,8.816965691,16.7,92.9,53.41,0.46,0.584,0.1445,1.5532,18.4495
2240.0,0.939539877,64.63930709,4589.91089,71.00804598,21.5,431.1,55.29,0.02,0.538,0.1866,1.0632,16.241
2241.0,0.3724,752.84384,8470.90832,11.2518797,19.9,3.4,55.19,1.61,,,0.6788,24.0684
2243.0,0.743031536,1790.429633,22401.2034,12.51163575,17.9,114.2,56.36,0.86,2.5007,1.3781,11.0316,104.067
2245.0,1.037060576,176.5092519,447.5199979,2.535391166,17.2,24.7,26.71,0.04,,,0.0558,1.9011
2246.0,0.329356287,96.23196646,266.8291051,2.772769953,15.5,34.8,36.99,0.24,0.0955,0.0186,0.0545,1.5387
2248.0,0.744705882,172.3455666,1487.67067,8.631905649,17.7,79.2,45.44,0.08,0.2952,0.0983,0.1652,3.9074
2249.0,0.859558824,158.427862,589.9422172,3.723727693,15.7,44.6,41.22,0.06,,0.0249,0.0381,1.0281
2251.0,0.985731225,373.7608157,3357.68337,8.983508246,18.8,72.0,40.66,0.1,0.6104,0.1932,0.2343,7.323
2252.0,0.415389408,130.4646034,1159.211708,8.885258359,17.5,83.4,46.46,0.2,0.6197,0.171,0.446,10.9259
2253.0,0.475247525,305.3630036,182.0935202,0.596318212,11.9,15.0,50.52,0.36,,0.0055,,
2254.0,0.3073,323.77128,1032.98456,3.19047619,16.3,1.5,41.77,0.96,0.9654,,0.4858,10.1024
2256.0,0.4653,392.91483,4894.06159,12.45578231,18.2,4.4,47.12,0.51,1.8101,0.4528,0.9568,30.0968
2257.0,0.685128205,62.13854189,414.8002338,6.675409836,16.9,67.6,43.95,0.04,0.1024,0.036,0.058,0.9994
2260.0,0.8976,239.70816,173.12256,0.722222222,11.9,17.6,40.8,0.07,,0.0221,0.0509,0.4776
2261.0,1.110953608,249.227675,410.4042543,1.64670418,14.3,24.6,37.62,0.05,,0.0085,0.0212,0.2234
2263.0,0.394485981,162.7551664,1478.754782,9.085762467,17.6,84.3,46.26,0.28,1.1389,0.2891,0.7655,20.7274
2264.0,0.121775148,2.648069045,662.5468751,250.2,36.3,608.0,51.13,0.05,2.5178,0.6444,2.4724,57.1787
2266.0,0.114662921,43.83825117,1472.121149,33.58074534,22.9,184.9,58.53,0.91,2.1404,0.8394,,145.6888
2267.0,1.077464029,350.5297283,1140.918881,3.254841998,15.3,41.4,42.1,0.08,0.1585,0.0456,0.0605,1.8873
2268.0,0.74878937,599.7655082,2795.881123,4.661623727,14.2,72.0,52.54,0.28,0.1341,0.037,0.1294,1.6476
2269.0,0.63,83.5,5703.6,68.30658683,28.6,248.6,50.48,0.06,1.2381,0.2441,1.5233,41.9895
2270.0,0.214533965,12.50419278,5136.581501,410.7887324,38.4,926.0,72.84,0.07,0.9323,0.295,,30.4907
2272.0,1.068825257,1099.036036,251.4492553,0.228790728,10.2,9.0,33.93,0.25,0.0589,0.0192,0.0728,
2273.0,0.246796117,101.9969837,1662.858818,16.30301954,19.6,121.7,53.98,0.46,0.668,0.2691,3.3767,27.8891
2275.0,0.304713376,22.3239888,576.9791229,25.84570025,21.8,155.0,46.62,0.06,1.0766,0.3561,0.6278,14.3273
2276.0,0.5412,52.88426,553.25072,10.46153846,18.4,3.7,44.27,0.05,0.1967,0.0629,0.1067,4.9294
2277.0,0.433473054,226.3577253,878.1916347,3.879662749,15.8,46.2,43.39,0.32,0.4148,0.1086,0.2513,8.3612
2278.0,0.39253112,109.2996562,929.3654264,8.502912621,17.5,79.3,45.26,0.19,1.2221,0.3566,0.682,15.3658
2279.0,0.484609572,76.72088713,513.1782024,6.688898181,16.1,75.5,45.84,0.09,0.7663,0.2589,0.3622,9.5656
2280.0,0.106548673,2.432704205,9.730816822,4.0,15.3,50.8,43.66,0.06,0.0554,0.0189,,1.7618
2281.0,0.194651163,101.2872363,285.2128718,2.815881666,15.1,37.9,41.75,0.71,0.1312,0.0186,0.0466,1.3619
2282.0,0.372140575,402.924125,1269.007854,3.149495835,14.4,48.1,49.78,0.75,0.7167,,0.5795,15.0324
2284.0,0.970783784,1191.812683,10572.49689,8.870938394,17.1,88.7,58.93,0.34,1.4416,0.4521,4.6337,45.0311
2286.0,0.686445367,186.9442606,6967.616462,37.27109053,21.7,223.4,49.91,0.11,1.4647,0.3931,1.3153,
2288.0,0.940689655,199.8154578,587.9362663,2.942396313,15.5,36.7,43.29,0.06,,0.0758,0.0563,0.8217
2289.0,0.263212121,46.68667034,467.2039265,10.00722311,19.0,78.3,49.51,0.18,0.5258,0.1198,0.3221,6.3486
2291.0,1.782786885,1738.653924,462.7452298,0.266151431,10.6,9.5,32.47,0.15,,0.039,0.0492,0.8265
2292.0,0.512535014,377.7171015,1648.152251,4.36345679,16.7,46.3,42.31,0.38,0.5984,0.1514,0.2475,7.3402
2293.0,0.636913408,157.1687834,1989.835938,12.66050354,19.0,99.2,45.31,0.1,0.4829,,0.1764,10.185
2294.0,0.639733146,177.5618881,1515.35976,8.534262485,17.1,84.4,49.78,0.12,0.4001,0.1321,0.4452,7.8304
2295.0,0.684767064,116.2169711,136.1117408,1.171186441,15.2,15.5,23.49,0.06,,0.0191,0.0274,
2297.0,0.216,24.26112,231.41376,9.538461538,18.8,73.6,46.02,0.13,0.1284,0.047,0.3019,2.5109
2299.0,0.910841035,213.1935274,7516.474431,35.25657895,24.5,168.2,48.75,0.07,1.584,0.3759,0.6773,14.8752
2300.0,0.711158537,165.8286511,536.8006841,3.237080448,15.2,42.2,42.81,0.09,0.4908,0.1826,0.3012,4.2344
2301.0,0.432087312,112.306058,360.7840637,3.21250759,14.6,46.5,45.79,0.16,0.2054,0.0688,0.1528,2.4772
2302.0,0.381315436,42.36692185,189.7442112,4.478593272,16.2,49.7,43.54,0.08,0.2426,0.0848,0.2052,2.7836
2303.0,1.112328767,370.8669544,1000.157159,2.696808511,14.9,37.2,39.92,0.08,0.2801,0.0852,0.1263,4.1449
2304.0,0.302272727,620.1144628,13885.96942,22.39259081,21.9,138.2,54.81,1.85,3.7543,1.1456,,165.3202
2305.0,0.349243827,99.34860159,116.1961791,1.16958042,12.7,24.5,40.84,0.22,0.0787,0.0246,0.0443,1.2687
2306.0,0.25875,17.95243144,141.9874123,7.909090909,18.4,66.8,42.91,0.07,,0.0369,0.0866,1.7883
