YB,DIAM,MASS,L_BOL,LM,TEMP,LRATIO,T_BOL,SURF_DENS,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,F160,e_F160,F250,e_F250,F350,e_F350,F500,e_F500,F870,e_F870,F1100,e_F1100,DIST,N8,N12,N24,N70,f_MULTI,f_CEXT
3349,0.2292,21.8886,550.13348,25.13333333,17.7,15.3,86.26,0.1,0.2918,0.11,0.1281,0.1139,2.5003,0.0334,10.0357,0.0563,6.501,0.031687433,7.083,0.1866440811383426,1.292,0.5743034,,,,,,,3.82,5,5,5,5,0,0
3351,0.3056,156.13868,1774.43584,11.36448598,18.4,6.5,64.6,0.48,0.4909,0.7354,0.3875,0.2657,4.7905,0.118,34.095,0.1803,50.373,0.020864352,57.605,0.040378439,16.213,0.043606985,6.379,0.039974917,1.35,,,,3.82,5,5,5,5,1,0
3352,0.304,67.868,2103.908,31,20,14.9,52.15,0.21,2.1766,0.4639,1.4442,0.1624,,,78.3566,0.2753,35.243,0.070226709,23.329,0.066869559,9.053,0.083176844,3.425,0.091094896,,,,,3.8,5,5,0,5,0,0
3353,1.127956204,1055.67058,2470.359002,2.340085106,13.2,44.1,57.03,0.22,0.7393,0.3,0.2982,0.2401,0.6716,0.3084,13.7787,0.1469,10.919,0.1271178689847139,11.206,0.1257362162324332,7.858,0.15500128,3.996,0.078578584,,,,,9.09,5,5,5,5,0,0
3354,1.008888889,1118.625004,1123.418831,1.004285464,12.7,21.1,59.42,0.29,0.2765,0.1484,0.1187,0.1702,0.2587,0.1524,1.5297,0.2894,7.098,0.291067904,11.181,0.2217154182588976,9.318,0.14166132,3.223,0.17002791,,,,,9.08,5,5,5,5,1,0
3356,0.38,739.328,11979.424,16.203125,21.1,7.1,48.74,1.42,4.7935,0.4017,3.1189,0.1549,,,563.4967,0.0655,332.568,0.08450001,306.882,0.034319379,104.865,0.032355886,39.428,0.028710559,8.29,,,,3.8,5,5,0,5,1,0
3358,1.200445104,1351.71825,13957.21245,10.32553378,15.5,127.6,57.18,0.25,1.2876,0.4499,1.1379,0.3129,6.0416,0.2228,,,35.493,0.043163439,34.016,0.057296566,17.288,0.052926887,7.488,0.04767628,,,,,8.99,5,5,5,5,0,0
3361,1.046257796,525.525048,458.3982472,0.872267172,12.7,17.9,35.78,0.13,,,0.0402,0.1436,0.0666,0.107,0.9453,0.0772,3.781,0.034911399,7.046,0.067839907,3.444,0.05574913,1.687,0.0782454,,,,,9.15,5,5,5,5,0,0
3363,0.3216,95.34636,342.60048,3.593220339,15.5,2.9,53.83,0.23,0.1534,0.2267,0.0656,0.2616,0.7208,0.1696,4.5834,0.1498,11.244,0.064478835,15.882,0.057549425,5.909,0.040277544,2.57,0.041245136,,,,,4.02,5,5,5,5,0,0
3364,0.970474138,770.3618423,140.2555291,0.182064481,9.8,8.2,33.71,0.22,,,0.0063,0.6204,0.0111,0.5251,0.4413,0.7073,0.889,0.2733408332005126,6.494,0.096242686,3.113,0.09540636,2.003,0.0683974,,,,,7.11,5,5,5,5,0,0
3367,1.1052,347.77881,661.62798,1.902439024,16.4,1.3,25.44,0.07,0.1432,0.1059,0.0434,0.1762,0.1099,0.0971,1.6683,0.3748,10.551,0.076769975,11.579,0.039295277,4.906,0.032205462,2.148,0.060986962,,,,,9.21,5,5,5,5,0,0
3368,0.849500734,73.53742941,185.8339028,2.527065527,14.9,34.8,40.31,0.03,0.0413,0.6822,0.0171,0.2028,0.0399,0.2311,0.8665,0.2205,2.42,0.057438016,2.944,0.06691576,1.322,0.0892587,0.556,0.12589929,,,,,6.97,5,5,5,5,1,0
3369,1.152727273,289.436286,1340.630167,4.631866257,15.8,55.3,43.42,0.06,0.1787,0.2683,0.0618,0.3714,0.0811,0.2116,2.3628,0.4447,7.142,0.034724166,7.856,0.037550915,3.551,0.034074906,1.413,0.033970278,,,,,9.51,5,5,5,5,0,0
3371,0.564,50.89536,458.05824,9,18.9,79.2,47.2,0.04,0.121,0.1636,0.0508,0.328,0.1079,0.0721,0.8736,0.4974,2.148,0.025605214,1.733,0.044431621,0.577,0.04679376,0.379,0.11081794,,,,,11.28,5,5,5,5,0,0
3372,0.3483,181.22049,891.12555,4.917355372,15,4.3,54.24,0.41,0.5994,0.0475,0.1983,0.2005,1.409,0.0905,10.8012,0.3911,19.597,0.019033525,27.343,0.041875434,10.689,0.038918514,4.795,0.04671533,,,,,3.87,5,5,5,5,0,0
3373,0.619236641,38.57229765,387.4877222,10.04575163,21.8,60,32.08,0.03,0.0712,0.2909,0.0226,0.3555,0.0412,0.1561,0.5447,0.1733,11.399,0.09983332,5.603,0.075673745,2.818,0.28601843,1.465,0.32764503,,,,,6.24,5,5,5,5,0,0
3374,0.743221601,427.8049454,10646.3943,24.88609451,19.9,177.5,53.63,0.21,1.2183,0.1328,0.4102,0.2193,3.4671,0.0793,44.5991,0.4873,57.117,0.030866467,38.714,0.052590794,14.052,0.055365782,5.892,0.051765103,,,,,7.46,5,5,5,5,0,0
3376,0.511675127,88.36135948,128.7784998,1.457407407,12.7,30.5,46.99,0.09,0.0869,0.1797,0.0416,0.2336,0.0801,0.137,0.741,0.3194,2.125,0.059294119,3.63,0.069696967,1.234,0.22933549,,,,,,,5.04,5,5,5,5,0,0
3377,0.798826531,3269.93196,543523.669,166.2186479,25.1,782,81.11,1.37,18.0792,0.3087,,,,,1219.8978,0.481,602.616,0.036230369,381.856,0.044367509,115.653,0.030358054,39.026,0.0278276,8.46,,,,9.21,5,0,0,5,1,0
3378,0.845939086,114.1760771,200.7527571,1.758273381,15.6,21.6,24.52,0.04,,,0.0246,0.6818,0.0378,0.7014,0.4862,1.2185,10.385,0.1122773238885959,9.426,0.077339271,4.275,0.05754386,2.118,0.037771482,,,,,5.05,5,5,5,5,1,0
3380,0.817443038,63.22161256,133.4006275,2.110047847,16.7,22,25.9,0.03,0.1051,0.2792,0.0453,0.1918,0.0746,0.1875,,,3.793,0.094648035,4.322,0.060388711,1.69,0.053254437,0.654,0.08715597,,,,,6.87,5,5,5,5,0,0
3382,0.399,14.32809,63.6804,4.444444444,19,2.3,29.46,0.02,0.1319,0.3182,0.04,0.414,0.05,0.6693,0.9704,0.5749,5.3,0.054905662,3.762,0.051568316,1.447,0.057360053,0.691,0.083936326,,,,,3.99,5,5,5,5,0,0
3384,0.461161616,197.2926659,221.6150425,1.123280693,12.9,22.5,40.57,0.25,0.1316,0.1366,0.0501,0.1737,0.108,0.1238,1.7434,0.4338,7.801,0.032688116,13.636,0.024493986,5.875,0.044425532,3.863,0.05410303,,,,,3.97,5,5,5,5,0,0
3385,0.977807653,176.444347,95.5740213,0.541666667,13.3,9.9,20.66,0.05,,,0.0035,0.7379,0.0062,0.4279,0.1316,0.4417,1.637,0.096518025,2.595,0.072447011,1.216,0.07648027,0.713,0.113604486,,,,,9.27,5,5,5,5,0,0
3386,1.274984488,94.93073461,225.8855234,2.379477251,17.1,23.5,26.43,0.02,,,0.0189,0.2019,0.0333,0.114,,,3.768,0.085987261,3.555,0.07623066,1.224,0.12418301,0.828,,,,,,9.27,5,5,5,5,0,0
3387,0.945151079,362.326933,6150.692302,16.97553161,18.7,137.1,48.02,0.11,0.9585,0.121,0.3614,0.2891,0.9785,0.1793,19.6054,0.5415,40.143,0.048327232,26.628,,6.557,0.3010523,4.806,0.048689134,,,,,7.14,5,5,5,5,1,0
3388,0.33,95.8,53.3,0.556367432,13.4,9.9,20.75,0.23,0.4714,0.5321,0.2657,0.841,0.3513,0.8004,11.6089,0.6557,9.779,0.174966762,31.996,0.059476184,8.144,0.06925344,6.299,0.07667884,,,,,2.5,5,5,5,5,1,0
3390,0.5213,85.22453,284.61777,3.339622642,15.3,2.7,40.85,0.08,0.2662,0.2174,0.0937,0.3391,0.0881,0.3112,3.6507,0.4176,9.606,0.076826981,11.197,0.048405823,4.574,0.06405772,2.407,0.055255502,,,,,4.01,5,5,5,5,0,0
3391,0.4692,50.45073,1207.7599,23.93939394,20.8,10,49.78,0.06,1.0027,0.3688,0.326,0.3707,1.2482,0.2445,34.1033,0.2484,26.197,0.047944423,19.69,0.026815642,6.673,0.057695188,2.081,0.066314265,,,,,3.91,5,5,5,5,0,0
3392,1.103986928,746.4306122,2861.040275,3.832962138,15.6,47,42.24,0.16,0.3744,0.6588,0.1573,0.5654,0.383,0.3809,,,18.1,0.047569061,20.799,0.045915668,8.533,0.041017227,3.952,0.037955467,,,,,9.31,5,5,5,5,1,0
3393,0.3136,9.21984,112.17472,12.16666667,18.6,6.1,50.46,0.02,0.0931,0.6658,0.0289,0.4395,0.1343,0.2573,0.9952,0.8175,3.395,0.079234166,2.259,0.078795929,1.013,0.42053306,,,,,,,3.92,5,5,5,5,0,0
3394,0.3224,30.85771,238.74123,7.736842105,16.5,5.2,49.06,0.09,0.1544,0.124,0.0572,0.1792,0.267,0.1458,2.7361,0.5365,5.747,0.033930745,7.608,0.079258673,2.31,0.05757576,0.97,0.108247414,,,,,4.03,5,5,5,5,0,0
3395,0.312,27.378,15.21,0.555555556,13.3,0.6,20.66,0.07,,,0.0047,0.9639,0.008,1.2149,0.1435,0.9406,1.321,0.090083272,2.164,0.047134934,1.096,0.06843066,0.508,0.11023622,,,,,3.9,5,5,5,5,0,0
3396,0.3136,52.24576,129.07776,2.470588235,14,2.5,48.26,0.13,0.136,0.1094,0.0515,0.1317,0.156,0.0579,1.8707,0.6208,3.939,0.051789793,6.764,0.087670017,2.552,0.056426328,1.26,0.13492064,,,,,3.92,5,5,5,5,0,0
3397,0.376804124,203.2583165,5508.784143,27.10238005,22.7,150.2,72.49,0.39,0.5512,1.4157,0.0435,1.0876,2.267,0.0463,8.939,0.555,28.79,0.025356027,21.831,0.070679308,6.244,0.02642537,2.096,0.0644084,,,,,9.35,5,5,5,5,1,0
3398,0.393,21.62286,332.06535,15.35714286,21.1,5.9,45.98,0.04,0.2522,0.1647,0.0832,0.2426,0.3356,0.1541,3.6769,0.6227,14.182,0.041884077,7.338,0.1309621184617565,3.544,0.13205418,,,,,,,3.93,5,5,5,5,0,0
3399,0.48122449,71.98238544,363.7928091,5.053914328,16.5,54.8,41.95,0.08,0.166,0.6335,0.0673,0.682,0.1656,0.378,,,13.219,0.099099776,13.648,0.1193581439406203,5.957,0.050864533,2.262,0.06808134,,,,,3.93,5,5,5,5,0,0
3400,0.814185393,886.7762953,809.6719778,0.913050994,13.4,16.6,36.8,0.36,0.0867,0.5141,0.0152,0.9846,0.0855,0.4863,0.2488,3.0903,7.6,0.1297368422934883,12.604,0.084735002,5.227,0.17983547,3.097,0.37972233,,,,,9.35,5,5,5,5,0,0
3401,0.349981447,231.4175213,2131.135809,9.209051229,16.2,103.8,58.8,0.5,1.5646,0.1778,0.6304,0.3214,5.0527,0.113,46.0257,0.4043,36.451,0.042742311,41.393,0.050225884,15.121,0.07499503,6.027,0.29633316,,,,,3.93,5,5,5,5,1,0
3402,0.4704,6.14656,141.37088,23,21.6,8.5,47.26,0.01,0.0775,0.2709,0.0499,0.2435,0.1042,0.2887,1.9809,0.8347,4.459,0.087463554,5.465,0.1262580050532139,0.971,0.048403706,0.761,0.1261498,,,,,3.92,5,5,5,5,1,0
3404,0.6321,143.77824,1984.60566,13.80324074,18.8,111,48.12,0.1,0.5381,0.3483,0.2227,0.1925,0.8586,0.2288,14.3388,0.7,30.558,0.058708032,23.629,0.084387827,8.574,0.09050618,3.682,0.085822925,,,,,5.16,5,5,5,5,1,0
3406,0.271150278,48.22730543,1918.619695,39.78285078,23,212.3,51.24,0.17,0.9926,0.0779,0.3342,0.4251,1.4716,0.3311,25.8896,0.5603,42.398,0.043421859,27.316,0.052057404,8.056,0.04096326,3.195,0.06760564,,,,,3.95,5,5,5,5,0,0
3408,1.192951807,1557.325978,10973.26324,7.046221148,17.1,70.4,44.48,0.29,0.9619,0.3501,0.2783,0.269,1.2239,0.1538,32.9471,0.4738,58.406,0.037770094,54.79,0.047782443,22.241,0.05345983,9.478,0.040198356,,,,,9.43,5,5,5,5,0,0
3409,1.203288521,1015.991874,2266.745247,2.231066315,13.4,39.8,45.93,0.19,0.2723,0.1943,0.089,0.2472,0.384,0.0866,5.5782,0.7741,9.786,0.02779481,19.458,0.059718365,7.242,0.048191108,3.212,0.3075965,,,,,9.46,5,5,5,5,0,0
3411,0.415081633,847.5797518,50267.55472,59.30716799,24.8,285.7,58.55,1.29,1.4933,0.2522,1.0076,0.1001,,,156.0737,0.1157,137.427,0.025329811,96.173,0.028448734,25.445,0.035763413,7.605,,2.15,,,,9.46,5,5,0,5,0,0
3414,0.785102459,792.0666483,27131.97012,34.25465544,22.1,199.5,55.49,0.34,1.7611,0.1952,1.2981,0.2527,11.2393,0.1781,97.9645,0.3261,102.46,0.04921921,52.212,0.050505632,19.098,0.0682794,10.925,0.07002288,1.38,,,,9.46,5,5,5,5,1,0
3415,0.978098859,2945.802981,61872.81354,21.00371747,25.6,94.1,37.28,0.82,19.7671,0.0989,,,,,1430.7165,0.164,597.18,0.045478751,367.945,0.056818275,106.858,0.036235,38.143,0.04391369,,,,,9.44,5,0,0,5,0,0
3416,0.934011628,544.0202474,11583.32137,21.29207768,18.6,175.4,52.02,0.17,1.0726,0.1958,0.3853,0.2127,2.615,0.2558,44.8276,0.0616,32.652,0.058863165,24.789,0.06995038,9.625,0.06431169,4.283,0.084987156,,,,,9.45,5,5,5,5,0,0
3419,0.1148,26.08912,392.81608,15.05670103,18.3,129.7,52.77,0.54,,,0.0074,0.6005,0.067,0.3957,1.0231,0.4945,27.346,0.023952314,28.237,0.029712788,10.249,0.024880476,2.965,0.05463744,,,,,2.05,5,5,5,5,0,0
3420,0.497407407,188.2478128,4811.496144,25.55937342,21.5,157.4,48.91,0.2,0.5171,0.0571,0.1523,0.335,0.9256,0.1653,16.4699,0.0592,22.124,0.016497921,14.863,0.049788065,4.265,0.07127784,1.887,0.16163222,,,,,9.48,5,5,5,5,1,0
3421,0.071317829,0.980710294,139.1166396,141.8529412,27.7,543.6,70.71,0.05,0.7088,0.1086,0.3816,0.3477,1.8414,0.2431,9.8022,0.0449,6.799,0.026180321,3.234,0.072356214,0.913,0.07995619,,,,,,,2,5,5,5,5,0,0
3422,0.729380531,88.84087678,353.1774619,3.975393701,17,39.4,40.5,0.04,0.0323,0.2705,0.0113,0.6118,0.0407,0.4812,0.8082,0.285,3.348,0.041517323,5.06,0.109881422,0.924,0.22510822,,,,,,,9.51,5,5,5,5,0,0
3423,0.649079628,1024.729047,40731.40793,39.74846626,25.4,180.4,52.49,0.64,0.8059,0.2152,0.1737,0.7168,,,48.3685,1.2377,169.315,0.041632459,122.236,0.020697667,33.876,0.06452946,11.307,0.024409657,2.78,,,,9.51,5,5,0,5,1,0
3426,0.133486778,42.34604855,495.6843875,11.70556414,18.3,101.7,64.65,0.65,0.1354,1.0351,0.247,0.6353,2.3333,0.5546,6.7926,0.1599,11.118,0.019607843,10.154,0.094347056,3.732,0.085209,,,,,,,4.13,5,5,5,5,1,0
3427,0.251154599,104.5293676,1296.426713,12.40251177,19,98.9,55.63,0.45,0.6169,0.2493,0.3181,0.4444,2.4861,0.3867,24.5994,0.1555,32.426,0.030993647,30.375,0.034502057,10.046,0.031853475,2.802,0.26980728,,,,,4.14,5,5,5,5,1,0
3428,0.485601966,182.2245238,16193.28269,88.86445332,26,380.8,53.63,0.2,5.1228,0.2203,1.9486,0.2489,11.4793,0.1028,176.1038,0.1046,126.63,0.034620547,65.967,0.025588551,20.071,0.034178667,6.932,0.035487592,,,,,5.49,5,5,5,5,0,0
3430,0.32,156.8,100.8,0.642857143,11.2,1.2,42.25,0.37,0.0684,0.1688,0.0252,0.2782,0.0553,0.2528,1.3607,0.0619,2.431,0.081036609,3.342,0.2016756507467182,3.406,0.13417499,2.374,0.14237574,,,,,4,5,5,5,5,0,0
3431,0.42406308,30.94019331,516.4632268,16.69230769,20.9,107.8,47.15,0.05,0.8006,0.1253,0.3486,0.3445,0.5054,0.2112,7.3434,0.1301,17.705,0.034340581,10.577,0.036872458,3.903,0.06302844,1.805,0.1296399,,,,,4.01,5,5,5,5,0,0
3433,0.561928105,62.24296104,216.7832415,3.482855537,15.9,40.8,40.2,0.05,0.1254,0.13,0.041,0.3792,0.0667,0.1233,1.265,0.1708,4.886,0.03806795,5.251,0.038468864,1.878,0.2662407,0.874,0.05606407,,,,,5.43,5,5,5,5,0,0
3434,0.365454545,79.48895811,2753.966989,34.64590623,21.3,214.3,50.86,0.16,2.4783,0.3866,0.8561,0.2949,2.6638,0.4189,56.8435,0.1407,47.475,0.051858871,33.913,0.0482116,10.207,0.060350742,4.183,0.07267511,,,,,4.02,5,5,5,5,0,0
3435,0.500946197,294.830689,5067.409455,17.1875237,18,152.5,52.93,0.32,4.749,0.3445,1.5437,0.3593,6.0807,0.2571,100.1916,0.0635,82.306,0.029621169,64.008,0.095347459,23.147,0.047651965,11.203,0.013924842,1.25,,,,4.03,5,5,5,5,1,0
3436,0.4728,40.36136,13.97124,0.346153846,12.3,0.5,19.08,0.04,,,0.0105,0.4874,0.0128,0.4598,,,0.384,0.7291666697710752,2.688,0.081473213,1.042,0.2552783,0.391,0.30179027,,,,,3.94,5,5,5,5,0,0
3440,1.102455969,3384.482569,581.379151,0.171777854,9.8,8,37.59,0.75,0.0537,0.4822,0.0053,1.3094,0.0202,1.2451,0.8541,0.7599,2.775,0.055855856,8.014,0.1079361129943527,4.625,0.528,,,,,,,9.63,5,5,5,5,0,0
3441,0.87594702,1676.901751,2202.360014,1.313350656,13.2,24.8,39.56,0.58,0.1273,0.3589,0.023,0.5878,0.0846,0.3677,6.9546,0.1991,20.219,0.032988773,40.949,0.051283301,16.86,0.03659549,9.112,0.049934153,1.51,,,,7.69,5,5,5,5,0,0
3443,1.171324503,3241.761068,3751.450396,1.157226062,11.7,31,45.41,0.63,0.4506,0.4259,0.1254,0.5026,0.2125,0.3103,10.6563,0.1976,14.359,0.096106971,48.893,0.0611744,19.473,0.075386435,,,,,,,7.69,5,5,5,5,0,0
3444,0.3272,41.82025,65.23959,1.56,14,24.8,36.88,0.1,0.0638,0.148,0.024,0.3481,0.0462,0.0961,0.5391,0.3078,2.811,0.04766987,3.947,0.06384596,1.949,0.06824012,0.787,0.091486655,,,,,4.09,5,5,5,5,0,0
3446,0.681646489,49.03660571,34.46630279,0.702868852,13.9,11.3,21.58,0.03,,,0.0051,0.2717,0.0048,0.5204,,,3.159,0.05603039,4.18,0.075358851,1.99,0.08040201,1.061,0.115928374,,,,,4.14,5,5,5,5,0,0
3447,0.116182573,24.31087619,644.1004804,26.49433428,21.2,168.7,49.74,0.47,2.2092,0.2155,0.716,0.3955,2.7287,0.1635,66.212,0.0639,52.662,0.028977252,48.137,0.034131749,14.133,0.019245738,4.631,0.02807169,,,,,2,5,5,5,5,0,0
3448,0.551700224,143.3836018,671.7453748,4.684952576,13.6,80.8,57.89,0.12,1.0768,0.398,0.4244,0.4278,0.6566,0.4333,20.516,0.1829,1.883,1.038767907825861,9.093,0.1511052406543449,3.522,0.047984097,,,,,,,5.42,5,5,5,5,1,0
3449,0.156521739,6.922915354,50.57760975,7.305825243,17.7,67.2,43.25,0.08,0.2319,0.1198,0.0983,0.206,0.1825,0.0211,2.9308,0.1031,7.432,0.02785253,5.681,0.032916741,2.123,0.10409798,0.818,0.2787286,,,,,2,5,5,5,5,0,0
3451,0.408,24.9696,68.25024,2.733333333,15.2,36.9,41.91,0.04,0.105,0.0963,0.0486,0.2353,0.0948,0.1106,1.07,0.1595,2.761,0.0409272,3.289,0.092733356,1.198,0.1560935,0.595,0.45714286,,,,,4.08,5,5,5,5,0,0
3452,0.5698,66.2596,34.78629,0.525,13.2,0.6,20.47,0.06,,,0.0418,0.3602,0.0518,0.3229,,,3.136,0.1517857177829255,5.702,0.090143809,1.976,0.094635636,1.489,0.06917395,,,,,4.07,5,5,5,5,0,0
3455,0.94,412.4,4509,10.93355965,18.3,92.9,49.23,0.12,0.7928,0.3915,0.3614,0.4168,0.9252,0.3763,17.7998,0.1071,19.872,0.042874396,17.961,0.03078893,6.261,0.026193898,2.743,0.026613196,,,,,9.95,5,5,5,5,1,0
3457,1.2036,281.68252,1418.47269,5.035714286,17.4,2.7,37.4,0.06,0.2556,0.1989,0.1052,0.3426,0.1192,0.1576,3.1396,0.1436,10.779,0.027831896,9.427,0.032141721,3.902,0.031522296,1.607,0.041692596,,,,,10.03,5,5,5,5,0,0
3458,0.828,53.56125,396.35325,7.4,17.5,3.9,46.81,0.02,0.104,0.0905,0.033,0.5657,0.0519,0.2668,0.742,0.2019,1.994,0.050150452,2.186,0.047575481,0.735,0.034013607,0.296,0.13851352,,,,,10.35,5,5,5,5,1,0
3459,0.2045,20.07372,1490.47371,74.25,25.2,19.3,54.53,0.13,1.0086,0.0685,0.3947,0.1311,2.8233,0.0306,28.651,0.0757,22.147,0.028942971,15.205,0.027819797,3.688,0.030097615,1.287,0.026418028,,,,,4.09,5,5,5,5,0,0
3460,1.914409222,936.9389114,1754.170166,1.872235367,13.5,33.3,42.85,0.07,,,0.0372,1.5551,0.0988,0.9755,1.9567,1.4719,8.09,0.1829419059423345,10.205,0.3183733535011512,6.259,0.14219524,,,,,,,10.22,5,5,5,5,0,0
3461,1.257888676,469.6439639,2806.08164,5.974912605,16.5,64,44.28,0.08,0.1294,0.599,0.0467,0.515,0.0471,0.5502,3.0105,0.342,11.949,0.076408067,13.49,0.065381766,5.852,0.03451811,1.802,0.094339624,,,,,10.24,5,5,5,5,0,0
3462,0.781684211,457.0243546,1214.717474,2.657883462,13.7,45.3,45.14,0.2,0.1096,0.0938,0.0404,0.2475,0.0651,0.3106,1.2492,0.0565,3.521,0.044873618,5.393,0.066382349,2.422,0.09042114,1.109,0.097385034,,,,,11.28,5,5,5,5,0,0
3463,1.001132572,1067.210855,1167.427673,1.093905358,12,26.5,44.95,0.28,,,0.027,0.2554,0.0535,0.552,0.9063,0.3767,3.495,0.032904149,7.027,0.063327166,3.938,0.06170645,1.719,0.11692845,,,,,11.29,5,5,5,5,1,0
3464,0.361302682,60.95139531,219.8692033,3.607287449,16,41.2,39.6,0.13,0.2535,0.3048,0.0821,0.2025,0.2359,0.1596,5.3391,0.2169,9.135,0.079365082,9.784,,3.891,,,,,,,,4.1,5,5,5,5,1,0
3465,0.447202073,210.0672797,269.3738731,1.2823219,11.9,32.5,45.64,0.28,0.075,0.3084,0.0189,0.2981,0.0191,0.3799,1.9473,0.1325,4.486,0.2929112818748144,8.28,,5.365,0.21565704,,,,,,,4.11,5,5,5,5,1,0
3468,0.2502,205.18902,3498.64668,17.05084746,19.6,7.2,49.39,0.81,,,1.2633,0.8199,,,,,81.322,0.041956665,61.159,0.015794896,17.984,0.034308273,6.495,0.053733643,1.4,,,,4.17,5,5,0,5,1,0
3469,0.5004,62.60004,59.12226,0.944444444,14.6,0.8,22.68,0.06,,,0.042,0.3328,0.0733,0.1359,,,5.128,0.065132604,7.92,0.078535351,3.136,0.0682398,1.284,0.081775695,,,,,4.17,5,5,5,5,0,0
3470,1.431423488,654.9870233,302.2129735,0.461402994,13,8.9,20.11,0.09,0.1024,0.1388,0.0268,0.4874,0.0392,0.2881,0.8856,0.1887,3.756,0.091586798,6.027,0.1400364993994007,3.444,0.085365854,1.353,0.17590539,,,,,11.02,5,5,5,5,1,0
3471,1.254066852,2436.001099,15208.27921,6.243133147,14,100.1,66.4,0.41,0.4572,0.3351,0.2122,0.5961,1.8733,0.3558,,,26.032,0.1348340500331613,45.275,0.1477194964589498,17.508,0.011937401,12.253,0.18583204,3.45,,,,10.47,5,5,5,5,1,0
3473,0.3612,304.41936,7940.27164,26.08333333,18.3,12.7,55.19,0.63,4.4131,0.1104,1.7811,0.0649,,,177.3129,0.0361,135.576,0.03984481,157.878,0.029744487,53.64,0.024030576,20.497,0.018392935,2.52,,,,3.01,5,5,0,5,1,0
3474,0.164671533,4.519452288,35.02575523,7.75,19.1,58.9,39.32,0.04,0.0607,5.249,0.0444,1.5937,0.0714,0.2647,2.3353,0.2147,7.653,0.06402718,6.558,0.057639523,2.201,0.056338027,1.061,0.28934968,,,,,1.88,5,5,5,5,0,0
3476,0.808,527.90175,895.13775,1.695652174,14,1.5,40.66,0.23,0.3992,0.1549,0.0761,0.2989,0.2119,0.2059,5.6809,0.0806,22.48,0.056138788,51.319,0.064323157,15.426,0.042979386,,,,,,,5.05,5,5,5,5,1,0
3479,0.399526963,385.4282349,5667.950564,14.70559251,19.9,106.5,58,0.66,0.0776,0.2129,0.052,0.3372,1.2255,0.0983,10.7253,0.1788,23.142,0.047446204,23.989,0.054316561,7.011,0.03679931,2.24,0.10803571,,,,,10.3,5,5,5,5,0,0
3480,0.384180418,961.9201665,127142.8278,132.1760706,36.2,342,55.38,1.77,2.5628,0.182,1.3856,0.1139,,,622.6035,0.0519,490.047,0.019949107,340.529,0.018562296,76.726,0.017347444,21.655,9.2357426e-05,5.56,,,,9.19,5,5,0,5,1,0
3481,0.5395,93.0015,230.7815,2.481481481,15.2,1.8,38.94,0.08,0.3174,0.0459,0.1318,0.247,0.1847,0.1947,3.2018,0.1642,7.913,0.086440037,13.646,0.040011725,4.929,0.03530128,2.26,0.04734513,,,,,4.15,5,5,5,5,0,0
3483,0.724427481,130.5466814,1984.657351,15.20266413,19.9,107.6,44.79,0.07,0.3008,0.0738,0.1073,0.2306,0.1669,0.1268,5.466,0.0917,9.13,0.025739321,7.031,0.028303229,2.112,0.046401516,0.836,0.13038276,,,,,10.22,5,5,5,5,0,0
3484,0.5694,705.98592,4028.724,5.706521739,15.6,3.9,46.23,0.6,3.4065,0.2432,1.0731,0.2786,1.9934,0.3977,75.7843,0.2687,63.038,0.06386624,108.286,0.039746596,31.859,0.06456574,15.329,0.06530106,2.81,,,,4.38,5,5,5,5,0,0
3487,0.6688,45.42824,54.16444,1.192307692,13.2,1.2,37.7,0.03,,,0.0101,0.158,0.0261,0.2212,0.322,0.4051,1.865,0.1050938310316356,6.072,0.077075098,1.334,0.1251874,,,,,,,4.18,5,5,5,5,0,0
3492,0.1584,8.36352,326.17728,39,26.2,10.3,51.66,0.07,0.1493,0.0708,0.0644,0.2364,0.2521,0.1719,2.6139,0.1763,5.953,0.032924575,3.89,0.1997429331654448,0.956,0.043933056,0.687,0.44541484,,,,,5.28,5,5,5,5,1,0
3495,0.3552,326.80768,21.904,0.067024129,9.5,0.2,14.4,0.73,0.4473,0.4771,0.1387,0.1702,0.2174,0.3175,9.7051,0.2481,1.807,0.09131157,16.458,0.055292261,6.243,0.052378662,3.823,0.13052577,,,,,2.96,5,5,5,5,1,0
3496,0.421,2674.56669,217010.3356,81.13850232,33.5,13.4,49.36,3.79,2.8712,0.2394,2.3324,0.1558,,,5991.666,0.0677,5583.474,0.047305675,791.93,,680.657,0.023690347,308.427,0.023276173,34.55,,,,4.21,5,5,0,5,1,0
3497,1.246540342,163.5104513,58.3378997,0.35678392,12.4,7.9,19.27,0.03,,,0.0098,0.2729,0.0095,0.5583,,,1.073,0.1519105335539562,3.064,0.1028067877336208,1.184,0.11148649,0.605,0.07438017,,,,,8.29,5,5,5,5,0,0
3499,0.415175097,116.6277809,23.66174961,0.202882619,10.4,7.6,31.3,0.18,0.0573,0.1555,0.0238,0.0897,0.0701,0.1797,0.4916,0.1511,4.21,0.1757719737616967,14.166,0.1640547707005777,8.173,0.12064113,,,,,,,1.94,5,5,5,5,0,0
3501,0.225728155,20.70738053,4.973032331,0.24015748,9.9,10.5,40.85,0.11,,,0.0094,0.193,0.0274,0.0913,,,0.414,0.1811594274884836,2.54,0.075590552,1.067,0.11433927,,,,,,,1.86,5,5,5,5,0,0
