YB,F8,F12,F24,F70
3199.0,,0.0026,0.0032,0.0398
3200.0,0.0583,0.0219,0.0225,0.411
3201.0,,0.0038,0.0101,
3202.0,0.0057,0.002,0.0033,
3203.0,0.4262,0.1749,0.4788,5.3361
3204.0,,0.0039,0.0039,
3205.0,0.0859,0.0375,0.0341,
3206.0,0.5583,0.1922,,21.04
3207.0,,0.0028,0.0042,0.0248
3208.0,0.3035,,0.1822,
3209.0,0.3529,0.148,0.6124,
3210.0,0.0941,0.0413,0.0698,
3211.0,,,0.004,0.0049
3212.0,,,0.0794,
3213.0,2.1976,0.7892,3.5769,78.8414
3214.0,,0.0028,0.0036,0.0747
3215.0,,0.0021,0.0029,0.059
3216.0,,,0.0155,0.0707
3217.0,,0.0033,0.0092,0.0721
3218.0,,0.0361,0.0648,0.8425
3219.0,,0.0027,0.0034,0.0184
3220.0,,0.0181,0.1099,0.7327
3221.0,,0.0214,0.0229,
3222.0,,0.0042,0.0134,0.073
3223.0,,,0.0018,0.0431
3224.0,,0.0092,0.0102,0.1067
3225.0,,,0.0878,1.3603
3226.0,,,0.0017,0.0385
3227.0,,0.0046,0.0069,0.1186
3228.0,,0.0192,0.0307,0.5303
3229.0,,0.0029,0.0031,0.0256
3230.0,0.0064,,0.0044,
3231.0,,0.0188,0.0539,
3232.0,0.0068,0.0043,0.005,
3233.0,,0.0031,0.0032,0.0415
3234.0,,0.0024,0.0055,0.08
3235.0,,0.0027,0.0053,0.1058
3236.0,,0.0042,0.0059,
3237.0,,0.0022,0.0036,0.0376
3238.0,,0.0012,0.0013,0.0714
3239.0,,0.0057,0.0079,0.153
3240.0,0.0545,0.0213,0.0189,
3241.0,,0.0023,0.0024,0.0179
3242.0,,0.0037,0.0075,0.1571
3243.0,,0.0171,0.02,0.6355
3244.0,,0.0307,0.043,0.3546
3245.0,,0.037,0.0412,0.8368
3246.0,1.0767,0.4624,0.5993,15.4658
3247.0,,,,
3248.0,,0.0028,0.0022,0.0838
3249.0,0.5562,2.8348,26.3145,20.0433
3250.0,,0.003,0.0056,0.1159
3251.0,,0.0103,0.0039,0.168
3252.0,,,0.0385,
3253.0,,0.0067,0.0111,0.2324
3254.0,,,0.0018,0.039
3255.0,,0.0062,0.0088,0.1334
3256.0,,0.0022,0.0032,
3257.0,,0.0025,0.0025,0.0692
3258.0,0.0465,0.0329,0.0342,
3259.0,,0.0017,0.0031,0.0116
3260.0,,0.0098,0.0117,
3261.0,4.9049,0.7504,1.8898,28.1955
3262.0,0.4581,0.1932,0.264,6.0353
3263.0,,,,
3264.0,0.4308,0.1596,0.1734,2.8325
3265.0,,0.0103,0.0606,0.4157
3266.0,,0.0258,0.056,0.4624
3267.0,,,0.0056,
3268.0,,0.0404,0.1427,0.2284
3269.0,0.0068,0.0044,0.0082,
3270.0,0.0351,0.0151,0.0503,0.596
3271.0,,,0.0145,
3272.0,0.02,0.0126,0.0191,
3273.0,5.4521,2.7976,20.3343,200.1462
3274.0,,0.0047,0.0045,0.0679
3275.0,0.0437,0.0194,0.0343,0.5785
3276.0,,0.004,0.0063,0.1706
3277.0,0.241,0.1167,0.2043,4.8542
3278.0,,,,
3279.0,,0.0437,0.0556,
3280.0,,,0.0358,
3281.0,3.3564,1.6565,8.3467,54.6765
3282.0,,0.0207,0.0326,0.3353
3283.0,,,0.0246,
3284.0,0.0248,0.0231,0.0324,
3285.0,,0.0317,0.0581,
3286.0,,0.0058,0.0083,0.2026
3287.0,,0.0158,0.2117,
3288.0,0.0263,0.0107,0.0149,0.5181
3289.0,,0.0027,0.0038,0.0412
3290.0,,0.0221,0.0293,
3291.0,,0.0025,0.0033,0.0833
3292.0,,0.0038,0.0052,0.0615
3293.0,,,0.015,
3294.0,,0.0028,0.0033,0.0028
3295.0,,,0.0257,
3296.0,2.2115,0.7176,0.8046,27.5376
3297.0,0.1892,0.0991,0.233,4.235
3298.0,0.6162,0.3218,1.8594,33.0417
3299.0,0.4157,0.2142,3.8476,29.1922
3300.0,0.9083,0.4921,3.9041,56.3377
3301.0,0.319,0.1055,0.6178,14.9466
3302.0,0.8702,0.4696,5.7672,61.6649
3303.0,3.3807,1.4623,13.3465,168.1916
3304.0,0.5371,0.2046,0.2248,5.1349
3305.0,1.4559,0.9784,10.3359,75.2597
3306.0,1.6771,0.4019,0.8029,46.1919
3307.0,0.1132,0.0547,0.0965,1.3728
3308.0,,0.006,0.0306,0.2387
3309.0,0.0862,0.0344,0.0379,0.8132
3310.0,,0.0128,0.0185,
3311.0,,0.0527,0.0714,0.6148
3312.0,0.6762,0.257,0.2595,6.8045
3313.0,0.1404,0.0431,0.0533,2.3499
3314.0,4.5556,2.197,9.6149,121.8529
3315.0,0.1275,0.0413,0.0728,3.6452
3316.0,1.3106,0.4279,1.1937,25.9466
3317.0,,0.0457,0.0949,1.6669
3318.0,0.3159,0.1158,0.5036,5.5125
3319.0,0.0521,0.0215,0.042,0.4619
3320.0,,0.0021,0.0031,0.0679
3321.0,0.0604,0.0302,0.1797,1.6081
3322.0,0.4068,0.1313,0.4346,18.0951
3323.0,0.9975,0.2817,2.966,36.4901
3324.0,,0.064,0.0751,1.1631
3325.0,0.0836,0.0445,0.0557,0.9324
3326.0,0.1613,0.0618,0.2327,2.6519
3327.0,0.6387,0.2534,0.413,8.1645
3328.0,0.2029,0.0746,0.1294,1.5481
3329.0,0.1259,0.0403,0.0759,1.4039
3330.0,0.0536,0.0233,0.0309,
3331.0,0.5678,0.2554,0.6743,8.7215
3332.0,0.923,0.3485,0.9876,25.7408
3333.0,0.9103,0.3463,0.7664,19.5127
3334.0,0.5383,0.1982,0.3815,7.457
3335.0,0.073,0.005,0.0538,1.0885
3336.0,0.4792,0.1255,0.3815,9.4142
3337.0,0.8389,0.3472,1.1075,27.305
3338.0,,0.0242,0.0383,
3339.0,0.1209,0.0554,0.0662,1.8881
3340.0,,0.1349,0.1142,3.0163
3341.0,1.5394,0.5102,6.2339,61.502
3342.0,0.0382,0.014,0.052,0.8571
3343.0,,0.0256,0.2704,
3344.0,0.7389,0.1988,0.4086,10.6102
3345.0,0.4156,0.2374,1.0361,7.179
3346.0,0.2761,0.1884,3.1467,65.3894
3347.0,,0.0195,0.0256,0.1038
3348.0,1.3741,0.6579,2.4391,46.7893
3349.0,0.2918,0.1281,2.5003,10.0357
3350.0,0.6855,0.2017,3.0198,19.8883
3351.0,0.4909,0.3875,4.7905,34.095
3352.0,2.1766,1.4442,,78.3566
3353.0,0.7393,0.2982,0.6716,13.7787
3354.0,0.2765,0.1187,0.2587,1.5297
3355.0,0.0577,0.0209,0.1172,2.0648
3356.0,4.7935,3.1189,,563.4967
3357.0,0.0407,0.0171,0.1644,
3358.0,1.2876,1.1379,6.0416,
3359.0,2.7981,1.1503,,671.2559
3360.0,,0.007,0.0351,
3361.0,,0.0402,0.0666,0.9453
3362.0,0.142,0.0424,0.0644,1.5355
3363.0,0.1534,0.0656,0.7208,4.5834
3364.0,,0.0063,0.0111,0.4413
3365.0,,0.0161,0.0312,0.4269
3366.0,,0.015,0.0224,
3367.0,0.1432,0.0434,0.1099,1.6683
3368.0,0.0413,0.0171,0.0399,0.8665
3369.0,0.1787,0.0618,0.0811,2.3628
3370.0,0.0918,0.0232,0.0496,1.0313
3371.0,0.121,0.0508,0.1079,0.8736
3372.0,0.5994,0.1983,1.409,10.8012
3373.0,0.0712,0.0226,0.0412,0.5447
3374.0,1.2183,0.4102,3.4671,44.5991
3375.0,,0.0535,0.1425,2.1889
3376.0,0.0869,0.0416,0.0801,0.741
3377.0,18.0792,,,1219.8978
3378.0,,0.0246,0.0378,0.4862
3379.0,0.0604,0.039,0.1149,1.5865
3380.0,0.1051,0.0453,0.0746,
3381.0,0.1218,0.0726,0.3381,2.0508
3382.0,0.1319,0.04,0.05,0.9704
3383.0,0.0983,0.0422,0.0434,0.6992
3384.0,0.1316,0.0501,0.108,1.7434
3385.0,,0.0035,0.0062,0.1316
3386.0,,0.0189,0.0333,
3387.0,0.9585,0.3614,0.9785,19.6054
3388.0,0.4714,0.2657,0.3513,11.6089
3389.0,,,0.3789,
3390.0,0.2662,0.0937,0.0881,3.6507
3391.0,1.0027,0.326,1.2482,34.1033
3392.0,0.3744,0.1573,0.383,
3393.0,0.0931,0.0289,0.1343,0.9952
3394.0,0.1544,0.0572,0.267,2.7361
3395.0,,0.0047,0.008,0.1435
3396.0,0.136,0.0515,0.156,1.8707
3397.0,0.5512,0.0435,2.267,8.939
3398.0,0.2522,0.0832,0.3356,3.6769
3399.0,0.166,0.0673,0.1656,
3400.0,0.0867,0.0152,0.0855,0.2488
3401.0,1.5646,0.6304,5.0527,46.0257
3402.0,0.0775,0.0499,0.1042,1.9809
3403.0,0.0574,0.0264,0.068,
3404.0,0.5381,0.2227,0.8586,14.3388
3405.0,0.0496,0.0188,0.0285,
3406.0,0.9926,0.3342,1.4716,25.8896
3407.0,0.2568,0.0736,0.2232,5.4131
3408.0,0.9619,0.2783,1.2239,32.9471
3409.0,0.2723,0.089,0.384,5.5782
3410.0,0.0458,0.0153,0.0505,0.9909
3411.0,1.4933,1.0076,,156.0737
3412.0,0.0639,0.0314,,
3413.0,3.5862,,,89.5323
3414.0,1.7611,1.2981,11.2393,97.9645
3415.0,19.7671,,,1430.7165
3416.0,1.0726,0.3853,2.615,44.8276
3417.0,0.1454,0.0209,0.0171,1.4378
3418.0,,0.0053,0.0148,0.7496
3419.0,,0.0074,0.067,1.0231
3420.0,0.5171,0.1523,0.9256,16.4699
3421.0,0.7088,0.3816,1.8414,9.8022
3422.0,0.0323,0.0113,0.0407,0.8082
3423.0,0.8059,0.1737,,48.3685
3424.0,,0.0078,0.0174,0.3111
3425.0,0.0824,0.0206,0.0546,1.4574
3426.0,0.1354,0.247,2.3333,6.7926
3427.0,0.6169,0.3181,2.4861,24.5994
3428.0,5.1228,1.9486,11.4793,176.1038
3429.0,,0.0134,0.0328,0.1973
3430.0,0.0684,0.0252,0.0553,1.3607
3431.0,0.8006,0.3486,0.5054,7.3434
3432.0,0.6419,0.2507,5.2533,27.4739
3433.0,0.1254,0.041,0.0667,1.265
3434.0,2.4783,0.8561,2.6638,56.8435
3435.0,4.749,1.5437,6.0807,100.1916
3436.0,,0.0105,0.0128,
3437.0,0.1943,0.0673,0.2394,3.3388
3438.0,,0.0033,0.0067,
3439.0,,0.0023,0.0076,
3440.0,0.0537,0.0053,0.0202,0.8541
3441.0,0.1273,0.023,0.0846,6.9546
3442.0,0.0909,0.0187,0.0357,1.6187
3443.0,0.4506,0.1254,0.2125,10.6563
3444.0,0.0638,0.024,0.0462,0.5391
3445.0,2.3843,1.2074,1.0214,0.2368
3446.0,,0.0051,0.0048,
3447.0,2.2092,0.716,2.7287,66.212
3448.0,1.0768,0.4244,0.6566,20.516
3449.0,0.2319,0.0983,0.1825,2.9308
3450.0,,0.0162,0.0468,0.3973
3451.0,0.105,0.0486,0.0948,1.07
3452.0,,0.0418,0.0518,
3453.0,0.0408,0.0317,0.2791,1.9083
3454.0,0.0663,0.0148,0.0544,0.4661
3455.0,0.7928,0.3614,0.9252,17.7998
3456.0,0.0182,0.0088,0.0128,
3457.0,0.2556,0.1052,0.1192,3.1396
3458.0,0.104,0.033,0.0519,0.742
3459.0,1.0086,0.3947,2.8233,28.651
3460.0,,0.0372,0.0988,1.9567
3461.0,0.1294,0.0467,0.0471,3.0105
3462.0,0.1096,0.0404,0.0651,1.2492
3463.0,,0.027,0.0535,0.9063
3464.0,0.2535,0.0821,0.2359,5.3391
3465.0,0.075,0.0189,0.0191,1.9473
3466.0,0.0192,0.0101,0.022,0.3948
3467.0,,0.4582,0.1754,0.0423
3468.0,,1.2633,,
3469.0,,0.042,0.0733,
3470.0,0.1024,0.0268,0.0392,0.8856
3471.0,0.4572,0.2122,1.8733,
3472.0,0.0608,0.0684,1.1109,2.3639
3473.0,4.4131,1.7811,,177.3129
3474.0,0.0607,0.0444,0.0714,2.3353
3475.0,0.0851,0.0456,0.0599,0.8478
3476.0,0.3992,0.0761,0.2119,5.6809
3477.0,,0.0814,0.1628,0.4218
3478.0,0.739,0.2912,3.3538,22.1775
3479.0,0.0776,0.052,1.2255,10.7253
3480.0,2.5628,1.3856,,622.6035
3481.0,0.3174,0.1318,0.1847,3.2018
3482.0,0.071,0.0325,0.0479,0.767
3483.0,0.3008,0.1073,0.1669,5.466
3484.0,3.4065,1.0731,1.9934,75.7843
3485.0,,0.0067,0.0069,0.1051
3486.0,0.06,0.0129,0.0363,0.9336
3487.0,,0.0101,0.0261,0.322
3488.0,0.7866,0.1105,1.1723,
3489.0,0.1616,0.0122,0.1359,
3490.0,0.8875,0.323,,
3491.0,4.6353,1.1293,9.9923,
3492.0,0.1493,0.0644,0.2521,2.6139
3493.0,7.1738,,,
3494.0,2.6354,0.8463,,53.8137
3495.0,0.4473,0.1387,0.2174,9.7051
3496.0,2.8712,2.3324,,5991.666
3497.0,,0.0098,0.0095,
3498.0,0.4046,0.0985,1.7075,8.5939
3499.0,0.0573,0.0238,0.0701,0.4916
3500.0,0.1859,0.064,0.1076,
3501.0,,0.0094,0.0274,
3502.0,0.0486,0.0177,0.0232,0.4354
3503.0,,0.0068,0.0107,
3504.0,,0.0739,0.0655,1.4068
3505.0,0.0849,0.0346,0.2091,1.0002
3506.0,,0.026,0.0312,0.4945
3507.0,0.4108,0.2107,2.9231,14.718
3508.0,,0.0123,0.0216,0.4697
3509.0,0.4081,0.1832,1.7509,19.3393
3510.0,1.8037,0.689,3.4253,64.285
3511.0,0.1899,0.0656,0.1194,
3512.0,0.7363,0.1888,0.311,11.5538
3513.0,0.6632,0.3433,0.3298,7.5462
3514.0,0.075,0.0314,0.0679,1.0292
3515.0,0.0481,0.0321,0.0294,2.0203
3516.0,17.563,,,474.2535
3517.0,,0.0292,0.039,
3518.0,0.5136,0.2516,1.066,14.5848
3519.0,1.0336,0.5821,1.7663,8.2092
3520.0,,0.1907,0.1304,0.1983
3521.0,0.1148,0.0492,0.0766,1.608
3522.0,0.7834,0.2459,0.3791,12.6048
3523.0,0.1585,0.0731,0.0803,1.6521
3524.0,1.7589,0.2797,,103.5185
3525.0,10.4025,2.3525,,1125.6398
3526.0,0.0846,0.0405,0.0934,1.2995
3527.0,0.0774,0.0322,0.0485,1.443
3528.0,,0.0792,0.1217,1.1051
3529.0,6.0331,3.0629,,247.8653
3530.0,0.2793,0.1181,0.6028,8.035
3531.0,0.2994,0.1065,0.2261,4.6163
3532.0,0.3723,0.089,1.6715,7.589
3533.0,1.1155,0.2624,1.8627,
3534.0,0.2243,0.0633,0.1122,2.0128
3535.0,0.2488,0.1327,0.2003,3.6167
3536.0,,0.0076,0.0159,0.1315
3537.0,0.1824,0.0905,0.1441,6.337
3538.0,0.5024,0.1646,0.5383,12.725
3539.0,0.0861,0.0346,0.0502,0.6276
3540.0,0.6343,0.2644,0.9486,7.8565
3541.0,0.121,0.1278,0.7411,4.2995
3542.0,0.7299,0.3501,0.9709,10.8823
3543.0,8.5247,2.7328,,366.8619
3544.0,1.9662,0.628,6.1403,60.7086
3545.0,1.7132,0.8028,7.3661,103.8687
3546.0,5.992,1.1564,,351.6456
3547.0,0.7545,0.1951,2.5684,19.5183
3548.0,0.1671,,0.1564,
3549.0,0.6886,0.2674,1.1749,25.0717
3550.0,0.6237,0.2143,0.4187,7.67
3551.0,1.0788,0.3392,4.039,26.5844
3552.0,0.2209,0.0805,0.4545,18.0488
3553.0,0.1391,0.0721,0.1307,
3554.0,0.385,0.1235,1.119,8.9233
3555.0,0.1161,0.0353,0.1249,2.2319
3556.0,1.7081,0.6307,1.5518,43.7258
3557.0,0.1472,0.04,0.2477,
3558.0,0.2056,0.0609,0.1842,2.9189
3559.0,0.0351,0.012,0.0185,0.3226
3560.0,0.1273,0.0494,0.0698,
3561.0,0.5179,0.1622,0.197,11.3807
3562.0,0.928,0.1918,0.6315,
3563.0,0.2911,0.0953,0.1615,2.9767
3564.0,,0.0169,0.0318,0.2024
3565.0,0.2229,0.0619,0.075,2.1648
3566.0,,0.0164,0.0309,
3567.0,0.8656,0.2563,0.6225,16.1657
3568.0,0.2119,0.0513,0.16,3.6674
3569.0,0.0227,0.0041,0.0524,1.3126
3570.0,6.0479,1.2704,,355.4308
3571.0,0.2373,0.0519,0.2259,3.5454
3572.0,0.3235,0.1503,0.6584,12.6944
3573.0,1.4074,0.4637,2.3098,25.1612
3574.0,,0.0207,0.0339,0.7541
3575.0,0.0597,0.0195,0.1092,4.5682
3576.0,0.1831,0.0779,0.1285,1.6284
3577.0,1.0491,0.3881,1.48,30.8005
3578.0,,0.0069,0.0143,0.3196
3579.0,,0.023,0.023,
3580.0,0.3187,0.121,0.6205,9.3216
3581.0,0.1702,0.0258,0.1377,3.2094
3582.0,,,0.0051,
3583.0,0.1166,0.0395,0.248,2.9708
3584.0,,0.011,0.0146,
3585.0,,0.0088,0.0144,0.2848
3586.0,,0.0311,0.0391,
3587.0,0.1164,0.0334,0.041,1.748
3588.0,0.2284,0.0885,0.3174,4.1322
3589.0,0.4674,0.2069,1.483,12.3106
3590.0,0.0732,0.0351,0.3037,2.5524
3591.0,3.5488,1.4575,7.7243,130.6194
3592.0,0.8167,0.3613,1.2513,21.192
3593.0,0.1008,0.0262,0.0881,1.3
3594.0,0.9203,0.3207,0.7772,19.0417
3595.0,0.2213,0.0768,0.7661,7.6593
3596.0,1.8908,0.81,7.1653,80.3342
3597.0,0.3489,0.1081,0.1691,6.0862
3598.0,0.0354,0.0123,0.0297,0.5056
3599.0,0.3661,0.2028,0.563,13.016
3600.0,,0.017,0.051,0.9871
3601.0,0.344,0.1202,0.2189,4.7418
3602.0,0.0522,0.0273,0.04,0.7341
3603.0,,0.0204,0.0413,0.4932
3604.0,,0.0284,0.0423,0.8143
3605.0,0.3647,0.1667,0.5051,15.3983
3606.0,,0.0586,0.1308,5.3718
3607.0,0.0868,0.0373,0.0737,1.1281
3608.0,0.2309,0.0816,0.185,
3609.0,0.1626,0.0595,0.1119,2.2985
3610.0,0.1525,0.0667,0.1493,4.7695
3611.0,0.0817,0.0236,0.0795,1.6952
3612.0,0.0438,0.0152,0.0189,0.2024
3613.0,0.3228,0.0776,0.4473,8.1038
3614.0,0.4456,0.1162,1.2705,21.1501
3615.0,0.2086,0.0654,0.064,1.9622
3616.0,0.5609,0.1058,2.9306,53.3634
3617.0,0.3755,0.1482,1.4057,10.3259
3618.0,0.3907,0.116,0.6484,5.9962
3619.0,0.3248,0.1348,0.2496,3.2516
3620.0,0.02,0.0039,0.0268,1.6637
3621.0,0.2396,0.0925,0.1885,7.7267
3622.0,4.5879,0.8099,1.4102,0.9645
3623.0,1.8473,0.7276,6.6391,102.5906
3624.0,0.046,0.0148,0.0383,0.9844
3625.0,1.0525,0.1781,1.866,27.1549
3626.0,0.2291,0.0528,0.1534,2.6119
3627.0,0.334,0.132,0.4608,5.2931
3628.0,1.5266,0.4646,0.505,26.4503
3629.0,0.4017,0.2632,0.7938,2.5982
3630.0,0.5607,0.1332,0.4221,13.472
3631.0,1.0918,0.2713,0.8274,28.7663
3632.0,0.1676,0.0769,0.1305,3.8126
3633.0,0.7962,0.293,0.7201,19.6451
3634.0,0.0468,0.0243,0.0505,
3635.0,,0.0049,0.0088,
3636.0,,0.0155,0.0343,0.9
3637.0,,0.0354,0.0535,
3638.0,,0.0168,0.0308,0.3333
3639.0,0.2474,0.0899,0.1652,2.4675
3640.0,1.7292,1.4648,,129.27
3641.0,,0.0144,0.0271,0.4974
3642.0,0.0406,0.0084,0.0327,1.4184
3643.0,,0.0163,0.0226,0.2669
3644.0,0.8448,0.1781,0.818,18.1734
3645.0,,0.0296,0.1199,
3646.0,0.8854,0.3532,1.3752,22.8316
3647.0,0.0567,0.0258,0.0467,0.9323
3648.0,0.0868,0.0774,0.3615,
3649.0,0.1051,0.0346,0.0595,
3650.0,5.501,1.4739,,238.786
3651.0,0.6718,0.2507,1.5266,22.1444
3652.0,2.0394,0.6306,5.8562,103.1373
3653.0,0.1116,0.0592,0.3363,
3654.0,0.1411,0.0365,0.1129,2.0467
3655.0,0.0667,0.0336,0.0546,1.0133
3656.0,0.1799,0.0787,0.558,10.4034
3657.0,0.3302,0.1497,0.8819,6.1467
3658.0,0.2785,0.097,0.2217,2.0846
3659.0,0.1189,0.0596,0.0924,1.5043
3660.0,0.0499,0.0148,0.0402,1.1294
3661.0,0.4349,0.132,0.7028,8.7376
3662.0,1.4242,0.8805,4.9804,38.557
3663.0,0.358,0.0783,0.1632,4.0553
3664.0,1.4953,0.5609,2.5213,24.9377
3665.0,1.9704,0.6504,4.6176,56.5534
3666.0,0.6998,0.2772,0.2898,8.3661
3667.0,,0.014,0.0561,0.7623
3668.0,0.3357,0.0947,0.2485,
3669.0,,0.2011,0.3997,5.1601
3670.0,,,,25.5969
3671.0,0.0501,0.0109,0.031,
3672.0,,0.0103,0.0236,
3673.0,0.1453,0.0508,0.0737,1.0557
3674.0,0.4125,0.1331,0.1594,2.1535
3675.0,19.8122,,,1982.1431
3676.0,0.857,0.2593,0.3609,15.7273
3677.0,17.8553,,,1211.6321
3678.0,31.9109,,,1488.6212
3679.0,0.0656,0.0312,0.0682,0.9158
3680.0,0.0457,0.0164,0.037,0.6446
3681.0,0.1335,0.0452,0.2338,
3682.0,16.7926,,,591.1472
3683.0,,,0.0381,1.4949
3684.0,,0.0326,0.0682,
3685.0,,,,
3686.0,2.038,0.6564,4.4086,56.7659
3687.0,0.8574,0.2642,0.624,11.5708
3688.0,5.6324,1.7952,6.7265,129.4098
3689.0,,0.2362,2.0434,
3690.0,0.0016,0.0297,0.2937,
3691.0,1.1168,0.3082,0.8835,19.5798
3692.0,27.1566,,,1215.9497
3693.0,11.1589,,,1080.7398
3694.0,1.5646,0.8073,,50.7704
3695.0,0.6931,0.1976,0.4957,11.8885
3696.0,,0.4496,1.5009,
3697.0,0.776,0.1952,1.2677,19.2166
3698.0,,,,
3699.0,,0.0444,0.0608,0.8734
3700.0,1.4217,0.4379,0.77,23.9766
3701.0,1.3148,0.4139,1.1737,26.099
3702.0,1.2264,1.5056,,9.452
3703.0,0.351,0.0978,0.2934,
3704.0,1.4258,0.1883,,37.9041
3705.0,4.7451,1.243,,
3706.0,0.5715,0.1564,0.4414,16.3563
3707.0,0.1716,0.0289,0.159,1.597
3708.0,3.7042,1.7556,8.1811,98.9685
3709.0,0.2494,0.0397,2.1756,172.8721
3710.0,0.9239,0.3759,1.0017,13.0765
3711.0,1.1973,0.3285,1.6285,15.9187
3712.0,3.3964,1.0937,,91.9095
3713.0,0.1966,0.0635,0.1443,3.1476
3714.0,4.5318,1.4695,4.6892,43.3414
3715.0,0.1066,0.0442,0.1456,
3716.0,,0.0117,0.0248,
3717.0,0.3943,0.1532,0.1996,2.3781
3718.0,4.4829,1.51,9.4581,116.0381
3719.0,3.2807,1.169,4.1322,73.336
3720.0,,0.0154,0.0171,0.1431
3721.0,1.3966,0.3503,0.9905,22.7981
3722.0,,0.0758,0.1311,3.7048
3723.0,,0.3018,1.027,0.5213
3724.0,0.5755,0.1937,0.2377,5.4483
3725.0,0.2916,0.0952,0.3418,5.3641
3726.0,0.6764,0.2095,3.5649,39.0288
3727.0,0.9716,0.219,1.5854,50.8852
3728.0,0.12,0.0501,0.0776,1.3955
3729.0,4.052,1.2502,4.4092,11.6215
3730.0,0.2917,0.2641,2.0007,2.0076
3731.0,0.7552,0.2486,0.3818,17.4128
3732.0,,0.0355,0.0638,0.3139
3733.0,0.3295,0.0976,0.1165,3.8629
3734.0,2.4274,0.8123,2.3376,41.1592
3735.0,0.2267,0.0795,0.1751,2.0761
3736.0,0.1759,0.1052,0.2473,2.1402
3737.0,,,0.1214,
3738.0,0.3154,0.1364,0.1551,3.0918
3739.0,,0.0132,,
3740.0,0.3688,0.1568,0.2297,3.3754
3741.0,,0.0073,0.0124,0.254
3742.0,0.371,0.1253,0.539,
3743.0,0.2366,0.0792,0.1366,2.827
3744.0,5.9536,2.083,5.2353,82.3467
3745.0,,0.6103,0.3932,0.708
3746.0,0.2795,0.1127,0.1906,2.604
3747.0,0.0787,0.0403,0.201,
3748.0,0.4742,0.2078,0.234,
3749.0,0.055,0.0394,0.4846,0.9265
3750.0,,0.1254,0.1765,3.1038
3751.0,,0.0191,0.0639,0.8299
3752.0,,0.0852,0.1403,
3753.0,0.4653,0.1629,0.2507,5.7491
3754.0,0.5385,0.1647,0.7002,15.4473
3755.0,1.3198,0.5427,2.7062,51.8236
3756.0,0.166,0.0583,0.1234,1.8868
3757.0,1.112,0.5929,4.0544,35.437
3758.0,0.4861,0.1809,0.4599,11.0457
3759.0,,0.1575,1.6191,2.7421
3760.0,0.4857,0.2824,0.7017,
3761.0,1.7043,0.6196,4.8515,31.7458
3762.0,0.4201,0.1584,0.3873,11.16
3763.0,1.6752,0.7081,2.5974,42.3097
3764.0,0.4959,0.2251,0.8354,13.6235
3765.0,,0.0289,0.0349,
3766.0,0.1381,0.031,0.0379,0.8922
3767.0,14.0044,,,1321.8795
3768.0,0.6949,0.2262,1.0651,27.3728
3769.0,13.8405,,,369.529
3770.0,4.9842,,,235.9384
3771.0,,0.0097,0.0221,0.174
3772.0,,0.0244,0.0246,0.369
3773.0,,0.183,0.1988,
3774.0,0.1365,0.0742,1.14,5.3143
3775.0,0.0633,0.0327,0.0904,
3776.0,2.9148,0.9591,7.859,80.4204
3777.0,,0.0422,0.0571,0.444
3778.0,0.0257,0.0079,0.0187,0.1927
3779.0,0.1498,,0.335,3.3038
3780.0,,0.0148,0.0362,0.6901
3781.0,0.9314,0.3105,0.3864,9.5805
3782.0,2.359,0.6642,1.9067,49.4595
3783.0,1.2969,0.4174,4.8241,67.5781
3784.0,5.3343,1.9152,,312.4762
3785.0,0.0817,0.0252,0.0866,
3786.0,0.4842,0.1221,0.7614,9.6879
3787.0,0.182,0.033,0.4529,8.9627
3788.0,1.1268,0.4769,4.9338,28.0202
3789.0,4.0344,2.2454,16.5669,
3790.0,0.0854,0.0357,0.0611,1.1991
3791.0,,0.0064,0.0122,0.1825
3792.0,0.0758,0.0089,0.0282,
3793.0,1.3991,0.8909,,86.8879
3794.0,0.1813,0.0499,0.1961,
3795.0,0.5073,0.2161,1.6108,19.2644
3796.0,0.2409,0.0692,0.5745,8.9959
3797.0,0.1683,0.0541,0.1584,3.6479
3798.0,,0.0272,0.1418,2.2242
3799.0,0.3558,0.0941,0.085,1.7243
3800.0,3.8428,0.8869,2.3049,0.2446
3801.0,1.2279,0.5578,6.7685,61.086
3802.0,0.0583,0.0257,0.1113,0.9141
3803.0,0.1824,0.0407,0.0399,
3804.0,0.1379,0.0232,0.0811,3.3177
3805.0,1.4088,0.4553,0.6048,
3806.0,3.0391,0.7675,,
3807.0,1.4185,0.5336,6.7122,195.1552
3808.0,0.287,0.1209,0.2066,4.7221
3809.0,0.335,0.1222,0.2124,3.7682
3810.0,0.1289,0.0435,0.0458,1.4927
3811.0,5.1321,1.1546,10.3433,101.1916
3812.0,0.1281,0.0263,0.1052,2.7801
3813.0,3.9605,,,64.9455
3814.0,0.2003,0.0707,0.2473,5.51
3815.0,0.5368,0.1149,0.3149,14.9527
3816.0,4.3939,1.5903,7.3462,99.6645
3817.0,0.3398,0.1664,0.7565,7.5733
3818.0,,,,
3819.0,0.2081,0.0867,0.5018,5.2017
3820.0,,0.0942,0.1256,
3821.0,,0.0975,0.1966,8.219
3822.0,,,,
3823.0,0.6537,0.2598,2.1383,22.1565
3824.0,0.3379,0.1263,0.1817,4.4606
3825.0,0.6107,0.2036,0.4146,8.8652
3826.0,1.1874,0.4106,0.7385,18.5245
3827.0,0.0533,0.0236,0.0495,0.3556
3828.0,4.3461,1.3326,5.7461,52.8849
3829.0,0.1256,0.037,0.0486,1.734
