YB,F8,F12,F24,F70
2069.0,0.0698,0.0225,0.0331,0.7036
2070.0,0.9249,0.239,0.6702,16.6221
2071.0,0.1026,0.0254,0.0479,1.1202
2072.0,,,,
2073.0,1.5103,0.5461,,42.0332
2074.0,,0.0333,0.0327,
2075.0,0.9079,0.2593,0.5421,
2076.0,,,,135.406
2077.0,0.529,0.0902,0.8948,19.1181
2078.0,0.0711,0.0169,0.0988,1.3065
2079.0,3.1818,1.0732,,87.1144
2080.0,0.1288,0.0619,0.0738,
2081.0,,0.9815,5.1561,
2082.0,,0.0159,0.0167,0.2661
2083.0,0.0843,0.0236,0.0508,0.7471
2084.0,4.1899,1.0946,,160.0234
2085.0,,,,
2086.0,,0.1344,2.0988,
2087.0,,0.031,0.0691,
2088.0,,0.0521,0.6985,
2089.0,0.947,0.6601,,54.3236
2090.0,,0.0291,0.4808,3.1009
2091.0,4.8407,1.2924,5.2744,127.5912
2092.0,,,,
2093.0,,0.008,0.016,
2094.0,,0.0471,0.4194,
2095.0,,0.4462,5.1191,
2096.0,0.4175,0.1136,0.5546,
2097.0,0.4026,0.0929,1.236,
2098.0,0.2463,0.0645,0.159,4.2692
2099.0,0.0766,0.0205,0.0385,0.875
2100.0,,0.0755,0.4309,
2101.0,0.1812,0.0687,0.1353,
2102.0,,0.017,,1.9958
2103.0,,0.8641,2.3258,17.9327
2104.0,,0.101,0.2074,
2105.0,0.5787,0.1396,1.1818,46.4744
2106.0,,0.5096,0.713,0.3352
2107.0,1.0624,0.4548,,53.8963
2108.0,0.3244,0.1248,0.3422,4.0023
2109.0,0.6164,0.263,2.6466,37.22
2110.0,0.2839,0.0829,0.0871,2.2977
2111.0,0.4686,0.1118,0.8685,5.8448
2112.0,,0.0137,0.0157,
2113.0,,0.0087,0.0301,0.11
2114.0,0.0522,0.0161,0.0218,0.519
2115.0,0.0688,0.0273,0.0566,0.8076
2116.0,0.7275,0.2021,0.3174,7.3728
2117.0,0.2193,0.0519,0.0996,2.9828
2118.0,0.5399,0.1066,0.4025,13.1816
2119.0,0.2796,0.0448,0.3294,5.4222
2120.0,0.4355,0.1515,0.3975,3.6468
2121.0,2.95,1.4454,,783.4796
2122.0,3.5299,1.1395,,313.546
2123.0,0.5132,0.2363,0.8495,1.4654
2124.0,0.102,0.0145,0.0533,0.5481
2125.0,,0.0171,0.0316,0.2434
2126.0,,0.0107,0.0169,
2127.0,,0.8016,2.4122,
2128.0,,0.0377,0.0364,
2129.0,,0.0581,0.7328,3.026
2130.0,0.1576,0.0301,0.097,3.5966
2131.0,,0.0223,0.0638,0.5307
2132.0,0.3807,0.1145,0.0833,3.5106
2133.0,0.4799,0.1857,0.3032,3.4011
2134.0,0.0654,0.0217,0.0611,0.6683
2135.0,,0.0462,0.0922,
2136.0,0.4677,0.1252,0.2009,5.0746
2137.0,0.1564,0.0245,0.0742,1.6508
2138.0,0.0391,0.0063,0.0876,2.5105
2139.0,,0.0372,0.1309,3.7193
2140.0,0.3404,0.0721,0.2799,3.5308
2141.0,,0.0934,,
2142.0,0.2848,0.0269,0.1665,6.2922
2143.0,0.6538,0.1422,0.0954,5.4133
2144.0,0.1302,0.0524,0.9537,9.3797
2145.0,,0.0603,,4.2869
2146.0,0.3996,0.1559,0.3278,10.1836
2147.0,1.2443,0.3305,0.4447,10.1135
2148.0,,0.0103,0.0344,0.5869
2149.0,,0.6968,1.8365,0.3905
2150.0,1.7124,0.5304,1.8297,36.7879
2151.0,0.0743,0.0205,0.0671,1.4223
2152.0,0.2399,0.0933,0.1467,2.3832
2153.0,1.3827,0.372,2.1973,34.5122
2154.0,,0.4513,0.7196,0.2004
2155.0,0.2958,0.0831,0.6994,11.799
2156.0,0.1342,0.0356,0.0871,3.15
2157.0,0.1475,0.0682,0.3286,3.2753
2158.0,1.2088,0.2424,,39.9863
2159.0,1.128,0.2454,5.6942,40.0595
2160.0,0.0628,0.0128,0.0579,0.5695
2161.0,,0.038,1.3905,13.443
2162.0,,0.0307,0.1448,0.3622
2163.0,3.4352,1.375,6.8322,40.9575
2164.0,0.4775,0.1454,0.6448,5.6683
2165.0,,0.0983,,0.5081
2166.0,0.943,0.3409,1.1694,11.1188
2167.0,,0.0081,0.0154,
2168.0,0.0223,0.0108,0.0116,0.1288
2169.0,0.0778,0.0134,0.032,0.6065
2170.0,,0.011,0.0199,0.4989
2171.0,0.0721,0.0158,0.0279,0.5903
2172.0,0.2841,0.0584,0.1085,3.1443
2173.0,,0.1749,0.4648,
2174.0,0.433,0.1431,0.271,4.9027
2175.0,0.6162,0.1661,0.5465,9.4011
2176.0,,0.0308,,
2177.0,,0.168,2.9392,3.7676
2178.0,,0.1486,2.3034,
2179.0,0.1981,0.0607,0.8061,1.4002
2180.0,,,0.0212,0.3273
2181.0,0.175,0.0717,0.9523,4.2418
2182.0,,0.1072,0.1595,
2183.0,0.1012,0.0289,0.0666,1.2537
2184.0,0.1725,,0.1153,
2185.0,,0.0204,0.0388,
2186.0,0.1961,0.0488,,4.3751
2187.0,,0.0097,0.0269,0.7719
2188.0,12.3376,,,388.9632
2189.0,0.1259,0.0375,0.0444,0.8006
2190.0,0.1034,0.0343,0.0964,
2191.0,0.0928,0.0241,0.1216,1.7447
2192.0,,0.0064,0.0672,
2193.0,,0.0038,0.0163,
2194.0,3.3361,1.1154,,102.6277
2195.0,2.5496,0.8942,1.4554,
2196.0,0.3004,0.0984,0.2099,6.7207
2197.0,0.4039,0.0905,0.3686,6.1418
2198.0,3.5495,0.7256,1.3891,0.1464
2199.0,0.2318,0.0679,0.2649,5.9531
2200.0,0.1606,0.0429,0.1727,2.1839
2201.0,0.2095,0.055,0.1067,1.5826
2202.0,0.3963,0.1116,0.4567,13.8689
2203.0,0.2021,0.0858,0.4672,
2204.0,1.0461,0.3058,0.6414,13.0176
2205.0,0.1276,0.0385,0.0984,1.6753
2206.0,,0.178,0.1627,8.9134
2207.0,0.0827,0.0353,0.0621,1.0461
2208.0,0.4323,0.1843,1.1619,16.5645
2209.0,,0.2793,0.3848,7.2406
2210.0,3.0299,0.7638,,36.1019
2211.0,0.2079,0.0636,0.2363,5.2308
2212.0,0.0966,0.0186,0.0689,1.2529
2213.0,0.5494,0.1312,0.1422,
2214.0,0.071,0.0214,0.0328,0.3214
2215.0,0.3834,0.1272,0.5131,10.6678
2216.0,4.8941,1.4784,,247.8693
2217.0,0.1817,0.0565,0.1339,2.817
2218.0,0.6409,0.1067,0.4287,9.2265
2219.0,0.4541,0.1352,1.281,10.8347
2220.0,,0.0734,0.8349,
2221.0,1.9175,0.619,6.8646,
2222.0,0.7523,0.175,0.5833,10.0078
2223.0,0.5731,0.1972,0.4231,7.8841
2224.0,1.666,0.6652,5.2771,41.2051
2225.0,0.1644,0.0317,0.1266,2.8679
2226.0,,0.0073,0.0314,0.1998
2227.0,0.0447,0.0137,0.0259,0.461
2228.0,0.2088,0.0651,0.1646,3.2263
2229.0,0.1929,0.057,0.0822,2.1532
2230.0,0.1749,0.0662,0.579,2.0013
2231.0,1.188,0.3624,1.0646,38.329
2232.0,1.3808,0.496,7.2527,119.1116
2233.0,0.47,0.1415,0.1845,6.5816
2234.0,0.2957,0.0519,1.0888,26.8768
2235.0,,0.0297,0.0567,
2236.0,0.1093,0.0187,0.0388,0.8021
2237.0,,0.0124,0.0192,
2238.0,0.584,0.1445,1.5532,18.4495
2239.0,,0.2215,,12.5036
2240.0,0.538,0.1866,1.0632,16.241
2241.0,,,0.6788,24.0684
2242.0,0.36,0.0728,1.1667,9.7946
2243.0,2.5007,1.3781,11.0316,104.067
2244.0,,0.0063,0.0103,
2245.0,,,0.0558,1.9011
2246.0,0.0955,0.0186,0.0545,1.5387
2247.0,0.0512,0.0077,0.0281,0.5303
2248.0,0.2952,0.0983,0.1652,3.9074
2249.0,,0.0249,0.0381,1.0281
2250.0,,,0.0324,
2251.0,0.6104,0.1932,0.2343,7.323
2252.0,0.6197,0.171,0.446,10.9259
2253.0,,0.0055,,
2254.0,0.9654,,0.4858,10.1024
2255.0,0.3059,0.123,0.1881,1.2503
2256.0,1.8101,0.4528,0.9568,30.0968
2257.0,0.1024,0.036,0.058,0.9994
2258.0,1.1507,0.3049,8.2268,
2259.0,0.0401,0.0107,0.0198,0.3457
2260.0,,0.0221,0.0509,0.4776
2261.0,,0.0085,0.0212,0.2234
2262.0,,0.0068,0.0176,0.1292
2263.0,1.1389,0.2891,0.7655,20.7274
2264.0,2.5178,0.6444,2.4724,57.1787
2265.0,,0.0295,0.1422,
2266.0,2.1404,0.8394,,145.6888
2267.0,0.1585,0.0456,0.0605,1.8873
2268.0,0.1341,0.037,0.1294,1.6476
2269.0,1.2381,0.2441,1.5233,41.9895
2270.0,0.9323,0.295,,30.4907
2271.0,0.791,0.1626,0.8986,12.7301
2272.0,0.0589,0.0192,0.0728,
2273.0,0.668,0.2691,3.3767,27.8891
2274.0,,0.1013,,2.5613
2275.0,1.0766,0.3561,0.6278,14.3273
2276.0,0.1967,0.0629,0.1067,4.9294
2277.0,0.4148,0.1086,0.2513,8.3612
2278.0,1.2221,0.3566,0.682,15.3658
2279.0,0.7663,0.2589,0.3622,9.5656
2280.0,0.0554,0.0189,,1.7618
2281.0,0.1312,0.0186,0.0466,1.3619
2282.0,0.7167,,0.5795,15.0324
2283.0,,0.007,0.0114,0.2252
2284.0,1.4416,0.4521,4.6337,45.0311
2285.0,1.0582,0.2083,1.0193,17.8271
2286.0,1.4647,0.3931,1.3153,
2287.0,0.3187,0.1185,1.6274,6.7982
2288.0,,0.0758,0.0563,0.8217
2289.0,0.5258,0.1198,0.3221,6.3486
2290.0,0.1985,0.035,0.0975,2.8467
2291.0,,0.039,0.0492,0.8265
2292.0,0.5984,0.1514,0.2475,7.3402
2293.0,0.4829,,0.1764,10.185
2294.0,0.4001,0.1321,0.4452,7.8304
2295.0,,0.0191,0.0274,
2296.0,,0.0614,0.0734,
2297.0,0.1284,0.047,0.3019,2.5109
2298.0,,0.0107,0.0429,0.2375
2299.0,1.584,0.3759,0.6773,14.8752
2300.0,0.4908,0.1826,0.3012,4.2344
2301.0,0.2054,0.0688,0.1528,2.4772
2302.0,0.2426,0.0848,0.2052,2.7836
2303.0,0.2801,0.0852,0.1263,4.1449
2304.0,3.7543,1.1456,,165.3202
2305.0,0.0787,0.0246,0.0443,1.2687
2306.0,,0.0369,0.0866,1.7883
2307.0,0.0526,0.0227,0.081,0.7938
2308.0,0.0528,0.015,0.0334,0.2978
2309.0,1.3629,0.4048,6.3434,47.5729
2310.0,,0.0325,0.0196,
2311.0,0.056,0.0172,0.0426,0.6934
2312.0,0.1087,0.0233,0.0265,0.7086
2313.0,0.0564,0.0193,0.0593,1.0055
2314.0,0.0656,0.0251,0.0305,
2315.0,1.2671,0.4264,0.7544,18.715
2316.0,0.2309,0.059,0.0898,2.7134
2317.0,2.5433,0.8588,2.8237,23.7574
2318.0,,0.014,0.0195,
2319.0,,,,1.1076
2320.0,,0.0249,0.0462,0.556
2321.0,,0.0156,0.0298,0.3736
2322.0,0.0575,0.0071,0.0182,0.7578
2323.0,0.1529,0.0414,0.0469,1.4872
2324.0,0.4568,0.1389,0.3227,8.6171
2325.0,2.179,0.765,4.1155,31.3119
2326.0,0.4301,0.0768,0.1929,27.6838
2327.0,1.1917,0.5842,2.5024,10.9495
2328.0,0.2502,0.0808,0.417,12.4559
2329.0,,0.0069,0.0081,
2330.0,,0.1396,0.283,5.2821
2331.0,1.7356,0.705,1.7085,27.3743
2332.0,0.1833,0.0674,0.1247,2.97
2333.0,,,5.2439,66.7276
2334.0,,0.0327,0.033,0.7645
2335.0,,0.0473,0.1311,1.3788
2336.0,2.2706,0.3647,0.4521,22.4216
2337.0,0.4653,0.1421,0.5017,11.6144
2338.0,0.1478,0.0572,0.1596,1.9755
2339.0,,0.0404,0.029,0.5484
2340.0,,0.0306,0.0557,0.6745
2341.0,,0.0118,0.0146,
2342.0,0.054,0.0121,0.0255,0.5651
2343.0,,0.0205,0.0679,0.4364
2344.0,,0.0229,0.0364,0.5432
2345.0,,0.0939,0.0987,2.2114
2346.0,0.5949,0.2413,3.2457,19.295
2347.0,0.3617,0.0763,0.1004,5.4636
2348.0,,0.0804,0.1486,1.6546
2349.0,0.0284,0.004,,
2350.0,0.2245,0.0464,0.0952,1.9249
2351.0,0.2885,0.088,0.2477,3.8051
2352.0,0.0586,0.0265,0.1449,1.2307
2353.0,0.8907,0.2397,2.761,51.0987
2354.0,0.1134,0.0422,0.0426,1.1986
2355.0,,0.0267,0.0418,1.0923
2356.0,,,0.0038,0.047
2357.0,,0.002,0.0125,0.2426
2358.0,,0.0005,0.0037,
2359.0,0.5494,0.252,0.2346,8.7305
2360.0,0.0357,0.0139,0.0276,0.7389
2361.0,,0.0191,0.0255,
2362.0,,0.0159,0.0309,0.4141
2363.0,,0.0089,0.0112,
2364.0,0.0697,0.0119,0.0963,1.5968
2365.0,,0.0103,0.0189,
2366.0,5.0009,1.1436,,190.3256
2367.0,2.7018,0.7389,2.0155,52.297
2368.0,0.9629,0.2689,2.7438,50.2314
2369.0,,0.0406,0.1532,14.5271
2370.0,,0.0512,0.0567,
2371.0,0.0292,0.0061,0.0341,0.4312
2372.0,,0.0217,0.0325,
2373.0,0.1661,0.0445,0.099,3.7663
2374.0,0.208,0.1208,0.2608,10.6431
2375.0,0.124,0.0454,0.0783,1.5474
2376.0,0.2567,0.0666,0.1427,3.3614
2377.0,,0.0177,0.0325,0.2402
2378.0,,,0.0085,
2379.0,,0.0145,0.0254,0.3474
2380.0,0.5914,0.1628,0.2582,8.5214
2381.0,,0.0113,0.018,
2382.0,0.0303,0.012,0.023,0.2849
2383.0,0.383,0.0716,0.1024,4.4671
2384.0,,0.1357,2.1507,21.9376
2385.0,0.285,0.0444,1.1253,14.6999
2386.0,,0.0714,0.245,4.6068
2387.0,,0.0048,0.0111,0.1985
2388.0,0.0591,0.0157,0.0554,1.1999
2389.0,,0.0091,0.0189,0.5507
2390.0,0.0938,0.0358,0.0546,1.1492
2391.0,0.2254,0.0791,0.1668,1.4492
2392.0,,0.0167,0.0282,1.0153
2393.0,0.019,0.0051,0.0109,0.1335
2394.0,3.8543,0.9201,,263.287
2395.0,0.1854,0.0585,0.0823,2.2071
2396.0,0.2435,0.0971,0.1547,2.9219
2397.0,,0.0121,0.0429,0.1434
2398.0,0.1352,0.0385,0.0937,2.6396
2399.0,,0.1316,0.1055,0.091
2400.0,0.0733,0.0123,0.0426,1.0837
2401.0,16.6131,4.0662,,440.1919
2402.0,0.7429,0.1887,0.3103,10.8099
2403.0,0.2082,0.1202,0.336,9.1457
2404.0,0.3763,0.1626,0.3229,7.3866
2405.0,0.1358,0.0259,0.0738,1.8884
2406.0,0.1232,0.0389,0.1402,2.9218
2407.0,0.1348,0.0597,0.1695,
2408.0,,0.0182,0.0359,
2409.0,0.1083,0.0301,0.0463,0.6503
2410.0,,0.0207,0.05,0.8185
2411.0,0.0555,0.0599,0.0588,17.2969
2412.0,,0.0065,,
2413.0,7.496,0.9327,,3.8864
2414.0,0.0191,0.0067,0.0102,0.3091
2415.0,0.3733,0.0978,0.1823,4.7237
2416.0,,0.1132,,183.6085
2417.0,0.7552,0.1107,,279.6807
2418.0,,0.0184,0.2353,1.1655
2419.0,0.1977,0.0208,0.166,2.4167
2420.0,3.7992,0.8781,3.9747,62.6193
2421.0,,0.3008,1.0517,
2422.0,,0.0163,0.0505,
2423.0,,0.1318,1.3284,14.6517
2424.0,3.9314,1.1483,,69.4231
2425.0,0.4807,0.1725,3.5325,27.8431
2426.0,0.2385,0.0851,0.6177,6.9868
2427.0,0.1877,0.0695,0.0596,0.7672
2428.0,,0.0166,0.0494,
2429.0,2.1013,0.5717,7.9611,59.9921
2430.0,0.5967,0.1513,0.4068,12.5463
2431.0,2.3774,0.8218,,74.938
2432.0,3.5904,1.0621,,53.0981
2433.0,1.6789,0.4374,1.7823,8.8464
2434.0,2.2922,0.6003,4.2723,58.6832
2435.0,,0.1929,0.9003,
2436.0,0.124,0.0302,0.0663,1.3241
2437.0,2.3119,0.6701,1.8961,19.2088
2438.0,0.4054,0.0849,0.5188,12.4385
2439.0,0.4263,0.1798,5.0034,291.0764
2440.0,0.1864,0.0583,0.0839,1.5689
2441.0,1.5268,0.6314,2.5794,52.1702
2442.0,0.0456,0.0294,0.2933,12.8265
2443.0,0.9209,0.2613,0.7323,20.7087
2444.0,0.0827,0.0305,0.0528,0.9621
2445.0,,0.0184,0.128,0.6753
2446.0,0.9684,0.3687,2.78,24.1388
2447.0,0.212,0.0671,0.0784,1.5422
2448.0,,0.0207,0.0996,0.1154
2449.0,0.3332,0.1261,0.3182,7.3537
2450.0,0.0254,0.0088,0.0519,0.4973
2451.0,,0.0073,0.0157,
2452.0,,0.01,0.0129,
2453.0,1.8941,0.6702,4.9677,62.8993
2454.0,0.1643,0.0521,0.176,2.5975
2455.0,,0.0117,0.0103,
2456.0,0.076,0.025,0.0322,0.4373
2457.0,,0.0092,0.0102,
2458.0,0.4683,0.182,0.3109,5.4883
2459.0,0.1893,0.096,0.1245,1.5241
2460.0,,0.0387,0.0494,
2461.0,,0.0183,0.0229,0.1967
2462.0,,0.0132,0.0297,0.2027
2463.0,,0.0064,0.0117,0.1749
2464.0,4.9596,1.6128,,225.4989
2465.0,,0.014,0.0191,0.1271
2466.0,0.2038,0.0899,0.2176,1.6699
2467.0,,0.0991,0.1292,2.2226
2468.0,,0.0258,0.0684,0.64
2469.0,,,0.0067,0.1243
2470.0,,0.0238,0.0414,0.5104
2471.0,,0.0027,0.0083,
2472.0,0.1972,0.0743,0.2121,3.0044
2473.0,8.7187,1.3821,,215.0431
2474.0,19.5403,,,1161.3998
2475.0,1.1066,0.3362,0.8772,7.1516
2476.0,,0.0211,0.0322,
2477.0,,0.0037,0.0179,0.1351
2478.0,1.3637,0.5423,3.756,
2479.0,,0.0268,0.0508,0.9224
2480.0,,0.061,0.0812,
2481.0,1.0901,0.3178,1.1219,
2482.0,0.2489,0.1112,0.8222,
2483.0,0.2586,0.0708,0.2231,5.2015
2484.0,0.5631,0.2025,0.593,11.3162
2485.0,1.2839,0.4443,2.0096,
2486.0,,1.2488,8.0844,69.8595
2487.0,0.292,0.0753,0.1664,6.62
2488.0,0.2988,0.0845,0.313,
2489.0,0.4561,0.1498,0.275,5.8237
2490.0,1.802,1.1856,,163.4049
2491.0,,0.0426,0.3795,1.1921
2492.0,0.0632,0.0069,0.0549,0.6544
2493.0,4.4353,,,34.672
2494.0,2.1774,0.8559,2.1833,49.9224
2495.0,1.4052,0.5507,4.1091,40.5449
2496.0,0.0642,0.0175,0.1159,5.1524
2497.0,0.0996,0.0308,0.0459,0.678
2498.0,,0.0509,0.0766,
2499.0,,0.0204,0.0415,
2500.0,,0.1376,0.0932,0.1514
2501.0,,0.0593,0.4772,0.2503
2502.0,0.2354,0.0657,0.1255,2.7541
2503.0,,0.0175,0.0254,0.3915
2504.0,,0.0075,0.0148,
2505.0,0.6388,0.2979,0.8876,6.5761
2506.0,2.8828,1.0255,2.7704,49.5646
2507.0,,0.7344,0.7049,0.8239
2508.0,0.3729,0.2002,0.3711,
2509.0,,0.0065,0.0156,0.1896
2510.0,0.3504,0.0913,0.3793,10.2272
2511.0,0.2922,0.0965,0.1323,3.4499
2512.0,2.9321,0.9861,8.6326,100.708
2513.0,,0.0475,0.0961,1.8413
2514.0,,0.0203,0.0229,
2515.0,3.9497,1.4765,5.9415,94.7945
2516.0,2.8528,1.111,12.3552,77.4592
2517.0,0.4388,0.1372,0.1763,5.9286
2518.0,2.0012,0.7961,9.6879,81.3805
2519.0,0.1571,0.0585,0.0901,1.3417
2520.0,,0.0156,0.0207,
2521.0,,0.0126,0.0138,0.2414
2522.0,,0.0128,0.0195,0.226
2523.0,1.3209,0.585,0.7014,5.4354
2524.0,0.2092,0.063,0.1325,2.6243
2525.0,0.1064,0.0472,0.0871,1.6539
2526.0,0.0512,0.0186,0.0107,0.5006
2527.0,,0.0139,0.0138,0.3935
2528.0,,0.0111,0.0284,
2529.0,,0.1232,0.1893,4.9572
2530.0,0.5444,0.1334,0.4842,8.3242
2531.0,0.0656,0.0261,0.046,0.7814
2532.0,,0.0479,0.0543,0.9374
2533.0,,0.0199,0.0523,0.753
2534.0,,0.0076,0.0149,0.1425
2535.0,0.26,0.1264,2.471,13.5979
2536.0,,0.0135,0.0111,0.2671
2537.0,,0.0201,0.0259,
2538.0,0.0177,0.0083,0.0103,0.3722
2539.0,,0.0726,0.1723,3.5408
2540.0,0.3181,0.0872,0.1379,3.6725
2541.0,0.163,0.0594,0.0637,2.1989
2542.0,0.833,0.2819,0.4194,9.002
2543.0,,0.353,0.3791,7.9092
2544.0,0.9271,0.2872,0.925,12.6574
2545.0,,0.0076,0.0148,0.1691
2546.0,,0.0115,0.0291,0.448
2547.0,14.5981,,,
2548.0,2.0899,0.6115,7.7585,
2549.0,,0.0095,0.011,0.2302
2550.0,0.0833,0.0419,0.1184,2.2642
2551.0,0.1882,0.071,,
2552.0,0.3859,0.1538,0.1433,3.0241
2553.0,,0.0284,0.0394,0.3148
2554.0,0.0663,0.0237,0.059,
2555.0,0.1637,0.0667,0.1354,
2556.0,,,,
2557.0,0.1345,0.1164,0.1878,
2558.0,,0.0349,0.0366,
2559.0,,0.0159,0.0359,0.5148
2560.0,7.7136,3.5556,30.9641,316.9129
2561.0,0.7937,0.3593,2.7558,29.9691
2562.0,7.6217,1.7152,,
2563.0,,,0.1647,
2564.0,0.0362,0.018,0.0208,
2565.0,,,0.0356,
2566.0,8.7858,,,
2567.0,6.0386,,,
2568.0,,0.0115,0.0184,0.1862
2569.0,,0.0387,0.0706,
2570.0,3.562,1.2587,2.9915,40.8096
2571.0,0.2105,0.0841,0.0851,0.8989
2572.0,,0.0041,0.0031,0.0002
2573.0,,0.1443,0.2228,2.2616
2574.0,0.1533,0.0557,0.0748,1.1348
2575.0,0.3481,0.1384,0.2388,4.5798
2576.0,,0.0053,0.0102,
2577.0,,0.0059,0.0058,0.0937
2578.0,,0.0133,0.0338,0.2227
2579.0,,0.0049,0.0049,
2580.0,0.0635,0.0307,0.0264,0.4616
2581.0,,0.0741,0.1665,
2582.0,,0.1096,0.142,1.5709
2583.0,,,,
2584.0,0.0607,0.0294,0.4044,4.0556
2585.0,0.0552,0.0294,0.069,0.9183
2586.0,,0.0579,0.1207,1.5613
2587.0,0.3724,0.1822,0.3943,
2588.0,,0.0205,0.0315,
2589.0,9.1098,3.0085,26.4016,
2590.0,5.7464,1.4135,14.9643,114.1799
2591.0,0.0346,0.0154,0.0207,0.2645
2592.0,0.1809,0.0886,0.1138,1.415
2593.0,,0.041,0.0665,1.2051
2594.0,,0.0146,0.0224,
2595.0,,0.038,0.0784,
2596.0,,0.0029,0.0045,
2597.0,,0.0024,0.0041,0.1013
2598.0,,0.0223,0.0348,0.2961
2599.0,,0.0303,0.0731,0.5338
2600.0,,0.0262,0.0406,0.4245
2601.0,,0.0069,,0.0269
2602.0,,0.0685,0.1444,
2603.0,,0.0328,0.059,0.5272
2604.0,0.0344,0.0163,0.0375,0.6164
2605.0,0.0777,0.0406,0.0789,1.0921
2606.0,,0.0206,0.0348,0.5442
2607.0,0.0379,0.0242,0.038,
2608.0,,0.0254,0.0409,0.5867
2609.0,0.0443,0.0219,0.0496,0.5631
2610.0,,,0.0121,0.1781
2611.0,,0.0266,0.032,0.5821
2612.0,,0.0143,0.0543,0.0461
2613.0,,0.018,0.0303,
2614.0,,0.0828,0.169,2.588
2615.0,,0.1984,0.3208,3.6953
2616.0,0.0741,0.033,0.0473,0.4739
2617.0,,0.0221,0.0282,
2618.0,0.1181,0.0522,0.0983,1.7018
2619.0,,,0.0964,
2620.0,,0.0267,0.0535,0.3176
2621.0,,0.0512,0.0923,1.1145
2622.0,,0.0215,0.0217,
2623.0,,0.0126,0.061,0.1982
2624.0,,0.0148,0.0307,0.2081
2625.0,0.0178,0.0062,0.0122,0.2037
2626.0,0.2675,0.1492,0.2894,3.1924
2627.0,,2.1906,5.9007,110.0869
2628.0,4.7121,1.9862,5.1509,118.1882
2629.0,,,0.0628,
2630.0,,0.078,0.1864,
2631.0,,0.462,0.2117,0.0742
2632.0,0.2701,0.132,0.2616,3.1481
2633.0,,0.0343,0.0958,0.8391
2634.0,0.2108,0.4429,3.6162,26.8442
2635.0,,0.0608,0.1896,0.1464
2636.0,0.9764,0.5444,4.105,
2637.0,0.6994,0.321,3.0207,48.725
2638.0,,0.039,0.0482,
2639.0,0.0913,0.0381,0.0322,
2640.0,,0.0169,0.0277,
2641.0,0.0826,0.0294,0.0825,0.985
2642.0,,0.0232,0.041,
2643.0,0.0343,0.0178,0.0318,0.4062
2644.0,,0.0458,0.0529,1.2854
2645.0,,0.0301,0.0393,
2646.0,0.2205,0.0743,0.1288,2.6139
2647.0,,,0.3491,
2648.0,0.4572,0.1664,0.3081,6.171
2649.0,,0.0094,0.0403,0.1077
2650.0,,0.2726,0.3926,
2651.0,0.2447,0.0874,0.1682,3.0848
2652.0,0.9297,0.511,0.9375,7.239
2653.0,0.3488,0.1663,0.3248,
2654.0,,0.2281,0.301,
2655.0,0.6773,0.2156,0.3032,7.8117
2656.0,0.4832,0.1933,0.3609,7.9302
2657.0,2.3633,0.8715,1.8372,25.4003
2658.0,,0.8,7.913,75.7284
2659.0,11.0631,2.8841,31.5461,380.7236
2660.0,,0.0395,0.0735,
2661.0,6.933,1.1756,,302.6598
2662.0,,,0.1401,
2663.0,8.0207,,,665.8061
2664.0,,0.0294,0.0401,0.517
2665.0,4.4636,2.1314,5.7463,60.7772
2666.0,,0.0103,0.0185,
2667.0,0.1315,0.0677,0.1923,2.7616
2668.0,6.4192,2.518,6.7658,79.1765
2669.0,0.4432,0.2084,0.3194,8.8421
2670.0,,0.0315,0.0895,
2671.0,0.1369,0.0649,0.0733,
2672.0,0.1067,0.0417,0.1138,1.4561
2673.0,,0.1408,0.3451,
2674.0,,,0.0512,
2675.0,1.7052,,26.1975,10.4313
2676.0,,0.1159,0.229,
2677.0,,,0.021,
2678.0,0.2413,0.1069,0.1731,2.635
2679.0,,1.56,,
2680.0,0.1342,0.0565,0.0943,1.0877
2681.0,1.7198,0.7995,10.1593,103.1561
2682.0,,0.0151,0.0265,
2683.0,,0.0218,0.0397,0.3361
2684.0,,0.0436,0.1051,1.3694
2685.0,0.2401,0.0613,0.1502,5.5606
2686.0,,0.1047,0.2142,
2687.0,0.2865,0.1051,0.1921,4.3538
2688.0,,0.1553,0.1825,
2689.0,0.1876,0.095,0.1232,
2690.0,0.5057,0.2649,0.9359,13.1169
2691.0,0.3406,0.1541,0.3077,4.8764
2692.0,0.1842,0.084,0.1956,2.456
2693.0,,,,
2694.0,,0.1384,0.1505,
2695.0,0.4677,0.4811,1.0209,0.9512
2696.0,0.1418,0.071,0.1354,1.774
2697.0,0.0722,0.0287,0.0401,
2698.0,0.2267,0.1159,0.3282,2.5685
2699.0,1.7317,0.6719,3.8953,33.3543
2700.0,,0.783,1.6488,
2701.0,,0.0152,0.0377,
2702.0,0.411,0.1911,0.4459,8.3232
2703.0,,0.0293,0.0652,0.7599
2704.0,0.1602,0.067,0.1062,1.7202
2705.0,,0.3228,0.5534,
2706.0,0.2823,0.1177,0.1609,2.9368
2707.0,10.949,,,1189.7391
2708.0,,0.1466,0.2668,
2709.0,1.315,0.721,8.2884,68.7478
2710.0,0.3147,0.1717,0.4112,
2711.0,,0.1024,0.1598,2.5746
2712.0,0.4475,0.1764,0.3103,4.5414
2713.0,,0.8351,1.9549,0.4658
2714.0,,,0.5187,
2715.0,0.1019,0.0566,0.1276,2.1412
2716.0,,0.0631,0.172,
2717.0,,0.1029,0.2058,
2718.0,0.482,0.2393,0.5994,8.1811
