YB,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,N8,N12,N24,N70,f_SAT,f_MULTI,f_NOSRC,f_PCONF,f_CEXT
2875.0,0.479,0.4389,,0.6409,0.4397,0.4805,,0.3471,6,6,6,6,0000,0,0000,0101,0
2876.0,0.5218,0.2014,0.1728,0.2365,0.6586,0.1845,14.6796,0.0952,6,6,6,6,0000,0,0000,0000,0
2877.0,0.0724,0.3896,0.0364,0.4324,0.0317,0.7339,0.3411,1.0426,6,6,6,6,0000,0,0000,0000,0
2878.0,,0.2678,0.0428,0.1441,0.1003,0.2381,,0.2275,6,6,6,6,0000,0,0000,1001,0
2879.0,0.1121,0.1938,0.0469,0.3113,0.1302,0.2942,1.2979,0.235,6,6,6,6,0000,0,0000,0000,0
2880.0,,1.2055,0.0408,0.8644,0.0699,0.8397,,0.9147,6,6,6,6,0000,0,0000,1001,0
2881.0,,0.9909,0.0151,0.9365,0.0281,0.5744,0.3391,0.4576,6,6,6,6,0000,0,0000,1000,0
2882.0,2.6771,0.1138,1.3177,0.3875,5.4892,0.1281,37.1952,0.1896,6,6,6,6,0000,1,0000,0000,0
2883.0,0.2171,0.1898,0.1119,0.5412,0.5541,0.3893,,0.3451,6,6,6,6,0000,1,0000,0001,0
2884.0,,0.0864,,0.2529,0.0203,0.3168,0.0752,3.6251,6,6,6,5,0000,0,1000,1100,0
2885.0,,0.2597,0.0074,0.3068,0.0156,0.2071,,0.2038,6,6,6,6,0000,0,0001,1001,0
2886.0,0.0785,0.144,0.0191,0.2909,0.0825,0.3156,0.5444,0.1969,6,6,6,6,0000,0,0000,0000,0
2887.0,,0.5598,0.0384,0.6246,0.0663,0.4953,,0.5511,6,6,6,6,0000,0,0000,1001,0
2888.0,,0.3776,0.0608,0.4079,0.2198,0.3564,1.3511,0.3899,6,6,6,6,0000,0,0000,1000,0
2889.0,,0.4208,0.0231,0.3415,0.017,0.4568,0.2769,0.6639,6,6,6,6,0000,0,0000,1000,0
2890.0,,0.7874,0.0822,0.7451,0.1228,0.8451,,0.6065,6,6,6,6,0000,0,0000,1001,0
2891.0,,0.2014,,0.3053,0.0536,0.3482,,0.2459,6,6,6,6,0000,0,0000,1101,0
2892.0,0.4601,0.4745,0.1992,0.6114,0.5229,0.5092,,0.4988,6,6,6,6,0000,0,0000,0001,0
2893.0,0.1526,0.7038,0.0676,1.0429,0.0953,0.8478,1.1056,1.0249,6,6,6,6,0000,1,0000,0000,0
2894.0,,0.2267,0.0201,0.275,0.0424,0.2228,,1.1107,6,6,6,6,0000,0,0000,1001,0
2895.0,,0.3942,0.0775,0.4606,0.1395,0.3718,1.1809,0.6377,6,6,6,6,0000,0,0000,1000,0
2896.0,0.0287,0.2999,0.016,0.3861,0.0351,0.2657,0.2166,0.4169,6,6,6,5,0000,1,0000,0000,0
2897.0,,0.6447,0.0198,0.7133,0.0253,0.6079,,0.9697,6,6,6,6,0000,0,0000,1001,0
2898.0,0.332,0.0715,0.1782,0.3193,0.88,0.1694,17.3186,0.1082,6,6,6,6,0000,1,0000,0000,0
2899.0,,0.9131,0.0227,0.9857,0.03,0.9886,0.7957,0.8424,6,6,6,5,0000,0,0000,1000,0
2900.0,1.126,0.1515,0.9219,0.1366,4.7414,0.1777,16.4615,0.2861,6,6,6,6,0000,1,0000,0000,0
2901.0,,0.2219,0.0106,0.2833,0.0322,0.1603,0.3086,0.2894,6,6,6,6,0000,0,0000,1000,0
2902.0,,0.8676,0.0193,0.6623,0.0235,0.8363,0.512,0.5754,6,6,6,5,0000,0,0000,1000,0
2903.0,,0.577,0.0261,0.7015,0.0466,0.5629,0.6432,0.7224,6,6,6,5,0000,1,0000,1000,0
2904.0,0.1757,0.2085,0.0594,0.4382,0.3131,0.3947,4.5556,0.3647,6,6,6,6,0000,0,0000,0000,0
2905.0,,0.3401,,0.4885,0.0137,0.4117,,0.5283,6,6,6,5,0000,0,0001,1101,0
2906.0,,0.5015,0.0421,0.3757,0.2394,0.1187,1.3202,0.3231,6,6,6,6,0000,0,0000,1000,0
2907.0,,0.5951,0.0224,0.6129,0.0363,0.6481,0.1909,1.0752,6,6,6,5,0000,0,0000,1000,0
2908.0,,0.8581,0.0107,0.6489,0.0121,0.7528,0.1737,0.6752,6,6,6,5,0000,0,0000,1000,0
2909.0,,1.5471,0.1509,1.3955,0.1708,0.7954,,1.4416,6,6,6,6,0000,0,0000,1001,0
2910.0,,1.3746,0.0215,0.6327,0.0205,0.7135,0.4801,0.7488,6,6,6,6,0000,0,0000,1000,0
2911.0,0.087,0.6956,0.0365,0.8097,0.0493,0.6554,0.5433,0.8332,6,6,6,6,0000,1,0000,0000,0
2912.0,0.0605,0.3819,0.027,0.2778,0.0706,0.2539,0.5955,0.3193,6,6,6,6,0000,0,0000,0000,0
2913.0,,0.4914,0.0123,0.396,0.0163,0.2937,0.2271,2.2927,6,6,6,5,0000,1,1000,1000,0
2914.0,,0.5897,0.0241,0.5488,0.0291,0.5088,0.7061,1.1306,6,6,6,6,0000,0,0000,1000,0
2915.0,,0.3113,0.0129,0.3513,0.0434,0.3541,0.3823,0.3593,6,6,6,6,0000,0,0000,1000,0
2916.0,1.0858,0.3693,0.4841,0.4195,1.4682,0.448,15.0901,0.2945,6,6,6,6,0000,0,0000,0000,0
2917.0,,0.6189,0.0133,0.338,0.0365,0.4312,,0.6335,6,6,6,5,0000,1,1000,1001,0
2918.0,,0.335,0.007,0.8096,0.0132,0.7177,0.0963,1.6117,6,6,6,5,0000,1,1000,1000,0
2919.0,0.243,1.0166,0.1348,0.9889,0.6082,0.9459,8.313,0.6329,6,6,6,6,0000,1,0000,0000,0
2920.0,,0.2052,0.0098,0.2695,0.0197,0.2563,,0.549,6,6,6,5,0000,0,0000,1001,0
2921.0,1.9871,1.1857,1.6528,0.816,10.3919,0.6159,,0.7817,6,6,6,6,0000,0,0000,0001,0
2922.0,1.2473,0.3298,0.5575,0.3958,3.1892,0.6527,,0.3574,6,6,6,6,0000,1,0000,0001,0
2923.0,,0.7111,0.1479,0.6316,0.7449,0.5521,4.6608,0.8522,6,6,6,6,0000,1,0000,1000,0
2924.0,0.1829,0.6506,0.0549,0.3134,0.0999,0.2658,1.9546,0.2984,6,6,6,6,0000,0,0000,0000,0
2925.0,0.0515,0.3864,0.0192,0.5144,0.0912,0.2825,0.321,0.4625,6,6,6,6,0000,1,0000,0000,0
2926.0,,0.7666,0.0263,1.0842,0.0386,0.7751,,1.0243,6,6,6,6,0000,0,0000,1001,0
2927.0,0.0652,0.9502,0.0294,1.0367,0.0345,0.9656,0.7295,1.2545,6,6,6,6,0000,1,0000,0000,0
2928.0,0.048,0.0908,0.0202,0.2883,0.0511,0.1602,1.0175,0.1185,6,6,6,6,0000,0,0000,0000,0
2929.0,,0.0854,0.0223,0.4713,0.0603,0.4554,,0.5343,6,6,6,6,0000,0,0000,1001,0
2930.0,,0.5213,0.0143,0.4651,0.0376,0.4822,,0.7222,6,6,6,6,0000,0,1000,1001,0
2931.0,,0.5052,0.1483,0.4386,0.349,0.4739,,0.3786,6,6,6,6,0000,0,0000,1001,0
2932.0,4.2605,0.8951,1.4642,1.0165,6.6705,0.8131,81.4011,0.6855,6,6,6,6,0000,1,0000,0000,0
2933.0,0.2483,0.2173,0.1122,0.3226,0.3839,0.2386,3.6111,0.1932,6,6,6,6,0000,0,0000,0000,0
2934.0,,0.2714,0.037,0.587,0.0726,0.5091,,0.8287,6,6,6,6,0000,0,0000,1001,0
2935.0,,0.5271,0.0217,0.5508,0.0369,0.4689,,0.4328,6,6,6,5,0000,0,0000,1001,0
2936.0,0.2589,0.2139,0.0893,0.3776,0.1517,0.2734,4.4931,0.1563,6,6,6,6,0000,0,0000,0000,0
2937.0,6.6558,0.1013,1.8661,0.3416,21.0871,0.2015,,0.2948,6,6,6,6,0000,0,0000,0001,0
2938.0,4.1177,0.3638,1.0205,0.2776,11.0079,0.2882,91.5142,0.2668,6,6,6,6,0000,0,0000,0000,0
2939.0,0.1822,0.2736,0.0741,0.2421,0.1633,0.2721,2.7859,0.2236,6,6,6,6,0000,1,0000,0000,0
2940.0,,0.3729,,0.2576,,0.3223,,0.5147,6,6,6,6,0000,0,1010,1101,0
2941.0,,0.8778,0.0236,0.9355,0.1073,0.9323,,1.1557,6,6,6,6,0000,1,0000,1001,0
2942.0,1.6581,1.0936,0.5782,1.2616,1.9148,0.6084,44.2555,0.9243,6,6,6,6,0000,0,0000,0000,0
2943.0,,0.3845,0.0107,0.3396,0.0167,0.2588,0.2176,0.462,6,6,6,5,0000,0,0000,1000,0
2944.0,,0.4997,,0.5646,0.0512,0.7034,,0.4201,6,6,6,6,0000,0,0000,1101,0
2945.0,0.2711,0.2557,0.1333,0.4555,0.3749,0.4393,3.2898,0.4052,6,6,6,6,0000,1,0000,0000,0
2946.0,,0.4879,0.0384,0.71,0.0718,0.6702,,0.3452,6,6,6,6,0000,0,0000,1001,0
2947.0,,0.6129,0.0351,0.9411,0.0636,0.9164,,0.8933,6,6,6,6,0000,0,0000,1001,0
2948.0,0.0724,0.4108,0.0301,0.3049,0.0742,0.1857,0.8573,0.2803,6,6,6,6,0000,0,0000,0000,0
2949.0,,0.7651,0.1451,0.2874,2.1184,0.2162,1.6412,0.2221,6,6,6,6,0000,0,0000,1000,0
2950.0,0.1002,0.1695,0.0395,0.5773,0.0963,0.2907,1.0969,0.2595,6,6,6,6,0000,0,0000,0000,0
2951.0,,0.1284,0.0148,0.1971,0.0374,0.1685,0.2635,0.3657,6,6,6,6,0000,0,0000,1000,0
2952.0,0.0313,0.1427,0.0157,0.2881,0.0506,0.1226,0.5136,0.1886,6,6,6,6,0000,0,0000,0000,0
2953.0,,0.3808,0.0108,0.3527,0.0138,0.368,0.0883,0.711,6,6,6,5,0000,0,0000,1000,0
2954.0,4.6339,0.2327,1.6156,0.2719,8.7676,0.1677,63.4328,0.2685,6,5,6,6,0000,0,0000,0000,0
2955.0,5.7868,0.4354,,,,,200.6779,0.5357,6,0,0,6,0110,0,0000,0000,0
2956.0,0.135,0.4681,0.0578,0.5251,0.1068,0.4659,2.0481,0.5358,6,6,6,6,0000,0,0000,0000,0
2957.0,,1.5061,0.0165,1.0923,0.0188,1.0657,,1.51,6,6,6,5,0000,0,0000,1001,0
2958.0,0.7674,0.0276,0.2556,0.1662,1.6181,0.1156,16.0373,0.0892,6,6,6,5,0000,1,0000,0000,0
2959.0,0.6798,0.0905,0.221,0.1792,0.971,0.1675,16.9856,0.1583,6,6,6,6,0000,1,0000,0000,0
2960.0,0.1513,0.5265,0.0616,0.511,0.1855,0.415,2.8515,0.3777,6,6,6,6,0000,1,0000,0000,0
2961.0,,0.8262,0.0233,0.6803,0.0458,0.5509,,0.6045,6,6,6,6,0000,0,0000,1001,0
2962.0,,0.369,0.0149,0.1979,0.0336,0.3153,0.7194,0.544,6,6,6,6,0000,0,0000,1000,0
2963.0,0.141,0.0819,0.071,0.2594,0.2652,0.1244,2.3594,0.1565,6,6,6,6,0000,0,0000,0000,0
2964.0,0.0617,0.7328,0.0368,0.9885,0.0569,0.903,0.7434,0.906,6,6,6,5,0000,1,0000,0000,0
2965.0,13.1012,1.6578,,,,,1760.1465,0.534,6,0,0,6,0110,1,0000,0000,0
2966.0,0.3104,0.5956,0.1451,0.83,0.1706,0.9145,2.9645,0.6894,6,6,6,6,0000,1,0000,0000,0
2967.0,,1.0119,0.141,1.1945,0.2149,0.9655,3.303,0.9325,6,6,6,6,0000,0,0000,1000,0
2968.0,0.7941,0.115,0.308,0.3323,0.4488,0.229,6.064,0.1345,6,6,6,6,0000,0,0000,0000,0
2969.0,0.0457,0.361,0.0185,0.3321,0.0604,0.282,1.1662,0.2514,6,6,6,6,0000,1,0000,0000,0
2970.0,,0.6092,0.0339,0.5357,0.0664,0.5767,0.588,0.6021,6,6,6,6,0000,0,0000,1000,0
2971.0,,0.4501,0.0178,0.3902,0.0441,0.2916,,0.5052,6,6,6,6,0000,0,0000,1001,0
2972.0,,0.3496,0.0365,0.2907,0.0705,0.2524,,0.1864,6,6,6,6,0000,0,0000,1001,0
2973.0,0.1157,0.8532,0.0682,0.7167,0.1591,0.5194,1.8856,0.4664,6,6,6,6,0000,1,0000,0000,0
2974.0,,0.2906,0.0041,0.4492,0.0066,0.2454,0.0991,0.7891,6,6,6,5,0000,0,0000,1000,0
2975.0,,0.8101,1.1966,0.8609,2.507,1.198,50.8872,0.5408,6,6,6,6,0000,1,0000,1000,0
2976.0,0.1161,1.3123,0.081,0.7221,0.1281,0.6811,1.1767,0.9406,6,6,6,6,0000,1,0000,0000,0
2977.0,6.6165,0.3759,2.0205,0.2481,,,300.4284,0.1768,6,6,0,6,0010,0,0000,0000,0
2978.0,0.2121,0.6086,0.07,0.5434,0.4304,0.1581,3.8635,0.3401,6,6,6,6,0000,0,0000,0000,0
2979.0,,0.9483,0.1529,1.0951,0.2947,1.0167,,0.8899,6,6,6,6,0000,0,0000,1001,0
2980.0,0.515,0.9139,0.2178,0.8744,0.3019,0.6517,7.0932,0.8724,6,6,6,6,0000,1,0000,0000,0
2981.0,,0.7053,0.0146,0.9465,0.0203,0.3895,,0.7471,6,6,6,5,0000,0,0000,1001,0
2982.0,0.7585,0.4554,0.2695,0.5768,0.6442,0.4082,22.8898,0.3334,6,6,6,6,0000,0,0000,0000,0
2983.0,0.8313,0.1712,0.2787,0.399,1.5085,0.2168,13.4708,0.2468,6,6,6,6,0000,0,0000,0000,0
2984.0,1.3403,0.1708,0.6727,0.3836,1.845,0.1484,13.5444,0.2889,6,6,6,6,0000,1,0000,0000,0
2985.0,,0.7963,1.7234,0.9774,6.1073,1.2572,,0.7797,6,6,6,6,0000,0,0000,1001,0
2986.0,,1.1255,,1.3985,2.9765,1.0892,49.1259,1.1723,6,6,6,6,0000,0,0000,1100,0
2987.0,2.8543,1.01,1.1218,1.1374,3.7179,0.5442,53.6097,0.7884,6,6,6,6,0000,1,0000,0000,0
2988.0,5.1699,0.7056,1.7294,0.8236,10.5604,0.2672,141.6914,0.5921,6,6,6,6,0000,1,0000,0000,0
2989.0,0.8483,0.918,0.2855,1.0312,1.2027,0.1033,,0.2631,6,6,6,6,0000,0,0000,0001,0
2990.0,,0.2422,0.1675,0.3945,0.3774,0.443,4.3571,0.2912,6,6,6,6,0000,0,0000,1000,0
2991.0,0.032,1.1055,0.0201,0.3331,0.0675,0.185,0.5952,0.3292,6,6,6,6,0000,1,0000,0000,0
2992.0,,0.4048,0.0549,0.3975,0.1045,0.4173,,0.4248,6,6,6,5,0000,0,0000,1001,0
2993.0,3.3298,0.3607,1.0421,0.4363,10.0774,0.107,95.1749,0.2426,6,6,6,6,0000,0,0000,0000,0
2994.0,6.6966,0.443,1.6321,0.8016,11.3721,0.391,71.9823,0.4225,6,6,6,6,0000,1,0000,0000,0
2995.0,3.7759,0.6984,0.6239,0.5223,,,,1.6661,6,6,0,6,0010,0,0000,0011,0
2996.0,4.4022,0.0518,1.4311,0.221,,,483.6441,0.1586,6,6,0,6,0010,0,0000,0000,0
2997.0,6.5516,0.2119,,,,,149.2118,0.488,6,0,0,6,0110,0,0000,0000,0
2998.0,,0.4945,0.1045,0.6553,0.1777,0.4398,1.889,0.5134,6,6,6,6,0000,1,0000,1000,0
2999.0,2.0884,0.0807,0.8061,0.2174,3.7779,0.0429,40.9718,0.1483,6,6,6,6,0000,0,0000,0000,0
3000.0,1.6879,0.1176,0.6883,0.228,1.2843,0.1168,21.5008,0.1325,6,6,6,5,0000,0,0000,0000,0
3001.0,6.5709,0.3633,2.3369,0.5422,15.1098,0.1703,,0.4486,6,6,6,6,0000,1,0000,0001,0
3002.0,1.5304,0.913,0.5261,1.1949,,0.6633,,0.8629,6,6,6,6,0000,0,0000,0011,0
3003.0,,0.3505,,,,,,1.9627,6,0,0,6,0110,0,0000,1001,0
3004.0,,1.4959,0.02,0.8225,,0.6319,,0.6311,6,6,6,6,0000,0,0000,1011,0
3005.0,,1.544,0.175,1.3905,0.365,1.2493,4.9292,1.5326,6,6,6,6,0000,1,0000,1000,0
3006.0,2.7535,0.2351,0.8303,0.5682,3.3278,0.2482,39.6079,0.3991,6,6,6,6,0000,0,0000,0000,0
3007.0,,0.2945,0.0787,0.2495,0.1202,0.2213,0.6861,0.2077,6,6,6,6,0000,0,0000,1000,0
3008.0,,0.6499,0.0149,0.7027,0.032,0.5565,0.3436,0.7374,6,6,6,6,0000,0,0000,1000,0
3009.0,0.0148,1.726,0.0116,0.9914,0.0958,0.5435,0.674,0.568,6,6,6,6,0000,1,0000,0000,0
3010.0,,0.4937,0.0633,1.1376,0.0816,1.06,,1.0438,6,6,6,6,0000,0,0000,1001,0
3011.0,0.5603,0.4788,0.1844,0.6628,0.32,0.4857,12.7121,0.2744,6,6,6,6,0000,1,0000,0000,0
3012.0,0.018,0.6803,0.0129,0.648,0.0181,0.3705,,,6,6,6,0,0001,0,0000,0001,0
3013.0,5.3577,0.2144,2.0417,0.31,16.0409,0.0772,107.4103,0.1885,6,6,6,6,0000,1,0000,0000,0
3014.0,0.2187,1.1704,0.0927,1.0017,0.1022,0.2437,,,6,6,5,0,0001,1,0000,0000,0
3015.0,0.0182,0.6185,0.0101,0.5537,0.0215,0.1709,,,6,6,5,0,0001,0,0000,0000,0
3016.0,0.1027,0.2282,0.0403,0.3134,0.0784,0.2041,1.0231,0.2639,6,6,6,6,0000,0,0000,0000,0
3017.0,0.4865,0.29,0.1875,0.3266,0.2244,0.3484,2.5447,0.3046,6,6,6,6,0000,0,0000,0000,0
3018.0,0.0093,1.1927,0.004,1.3546,0.0057,0.1195,,,6,6,5,0,0001,1,0000,0001,0
3019.0,,0.8044,0.0287,0.5571,0.0368,0.5275,,1.4406,6,6,6,5,0000,0,0000,1001,0
3020.0,0.008,0.9038,0.0062,1.3171,0.0054,0.6841,,,6,6,5,0,0001,1,0000,0001,0
3021.0,0.014,0.8173,0.0075,0.6869,0.0144,0.7545,,-2.5708,6,6,6,3,0000,1,0000,0001,0
3022.0,0.0281,1.0283,0.0121,1.2521,0.0173,1.1315,,,6,6,6,0,0001,1,0000,0000,0
3023.0,,0.7419,0.0209,0.6863,0.0384,0.7108,0.4835,0.856,6,6,6,6,0000,0,0000,1000,0
3024.0,,0.6331,0.03,0.6111,0.0649,0.5395,0.6584,0.7444,6,6,6,6,0000,0,0000,1000,0
3025.0,,1.638,0.0277,1.9121,0.0556,1.7227,0.7897,1.4247,6,6,6,6,0000,0,0000,1000,0
3026.0,,0.6246,0.109,0.8288,0.1849,0.6911,3.3623,0.6277,6,6,6,6,0000,0,0000,1000,0
3027.0,,0.6456,,0.9342,0.0243,0.8682,,0.4682,6,6,6,5,0000,1,0000,1101,0
3028.0,0.044,0.3204,0.0249,0.335,0.0612,0.1546,,,6,6,6,0,0001,1,0000,0000,0
3029.0,9.1036,0.3539,,,,,549.2886,0.1473,6,0,0,6,0110,1,0000,0000,0
3030.0,0.8427,2.2947,1.1194,0.6222,3.0577,1.4701,20.8548,0.4186,6,6,6,6,0000,1,0000,0000,0
3031.0,0.0853,0.2373,0.0438,0.276,0.0981,0.208,,,6,6,6,0,0001,0,0000,0000,0
3032.0,,0.344,0.0274,0.6083,0.0684,0.5329,,0.4678,6,6,6,6,0000,0,0000,1001,0
3033.0,0.8293,0.158,0.2793,0.1587,0.4223,0.2045,6.4213,0.0688,6,6,6,6,0000,1,0000,0000,0
3034.0,,1.1141,0.0934,0.3492,0.2146,0.2634,3.1151,0.3151,7,7,7,7,0000,0,0000,1000,0
3035.0,0.2069,0.6684,0.1104,0.5383,0.2864,0.789,3.5448,0.5324,10,10,10,5,0000,0,0000,0000,0
3036.0,0.6257,0.5441,0.4669,0.6368,3.5065,0.5491,15.9668,0.2668,9,9,9,5,0000,0,0000,0000,0
3037.0,,1.2624,,1.0343,,1.182,,0.8913,9,9,9,5,0000,0,0000,1111,0
3038.0,0.0007,7.5365,0.0036,1.2852,0.001,2.1057,,,9,9,8,0,0001,0,0000,0000,0
3039.0,,1.0764,,0.4326,0.0016,1.1009,0.0059,18.7023,9,9,9,5,0000,0,1000,1100,0
3040.0,0.0011,2.9079,,0.3679,0.0018,0.4829,,,9,9,8,0,0001,0,0000,0100,0
3041.0,0.1419,0.5154,0.0619,0.5815,0.0935,0.4565,,,9,9,8,0,0001,0,0000,0000,0
3042.0,0.8553,0.6941,0.4024,0.6499,2.9814,0.1798,,,9,9,8,0,0001,1,0000,0000,0
3043.0,0.0753,0.6649,0.0335,0.6863,0.0668,0.4429,,,9,9,8,0,0001,1,0000,0000,0
3044.0,,0.4807,0.0165,0.4532,0.0216,0.4771,0.319,0.3304,9,9,9,5,0000,0,0000,1000,0
3045.0,,0.3235,0.0094,0.519,0.0131,0.486,0.2839,0.3933,9,9,9,5,0000,0,0000,1000,0
3046.0,0.0032,0.8001,0.0015,0.7068,0.0031,0.3101,,,9,9,8,0,0001,0,0000,0000,0
3047.0,,0.3443,0.0045,0.4785,0.0114,0.2132,,-1.7162,9,9,9,5,0000,0,1000,1001,0
3048.0,,0.6408,,0.7658,0.008,0.6767,,1.2614,9,9,9,5,0000,0,1000,1101,0
3049.0,,0.3351,0.0016,0.6216,0.0017,0.3187,0.0174,1.0065,9,9,9,5,0000,0,1000,1000,0
3050.0,,1.0047,,0.7211,0.0053,0.7058,,-29.6263,9,9,9,5,0000,0,1000,1101,0
3051.0,,0.337,,0.3636,0.0058,0.33,,-3.4153,9,9,9,5,0000,1,1000,1101,0
3052.0,0.1316,0.0861,0.0608,0.2639,0.0854,0.1514,0.9882,0.1339,9,9,9,5,0000,0,0000,0000,0
3053.0,0.0082,0.5899,0.0083,0.4334,0.086,0.0997,,,9,9,8,0,0001,0,0000,0000,0
3054.0,,0.3086,0.0258,0.3049,0.0515,0.0999,0.3107,1.1934,9,9,9,5,0000,1,1000,1000,0
3055.0,,0.3576,0.0194,0.5555,0.0446,0.3771,0.0673,1.2969,9,9,9,5,0000,1,0000,1000,0
3056.0,,0.3668,0.0053,0.8152,0.0056,0.553,,-47.2238,9,9,9,5,0000,0,1000,1001,0
3057.0,,0.2372,0.0027,0.5763,0.0034,0.2731,0.02,2.7023,9,9,9,5,0000,0,1000,1000,0
3058.0,0.0051,0.2458,0.0031,0.5039,0.0039,0.3107,,,9,9,8,0,0001,0,0000,0000,0
3059.0,,0.1025,0.0041,0.5001,0.005,0.2746,0.2013,0.9039,9,9,9,5,0000,0,1000,1000,0
3060.0,0.029,0.3485,0.0244,0.4175,0.1526,0.3272,,,9,9,8,0,0001,0,0000,0000,0
3061.0,0.08,0.0736,0.0355,0.1949,0.0652,0.1999,0.6951,0.0862,9,9,9,5,0000,0,0000,0000,0
3062.0,,0.0546,0.0542,0.2046,0.0924,0.086,0.0125,11.0835,9,9,9,5,0000,0,1000,1000,0
3063.0,,1.5143,0.002,1.1894,0.0023,0.8187,0.0266,1.0112,9,9,9,5,0000,0,1000,1000,0
3064.0,0.0046,0.1517,0.0025,0.4016,0.004,0.228,,,9,9,8,0,0001,0,0000,0000,0
3065.0,,0.2595,0.0024,0.5212,0.0026,0.203,0.0201,1.9865,9,9,9,5,0000,0,1000,1000,0
3066.0,0.0244,0.2161,0.0114,0.3554,0.0334,0.2021,,,9,9,9,0,0001,0,0000,0000,0
3067.0,,0.1312,0.0036,0.6332,0.0032,0.4798,0.0754,0.8089,9,9,9,5,0000,0,1000,1000,0
3068.0,,0.2998,0.004,0.3796,0.0038,0.3335,0.1675,0.9954,9,9,9,5,0000,0,1000,1000,0
3069.0,0.0388,0.2561,0.0103,0.3089,0.027,0.4237,0.8012,0.2144,9,9,9,5,0000,0,0000,0000,0
3070.0,,0.1763,0.0047,0.5237,0.0086,0.3871,0.0238,5.6313,9,9,9,5,0000,0,0000,1000,0
3071.0,,0.2097,0.0131,0.3134,0.0289,0.1773,0.2983,0.3912,9,9,9,5,0000,0,0000,1000,0
3072.0,,0.5032,0.0021,0.7735,0.002,0.6958,,-3.227,8,8,8,5,0000,0,1000,1001,0
3073.0,,0.4478,0.0023,0.6995,0.0024,0.3839,0.0244,2.9812,7,7,7,5,0000,0,1000,1000,0
3074.0,0.0646,0.6533,0.0816,0.4205,0.196,0.2189,1.5214,0.3124,7,7,7,5,0000,1,0000,0000,0
3075.0,,0.3194,,0.5176,0.0046,0.589,0.0493,1.2501,7,7,7,5,0000,1,1000,1100,0
3076.0,,0.1784,,0.6518,0.0016,0.7051,0.0235,2.3156,7,7,7,5,0000,0,1000,1100,0
3077.0,,0.4314,0.0012,0.7543,0.0017,0.4361,0.0742,1.3123,7,7,7,5,0000,0,1000,1000,0
3078.0,0.0546,0.269,0.0206,0.4354,0.0591,0.2272,0.5701,0.5159,6,6,6,5,0000,0,0000,0000,0
3079.0,,0.4425,,0.3549,0.0036,0.5964,,-3.6238,6,6,6,5,0000,0,1100,1101,0
3080.0,,1.3374,0.0022,0.8639,0.0025,1.0638,0.1335,1.4469,6,6,6,5,0000,0,1000,1000,0
3081.0,,0.2166,0.002,0.5275,0.0037,0.2476,0.0114,5.4964,6,6,6,5,0000,0,1000,1000,0
3082.0,,0.3413,0.0018,0.6118,0.0023,0.491,,-4.7739,6,6,6,5,0000,0,1000,1001,0
3083.0,,0.4195,0.0091,0.5786,0.0106,0.5157,,0.8049,6,6,6,5,0000,0,1000,1001,0
3084.0,,0.2142,,0.6628,0.0018,0.531,0.1027,1.1108,6,6,6,5,0000,0,1000,1100,0
3085.0,0.0091,0.2096,0.0043,0.5976,0.0068,0.4829,,,6,6,6,0,0001,0,0000,0000,0
3086.0,0.2769,0.877,0.1241,0.9669,0.1847,0.8846,4.8791,0.6138,6,6,6,5,0000,1,0000,0000,0
3087.0,,-11.5424,0.0012,0.8294,0.0038,0.3735,0.069,0.6965,6,6,6,5,0000,0,1000,1000,0
3088.0,,0.4058,0.0061,0.6326,0.0095,0.3347,0.1185,1.2017,6,6,6,5,0000,0,1000,1000,0
3089.0,,0.1476,0.0026,0.5471,0.0042,0.3126,0.058,1.6837,6,6,6,5,0000,0,1000,1000,0
3090.0,,0.7996,,0.806,0.021,0.8169,,1.5293,6,6,6,5,0000,0,1000,1101,0
3091.0,,0.7863,,1.063,0.0176,1.0969,0.1999,1.8896,6,6,6,5,0000,0,1000,1100,0
3092.0,,0.6346,0.0162,0.723,0.019,0.6025,,1.9072,6,6,6,5,0000,0,1000,1001,0
3093.0,,0.3053,0.0083,0.4717,0.0262,0.1979,0.1927,0.7161,6,6,6,5,0000,0,1000,1000,0
3094.0,1.2693,0.0387,0.5921,0.1941,1.6394,0.0931,21.1067,0.045,6,6,6,5,0000,1,0000,0000,0
3095.0,,0.4516,0.0058,0.4634,0.0083,0.4146,0.1319,1.4235,6,6,6,5,0000,0,1000,0000,0
3096.0,0.1661,0.2794,0.071,0.2876,0.2257,0.3479,6.0389,0.3249,6,6,6,5,0000,1,0000,0000,0
3097.0,,0.4315,,0.7281,0.0024,0.6029,0.1023,0.8941,6,6,6,5,0000,1,1000,1100,0
3098.0,,1.8553,0.0025,0.6466,0.0029,0.5069,0.0105,17.8514,6,6,6,5,0000,0,1000,1000,0
3099.0,,0.6611,0.0338,0.8561,0.0577,0.8871,0.0021,204.8738,6,6,6,5,0000,0,1000,1000,0
3100.0,0.8409,0.2405,0.3658,0.2162,0.6065,0.1497,9.6457,0.1318,6,6,6,5,0000,0,0000,0000,0
3101.0,,0.2675,0.0044,0.3104,0.0087,0.3346,0.1491,0.6406,6,6,6,5,0000,1,0000,1000,0
3102.0,1.2543,0.2243,0.6258,0.2525,1.8981,0.1842,26.2531,0.1289,6,6,6,5,0000,1,0000,0000,0
3103.0,,0.3556,0.0345,0.2979,0.0279,0.5683,0.146,0.9216,6,6,6,5,0000,0,1000,1000,0
