YB,F8,e_F8,F12,e_F12,F24,e_F24,F70,e_F70,N8,N12,N24,N70,f_SAT,f_MULTI,f_NOSRC,f_PCONF,f_CEXT
858.0,0.0838,0.7996,0.0624,0.2927,0.333,0.2031,,0.2569,6,6,6,6,0000,0,0000,0001,0
859.0,0.1437,0.2984,0.0441,0.1641,0.3759,0.1131,13.521,0.1021,6,6,6,6,0000,0,0000,0000,0
860.0,0.1841,0.5318,0.0546,0.44,0.0933,0.4063,5.0013,0.0752,6,6,6,6,0000,0,0000,0000,0
861.0,0.3602,0.3718,0.0559,0.8535,0.246,0.622,30.7541,0.1069,6,6,6,6,0000,0,0000,0000,0
862.0,0.1637,0.6324,0.0831,0.4847,1.0656,0.3498,7.8147,0.215,6,6,6,6,0000,1,0000,0000,0
863.0,0.8366,0.3691,0.3726,0.2794,1.5937,0.155,25.7966,0.2662,6,6,6,6,0000,0,0000,0000,0
864.0,1.0475,0.1669,0.2482,0.2999,4.4504,0.2466,77.1898,0.2861,6,6,6,6,0000,1,0000,0000,0
865.0,2.3743,0.1836,0.3595,1.4604,,,84.1042,0.1358,6,6,0,6,0010,0,0000,0010,0
866.0,1.0271,0.1289,0.1312,0.1935,1.6868,0.082,22.5436,0.2067,6,6,6,6,0000,0,0000,0000,0
867.0,7.824,0.1409,2.3361,0.178,5.5078,0.0624,135.8528,0.1841,6,6,6,6,0000,0,0000,0000,0
868.0,1.2234,0.4106,0.5685,0.1935,,,164.4397,0.1584,6,6,0,6,0010,1,0000,0000,0
869.0,0.5218,0.1468,0.1204,0.1517,0.5181,0.6035,19.9537,0.2034,6,6,6,6,0000,1,0000,0000,0
870.0,0.3859,0.3235,0.13,0.3849,0.369,0.1796,15.8122,0.1763,6,6,6,6,0000,1,0000,0000,0
871.0,39.1322,0.1492,,,,,1759.3835,0.1203,6,0,0,6,0110,0,0000,0000,0
872.0,0.1927,0.1452,0.0408,0.3751,0.2229,0.2467,9.9104,0.2587,6,6,6,6,0000,0,0000,0000,0
873.0,1.2642,0.1746,0.566,0.1535,4.217,0.0581,83.1906,0.0925,6,6,6,6,0000,0,0000,0000,0
874.0,0.6005,0.1298,0.1298,0.4341,0.9296,0.1528,45.1598,0.601,6,6,6,6,0000,0,0000,0000,0
875.0,1.7184,0.1045,0.4724,0.1513,1.5078,0.1074,56.9511,0.0881,6,6,6,6,0000,0,0000,0000,0
876.0,0.0895,0.1865,0.0384,0.2659,0.1431,0.128,2.0705,0.1855,6,6,6,6,0000,0,0000,0000,0
877.0,1.8952,0.4425,0.9519,0.1147,4.1977,0.0635,47.0588,0.1396,6,6,6,6,0000,0,0000,0000,0
878.0,0.6622,0.4077,0.2512,0.2432,4.1271,0.1742,,0.3423,6,6,6,6,0000,0,0000,0001,0
879.0,0.2711,0.3842,0.0937,0.3679,0.4169,0.2054,13.9819,0.1879,6,6,6,6,0000,0,0000,0000,0
880.0,,0.8701,0.3657,0.6634,,0.7797,,0.6594,6,6,6,6,0000,1,0000,1011,0
881.0,2.4922,0.4059,0.8696,0.1015,6.1543,0.0551,88.8058,0.0784,6,6,6,6,0000,0,0000,0000,0
882.0,0.3174,0.1529,0.099,0.2351,0.4995,0.1074,15.4033,0.0955,6,6,6,6,0000,0,0000,0000,0
883.0,2.4611,0.0905,0.7521,0.1705,3.4025,0.0493,59.8384,0.1385,6,6,6,6,0000,0,0000,0000,0
884.0,1.2033,0.4269,0.4967,0.1947,3.7126,0.1251,53.1115,0.1672,6,6,6,6,0000,0,0000,0000,0
885.0,0.2587,1.0304,0.0267,0.4115,0.8073,0.1926,23.8473,0.1108,6,6,6,6,0000,0,0000,0000,0
886.0,0.2682,0.7361,0.0528,0.354,0.214,0.2382,7.3955,0.1141,6,6,6,6,0000,0,0000,0000,0
887.0,0.8372,0.1298,0.2285,0.2853,0.9284,0.1273,31.1691,0.1758,6,6,6,6,0000,1,0000,0000,0
888.0,0.5043,0.2521,0.1204,0.1772,0.3058,0.1957,20.227,0.0767,6,6,6,6,0000,0,0000,0000,0
889.0,3.8417,0.0352,0.4821,0.4784,2.6878,0.1771,,-4.9347,6,6,6,6,0000,1,0000,0001,0
890.0,13.5167,0.0414,3.105,0.0838,,,357.6453,0.0388,6,6,0,6,0010,0,0000,0000,0
891.0,0.081,0.6014,0.013,0.1601,0.0616,0.7608,1.3558,0.6112,6,6,6,6,0000,1,0000,0000,0
892.0,3.6564,0.1876,0.7993,0.4246,6.0019,0.3017,118.6644,0.3235,6,6,6,6,0000,0,0000,0000,0
893.0,,0.2063,,,,,,0.7816,6,0,0,6,0110,0,0000,1001,0
894.0,,1.324,,,,,,0.5731,6,0,0,6,0110,0,0000,1001,0
895.0,,0.4169,,,,,,0.5448,6,0,0,6,0110,0,0000,1001,0
896.0,,0.5638,0.4423,0.6603,,,,4.2415,6,6,0,6,0010,0,0000,1011,0
897.0,,0.8724,1.3827,0.4248,,,,-3.2307,6,6,0,6,0010,0,0000,1001,0
898.0,7.2685,0.1695,,,,,327.0308,0.0951,6,0,0,6,0110,0,0000,0000,0
899.0,0.397,0.1108,0.0436,0.2944,0.7158,0.1097,16.1051,0.1748,6,6,6,6,0000,0,0000,0000,0
900.0,0.6351,0.4578,0.1216,0.3769,0.5989,0.2951,26.0518,0.3693,6,6,6,6,0000,1,0000,0000,0
901.0,0.4445,0.2325,0.0437,0.334,1.6856,0.2914,30.1842,0.2817,6,6,6,6,0000,0,0000,0000,0
902.0,0.6834,0.1622,0.0982,0.35,0.6221,0.272,28.6689,0.1628,6,6,6,6,0000,1,0000,0000,0
903.0,0.8474,0.3304,0.2154,0.2108,2.0762,0.1052,36.4715,0.2174,6,6,6,6,0000,0,0000,0000,0
904.0,0.9518,0.1881,0.465,0.1099,1.009,0.0667,14.5154,0.0732,6,6,6,6,0000,0,0000,0000,0
905.0,1.913,0.0242,0.8056,0.4671,5.2216,0.1589,17.3326,0.0369,6,6,6,6,0000,0,0000,0000,0
906.0,0.315,0.1723,0.2924,0.2,6.2132,0.0913,18.1363,0.2509,6,6,6,6,0000,0,0000,0000,0
907.0,2.98,0.5632,,,,,195.497,0.3682,6,0,0,6,0110,1,0000,0000,0
908.0,4.3786,0.124,2.3698,0.2239,,,147.3913,0.1612,6,6,0,6,0010,0,0000,0000,0
909.0,4.1003,0.2682,1.3279,0.3641,4.5808,0.8197,21.0881,0.9392,6,6,6,6,0000,1,0000,0000,1
910.0,1.6097,0.1035,0.5074,0.2097,3.9426,0.0994,87.0148,0.1171,6,6,6,6,0000,1,0000,0000,0
911.0,1.1738,0.4066,1.7429,0.1801,,,,0.3884,6,6,0,6,0010,0,0000,0001,0
912.0,0.5529,0.1778,0.1467,0.25,0.239,0.141,10.0434,0.1257,6,6,6,6,0000,0,0000,0000,0
913.0,0.7722,0.5348,0.1512,0.3075,2.0232,0.1293,58.3415,0.2022,6,6,6,6,0000,0,0000,0000,0
914.0,0.4318,0.3302,0.1386,0.3259,0.2637,0.2484,7.4628,0.2715,6,6,6,6,0000,1,0000,0000,0
915.0,4.5651,0.2615,,,,,260.6725,0.3675,6,0,0,6,0110,1,0000,0000,0
916.0,,0.4471,0.0885,0.1687,0.1148,0.3143,,0.266,6,6,6,6,0000,0,0000,1001,0
917.0,0.682,0.8977,0.133,0.8429,0.5143,0.5406,19.8742,0.6054,6,6,6,6,0000,1,0000,0000,0
918.0,,1.2157,,2.0686,0.2335,2.1251,7.5916,1.7304,6,6,6,6,0000,0,0000,1100,0
919.0,0.1669,0.0959,0.0619,0.311,0.3745,0.2279,10.8266,0.2169,6,6,6,6,0000,0,0000,0000,0
920.0,0.7533,0.2554,0.219,0.33,0.7544,0.2049,17.3208,0.2992,6,6,6,6,0000,0,0000,0000,0
921.0,2.1371,0.2811,0.8604,0.1862,5.1428,0.1066,179.6605,0.1838,6,6,6,6,0000,1,0000,0000,0
922.0,0.1394,0.1353,0.0498,0.2736,0.093,0.2888,4.9911,0.0942,6,6,6,6,0000,0,0000,0000,0
923.0,0.7255,0.1888,0.2235,0.1726,0.4227,0.12,13.5581,0.1211,6,6,6,6,0000,0,0000,0000,0
924.0,0.3043,1.4294,0.0054,6.8156,,0.2222,,0.2747,6,6,6,6,0000,0,0010,0011,0
925.0,0.1219,0.09,0.0142,0.243,0.0363,0.0983,2.0039,0.2949,6,6,6,6,0000,0,0000,0000,0
926.0,0.2174,0.3354,0.0508,0.3136,0.116,0.1992,4.9397,0.2508,6,6,6,6,0000,0,0000,0000,0
927.0,,1.0134,0.3804,0.3009,2.7361,0.2707,,-1.4813,6,6,6,6,0000,0,1000,1001,0
928.0,1.0899,0.0645,0.4673,0.0843,1.072,0.0216,12.3334,0.0773,6,6,6,6,0000,0,0000,0000,0
929.0,0.9858,0.1414,0.1631,0.3621,1.6935,0.1417,33.2552,0.243,6,6,6,6,0000,0,0000,0000,0
930.0,1.3542,0.1096,0.4207,0.3665,1.1119,0.272,36.1233,0.2625,6,6,6,6,0000,0,0000,0000,0
931.0,1.138,0.3047,0.1198,0.6245,1.3157,0.2957,19.6557,0.1196,6,6,6,6,0000,0,0000,0000,0
932.0,3.7818,0.0616,1.1916,0.2367,5.6257,0.0672,65.0107,0.0636,6,6,6,6,0000,0,0000,0000,0
933.0,2.4504,0.1453,1.115,0.0733,8.6809,0.0179,99.3787,0.056,6,6,6,6,0000,0,0000,0000,0
934.0,0.2906,0.1017,0.0926,0.3579,0.2695,0.2091,5.3585,0.1612,6,6,6,6,0000,0,0000,0000,0
935.0,4.1484,0.0947,0.9712,0.4868,2.3532,0.2266,0.4462,0.3449,6,6,6,6,0000,0,0000,0000,0
936.0,68.5459,0.2642,,,,,2375.6013,0.2345,6,0,0,6,0110,1,0000,0000,0
937.0,0.5448,0.2805,0.1637,0.3326,0.7298,0.5573,10.4783,0.2594,6,6,6,6,0000,1,0000,0000,0
938.0,2.8552,0.2978,1.0305,0.208,,,481.2246,0.0665,6,6,0,6,0010,0,0000,0000,0
939.0,20.5631,0.2448,,,,,2630.9218,0.1729,6,0,0,6,0110,0,0000,0000,0
940.0,1.2664,0.3341,0.3749,0.3969,1.6066,0.3028,33.7069,0.0748,6,6,6,6,0000,1,0000,0000,0
941.0,0.2754,3.2609,0.2974,0.7051,4.1582,0.2103,,0.257,6,6,6,6,0000,0,0000,0001,0
942.0,0.4529,0.1428,0.1439,0.2593,1.6511,0.1755,24.1896,0.1472,6,6,6,6,0000,0,0000,0000,0
943.0,3.2737,0.111,0.954,0.2208,,,187.7523,0.1752,6,6,0,6,0010,0,0000,0000,0
944.0,1.2604,0.2874,0.4875,0.1942,2.3371,0.1484,38.9011,0.1023,6,6,6,6,0000,0,0000,0000,0
945.0,2.0941,0.2306,0.7499,0.1285,3.1489,0.0693,48.4165,0.1046,6,6,6,6,0000,0,0000,0000,0
946.0,2.1399,0.1261,1.0231,0.1036,,,86.8749,0.0552,7,7,0,7,0010,1,0000,0000,0
947.0,0.9496,0.1688,0.2532,0.2302,1.3901,0.1368,22.5084,0.148,5,5,5,5,0000,0,0000,0000,0
948.0,0.44,0.3468,0.1519,0.3766,0.7652,0.1553,28.5229,0.2158,5,5,5,5,0000,1,0000,0000,0
949.0,1.086,0.0338,0.2636,0.2218,0.445,0.2073,24.8071,0.1199,5,5,5,5,0000,1,0000,0000,0
950.0,0.2531,0.3946,0.0581,0.376,0.0981,0.403,2.8288,0.1716,5,5,5,5,0000,0,0000,0000,0
951.0,0.8013,0.0882,0.2791,0.155,2.606,0.0644,29.604,0.0889,5,5,5,5,0000,0,0000,0000,0
952.0,2.8264,0.1335,0.6724,0.3708,,,150.5479,0.0734,5,5,0,5,0010,0,0000,0000,0
953.0,0.2433,0.3615,0.092,0.1337,0.2224,0.2372,2.1905,0.1802,5,5,5,5,0000,0,0000,0000,0
954.0,0.3342,0.1085,0.0645,0.541,,0.1991,5.4592,0.2572,5,5,5,5,0000,0,0010,0000,0
955.0,0.4829,0.1866,0.1326,0.1899,0.9188,0.0965,7.3403,0.1255,5,5,5,5,0000,0,0000,0000,0
956.0,9.1283,0.0458,0.8914,0.1454,,,292.7079,0.0184,5,5,0,5,0010,0,0000,0000,0
957.0,0.8666,0.1862,0.2859,0.1152,1.0212,0.0881,23.3631,0.1805,5,5,5,5,0000,0,0000,0000,0
958.0,0.1617,0.3441,0.1165,0.2644,2.0742,0.0421,13.0182,0.0732,5,5,5,5,0000,1,0000,0000,0
959.0,0.841,0.4572,0.0989,0.9013,,0.6614,15.7257,0.0511,5,5,5,5,0000,0,0000,0010,0
960.0,0.5506,0.1329,0.1737,0.186,0.2697,0.1799,9.372,0.1091,5,5,5,5,0000,1,0000,0000,0
961.0,0.6578,0.3668,,0.429,0.2892,0.5598,9.1739,0.2125,5,5,5,5,0000,0,0000,0100,0
962.0,0.5362,0.2382,0.4513,0.103,3.8968,0.0551,23.1813,0.0266,5,5,5,5,0000,1,0000,0000,0
963.0,5.0496,0.0349,0.6748,0.5677,3.8488,0.0894,0.557,0.0666,5,5,5,5,0000,1,0000,0000,0
964.0,0.7312,0.1481,0.2492,0.0864,4.6137,0.0829,111.0119,0.0872,5,5,5,5,0000,0,0000,0000,0
965.0,0.5232,0.4302,0.2876,0.1053,4.749,0.0343,146.2182,0.0249,5,5,5,5,0000,0,0000,0000,0
966.0,0.6586,0.1513,0.2148,0.13,0.6956,0.0813,27.0092,0.0766,5,5,5,5,0000,1,0000,0000,0
967.0,1.4244,0.2487,0.5428,0.084,1.1995,0.0645,24.3132,0.0565,5,5,5,5,0000,0,0000,0000,0
968.0,1.5666,0.0622,0.4857,0.3248,1.051,0.1585,30.8591,0.0411,5,5,5,5,0000,0,0000,0000,0
969.0,0.4819,0.2651,0.1144,0.2288,0.3988,0.2039,9.4274,0.178,5,5,5,5,0000,0,0000,0000,0
970.0,0.7761,0.0689,0.1538,0.3454,0.451,0.2921,13.0149,0.1407,5,5,5,5,0000,1,0000,0000,0
971.0,0.1784,0.3689,0.0592,0.1793,0.3323,0.0932,8.2905,0.0154,5,5,5,5,0000,1,0000,0000,0
972.0,0.1849,0.3034,0.0378,0.1565,0.2573,0.1214,5.2601,0.1847,5,5,5,5,0000,0,0000,0000,0
973.0,0.6732,0.2727,0.1311,0.0673,0.6242,0.0497,18.9658,0.0799,5,5,5,5,0000,0,0000,0000,0
974.0,0.8997,0.3608,0.2334,0.4849,0.3123,0.3256,24.8262,0.3717,5,5,5,5,0000,1,0000,0000,0
975.0,0.5171,0.1874,0.1076,0.0251,0.8811,0.0406,17.9392,0.0461,5,5,5,5,0000,0,0000,0000,0
976.0,1.4526,0.1336,0.5685,0.2137,1.3449,0.1243,22.8874,0.2083,5,5,5,5,0000,1,0000,0000,0
977.0,0.8702,0.4344,0.233,0.7745,0.368,0.1278,9.4917,0.2632,5,5,5,5,0000,0,0000,0000,0
978.0,,0.2313,0.1466,0.9322,,,277.3915,2.6093,5,5,0,5,0010,1,1000,1000,0
979.0,1.7953,0.4417,0.6276,0.6214,4.0868,0.5074,46.0988,0.696,5,5,5,5,0000,1,0000,0000,0
980.0,1.1957,0.1797,0.434,0.1394,2.3183,0.083,34.8436,0.0801,5,5,5,5,0000,0,0000,0000,0
981.0,10.2618,0.1112,,,,,462.5096,0.064,5,0,0,5,0110,0,0000,0000,0
982.0,2.3655,0.1894,0.6771,0.2879,3.0654,0.0727,83.327,0.1028,5,5,5,5,0000,1,0000,0000,0
983.0,1.4975,0.184,1.2016,0.0922,,,184.916,0.0462,5,5,0,5,0010,0,0000,0000,0
984.0,3.5672,1.2707,2.4072,0.2153,16.0304,0.0826,,0.1788,5,5,5,5,0000,1,0000,0001,0
985.0,0.1699,0.1595,0.0686,0.1519,0.1495,0.0701,2.1461,0.2363,5,5,5,5,0000,0,0000,0000,0
986.0,0.2031,0.0974,0.0416,0.2844,0.1051,0.2477,4.137,0.0251,5,5,5,5,0000,0,0000,0000,0
987.0,0.1631,0.7627,0.0298,0.7337,0.3572,0.234,,0.2202,5,5,5,5,0000,1,0000,0001,0
988.0,1.1134,0.3893,0.58,0.1871,2.0332,0.1196,54.6382,0.1237,5,5,5,5,0000,0,0000,0000,0
989.0,0.3355,0.4873,0.1446,0.1267,0.495,0.0739,10.4251,0.085,5,5,5,5,0000,0,0000,0000,0
990.0,0.2139,0.1999,0.0823,0.1081,0.43,0.0428,10.5716,0.1021,5,5,5,5,0000,0,0000,0000,0
991.0,0.5477,0.7074,0.1309,0.2104,0.982,0.0458,17.2311,0.1451,5,5,5,5,0000,0,0000,0000,0
992.0,0.8262,0.0388,0.2515,0.1512,1.3112,0.0759,22.9692,0.0895,5,5,5,5,0000,0,0000,0000,0
993.0,0.3065,0.3193,0.0248,0.2937,0.2245,0.1038,4.2175,0.1256,5,5,5,5,0000,0,0000,0000,0
994.0,0.2919,0.2052,0.0882,0.2862,0.5901,0.0945,7.707,0.0951,5,5,5,5,0000,0,0000,0000,0
995.0,0.3024,0.1559,0.0687,0.2617,0.1014,0.436,5.2042,0.0794,5,5,5,5,0000,1,0000,0000,0
996.0,0.3497,0.1903,0.1207,0.2768,0.1648,0.2623,6.5383,0.1635,5,5,5,5,0000,0,0000,0000,0
997.0,0.5186,0.2029,0.0598,0.5367,0.4448,0.2005,11.3829,0.0629,5,5,5,5,0000,0,0000,0000,0
998.0,0.1268,0.1453,0.0362,0.1415,0.0677,0.1098,2.0453,0.1055,5,5,5,5,0000,0,0000,0000,0
,0.3311,0.4676,0.1219,0.3167,0.1034,0.1663,4.0816,0.2366,5,5,5,5,0000,0,0000,0000,0
1000.0,5.3619,0.0449,0.6633,0.2947,3.557,0.4646,1.2353,0.1822,7,7,7,7,0000,1,0000,0000,0
1001.0,0.7028,0.2533,0.3539,0.1411,1.6954,0.1193,28.6451,0.1252,7,7,7,7,0000,0,0000,0000,0
1002.0,0.101,1.0332,0.0368,0.8017,0.091,0.7273,,0.6278,7,7,7,7,0000,0,0000,0001,0
1003.0,0.2803,0.3974,0.0741,0.6611,0.447,0.4588,14.4047,0.1899,7,7,7,7,0000,0,0000,0000,0
1004.0,0.1255,0.2797,0.0361,0.5933,0.7732,0.3651,27.8788,0.2444,6,6,6,6,0000,0,0000,0000,0
1005.0,0.085,1.5308,0.0164,1.4614,,1.0425,2.5856,0.2773,6,6,6,6,0000,0,0010,0010,0
1006.0,,2.4207,0.0034,1.012,,0.728,,0.8238,6,6,6,6,0000,0,0010,1011,0
1007.0,0.4394,0.1202,0.125,0.4594,0.461,0.244,10.3327,0.1765,6,6,6,6,0000,0,0000,0000,0
1008.0,0.153,0.4309,0.0646,0.4857,0.0762,0.5212,3.5826,0.3484,6,6,6,6,0000,0,0000,0000,0
1009.0,0.2756,0.4764,0.1027,0.5478,0.1638,0.4781,4.7589,0.1854,6,6,6,6,0000,0,0000,0000,0
1010.0,3.1634,0.3274,0.7483,0.351,4.4347,0.216,99.1787,0.1323,6,6,6,6,0000,0,0000,0000,0
1011.0,0.3486,0.3981,0.1252,0.4868,0.398,0.3745,12.0278,0.1821,6,6,6,6,0000,0,0000,0000,0
1012.0,1.4671,0.471,1.0692,0.4307,,,636.3074,0.0965,6,6,0,6,0010,1,0000,0000,0
1013.0,0.5251,0.3535,0.1337,0.4556,1.576,0.28,30.5545,0.0767,6,6,6,6,0000,0,0000,0000,0
1014.0,1.0728,0.4717,0.3695,0.2466,3.3345,0.106,71.3896,0.1476,6,6,6,6,0000,0,0000,0000,0
1015.0,1.7946,0.2605,0.7848,0.5151,,,,0.2698,6,6,0,6,0010,1,0000,0001,0
1016.0,0.6886,0.303,0.173,0.4981,0.5324,0.2992,17.3178,0.2591,6,6,6,6,0000,0,0000,0000,0
1017.0,5.4051,0.5346,2.2926,0.4455,15.5256,0.3828,487.9166,0.272,6,6,6,6,0000,1,0000,0000,0
1018.0,0.1552,0.4445,0.0781,0.5492,0.2997,0.3681,5.3195,0.4117,6,6,6,6,0000,1,0000,0000,0
1019.0,0.1449,0.4759,0.0376,1.0807,0.0651,0.9371,2.126,0.7039,6,6,6,6,0000,1,0000,0000,0
1020.0,1.3214,0.2847,0.2486,0.4347,1.6246,0.329,42.8513,0.1465,6,6,6,6,0000,0,0000,0000,0
1021.0,2.7813,0.3461,0.6255,0.5501,,,136.8548,0.4753,6,6,0,6,0010,0,0000,0000,0
1022.0,0.098,0.2118,0.0137,0.71,0.08,0.2483,2.3894,0.2476,6,6,6,6,0000,0,0000,0000,0
1023.0,0.9545,0.2221,0.3604,0.351,5.3233,0.2091,102.1272,0.17,6,6,6,6,0000,0,0000,0000,0
1024.0,0.3926,0.5171,0.0494,0.6379,0.9899,0.7267,21.4142,1.002,6,6,6,6,0000,0,0000,0000,0
1025.0,0.1863,0.2816,0.0541,0.7448,0.5412,0.3579,10.6331,0.3164,6,6,6,6,0000,0,0000,0000,0
1026.0,,0.4797,0.175,0.6233,1.3304,0.5108,28.4644,0.689,6,6,6,6,0000,0,0000,1000,0
1027.0,0.5209,0.5657,0.0479,0.6506,,0.8462,10.3883,0.1792,6,6,6,6,0000,0,0000,0010,0
1028.0,0.0368,1.0257,0.013,0.4309,0.0987,0.3394,1.2528,0.1822,6,6,6,6,0000,0,0000,0000,0
1029.0,0.441,0.2709,0.119,0.4565,0.5916,0.3773,6.4925,0.2928,6,6,6,6,0000,0,0000,0000,0
1030.0,2.1084,0.3711,0.8161,0.4591,6.9798,0.2461,126.6185,0.2554,6,6,6,6,0000,1,0000,0000,0
1031.0,,0.4362,0.1709,0.6085,0.4174,0.4964,6.3204,0.6033,6,6,6,6,0000,0,0000,1000,0
1032.0,,0.1486,0.0189,0.5761,0.0293,0.4348,0.3353,0.5396,5,5,5,4,0000,0,0000,1000,0
1033.0,,0.8195,0.0965,0.5285,1.4478,0.3567,5.4551,1.1563,6,6,6,6,0000,0,0000,1000,0
1034.0,0.7398,0.5366,0.2514,0.9558,4.3016,0.519,22.2215,0.6049,6,6,6,6,0000,0,0000,0000,0
1035.0,0.5399,0.6239,0.1533,0.7642,0.3093,0.6312,14.0281,0.5888,6,6,6,6,0000,1,0000,0000,0
1036.0,3.947,0.6341,1.1958,0.7208,7.2072,0.4925,155.4844,0.5795,6,6,6,6,0000,1,0000,0000,0
1037.0,3.3724,0.3414,1.0373,0.5842,1.886,0.4494,50.9072,0.3623,6,6,6,6,0000,0,0000,0000,0
1038.0,0.9013,0.3046,0.4723,0.4875,7.8471,0.4467,169.3305,0.3379,6,6,6,6,0000,1,0000,0000,0
1039.0,0.1866,1.2954,0.0176,0.799,0.0291,0.6934,,0.308,6,6,6,6,0000,0,0000,0001,0
1040.0,1.2772,0.6618,0.3184,0.7891,0.5187,0.7336,16.2221,0.4898,6,6,6,6,0000,1,0000,0000,0
1041.0,4.6426,0.6167,1.6278,0.4615,,,227.6904,0.3198,6,6,0,6,0010,1,0000,0000,0
1042.0,0.1341,0.5049,0.041,0.5327,0.096,0.4856,4.7392,0.3447,6,6,6,6,0000,0,0000,0000,0
1043.0,0.6571,0.4065,0.2424,0.5902,0.935,0.3687,15.5428,0.1453,6,6,6,6,0000,0,0000,0000,0
1044.0,1.3021,0.4943,,0.4937,1.2955,0.6301,,0.6751,6,6,6,6,0000,0,0000,0101,0
1045.0,3.1166,0.3989,0.8469,0.4667,2.1949,0.4346,76.6024,0.3894,6,6,6,6,0000,0,0000,0000,0
1046.0,0.2654,0.7677,0.1042,0.5576,1.3195,0.3975,6.8407,0.5716,6,6,6,6,0000,0,0000,0000,0
1047.0,0.536,0.3826,0.1433,0.4515,0.1881,0.4467,8.1022,0.2909,6,6,6,6,0000,0,0000,0000,0
1048.0,0.1837,0.2398,0.0678,0.4232,0.2961,0.2678,1.9559,0.2124,6,6,6,6,0000,0,0000,0000,0
1049.0,,0.4368,0.1172,0.4873,0.4408,0.6317,4.9906,0.5505,6,6,6,6,0000,1,0000,1000,0
1050.0,6.2562,0.3755,1.8473,0.3654,,,340.054,0.1177,6,6,0,6,0010,0,0000,0000,0
1051.0,25.726,0.1744,,,,,1156.4808,0.327,6,0,0,6,0110,1,0000,0000,0
1052.0,1.4481,0.6238,,,,,299.0443,0.1275,6,0,0,6,0110,0,0000,0000,0
1053.0,0.2252,0.2817,0.0413,0.3038,0.1221,0.257,4.3086,0.247,6,6,6,6,0000,0,0000,0000,0
1054.0,0.3928,0.5661,0.0923,0.55,0.1099,0.5633,10.6161,0.4095,6,6,6,6,0000,1,0000,0000,0
1055.0,0.271,0.3761,0.0606,0.5692,0.0874,0.5636,3.7249,0.3628,6,6,6,6,0000,0,0000,0000,0
1056.0,0.5325,0.1912,0.1417,0.4157,1.4318,0.2557,14.981,0.2805,6,6,6,6,0000,0,0000,0000,0
1057.0,0.2137,0.317,0.0861,0.5922,0.4489,0.3361,,0.3964,6,6,6,6,0000,0,0000,0001,0
1058.0,3.2005,0.3626,0.6197,0.4607,7.7605,0.2107,153.0375,0.4655,6,6,6,6,0000,1,0000,0000,0
1059.0,1.2117,0.3503,0.4199,0.4027,2.015,0.3037,25.3536,0.2787,6,6,6,6,0000,0,0000,0000,0
1060.0,0.493,0.2426,0.1279,0.364,0.1854,0.4302,10.2262,0.1866,6,6,6,6,0000,0,0000,0000,0
1061.0,0.192,0.3991,0.0138,0.5742,0.0982,0.2253,4.2746,0.2294,6,6,6,6,0000,0,0000,0000,0
1062.0,0.3296,0.3685,0.0608,0.4895,0.6632,0.25,11.7628,0.1743,6,6,6,6,0000,0,0000,0000,0
1063.0,0.9242,0.2627,0.2306,0.5283,0.8567,0.3328,22.3278,0.239,6,6,6,6,0000,0,0000,0000,0
1064.0,0.8144,0.3436,0.2357,0.4518,1.3101,0.3383,23.0164,0.1974,6,6,6,6,0000,0,0000,0000,0
1065.0,0.1679,0.0744,0.0244,0.5615,0.1809,0.3354,5.8858,0.3366,6,6,6,6,0000,0,0000,0000,0
1066.0,0.888,0.6026,0.2535,0.461,0.8375,0.3515,,0.1922,6,6,6,6,0000,1,0000,0001,0
1067.0,0.5009,0.5439,0.2115,0.5478,1.8025,0.3882,21.7065,0.4304,6,6,6,6,0000,1,0000,0000,0
1068.0,1.7881,0.2662,0.4511,0.4744,3.9516,0.2514,79.6764,0.1167,6,6,6,6,0000,1,0000,0000,0
1069.0,0.466,0.4151,0.1482,0.5204,2.2878,0.3431,85.5202,0.1913,6,6,6,6,0000,0,0000,0000,0
1070.0,0.425,0.5631,0.128,0.6772,0.2523,0.4874,17.8485,0.1975,6,6,6,6,0000,0,0000,0000,0
1071.0,1.1359,0.9875,0.1653,1.6756,0.4585,1.6697,6.6661,0.803,6,6,6,6,0000,0,0000,0000,0
1072.0,0.2737,0.6932,0.0831,0.643,0.2743,0.5754,13.6914,0.4633,6,6,6,6,0000,1,0000,0000,0
1073.0,0.3141,0.2552,,,0.2877,0.3327,11.8587,0.0721,7,0,7,7,0100,0,0000,0000,0
1074.0,0.0688,0.2619,0.0338,0.1256,0.0618,0.3624,2.8783,0.1418,7,7,7,7,0000,0,0000,0000,0
1075.0,0.7946,0.5506,0.3623,0.3206,1.9837,0.269,72.5768,0.1554,7,7,7,7,0000,1,0000,0000,0
1076.0,7.737,1.059,3.2211,1.3366,,1.3262,,0.6619,7,7,7,7,0000,0,0000,0011,0
1077.0,,0.5259,0.7028,0.5513,,0.2198,,0.5836,7,7,7,7,0000,0,0000,1011,0
1078.0,1.215,0.2117,0.3401,0.3725,1.0151,0.6309,,0.2667,7,7,7,7,0000,0,0000,0001,0
1079.0,0.323,0.1688,0.1335,0.3953,1.4418,0.2445,15.9275,0.1463,7,7,7,7,0000,0,0000,0000,0
1080.0,0.6282,0.2849,0.2322,0.4614,0.4195,0.315,13.1429,0.3414,7,7,7,7,0000,0,0000,0000,0
1081.0,4.6017,0.4909,4.0877,0.4286,,,645.626,0.1666,7,7,0,7,0010,0,0000,0000,0
